The_Old_Path_(TOP)_Channel,Daniel_Razon
Canadian_Natural_Resources,N._Murray_Edwards
Ajay_Devgn_FFilms,Anil_Devgan
Nova_(eikaiwa),Nozomu_Sahashi
Lazytown_Entertainment,Magnús_Scheving
Walmart_de_México_y_Centroamérica,Jerónimo_Arango
Ogden_Newspapers,Robert_Nutting
Carnation_Auto,Jagdish_Khattar
BBC_Nepali,Rabindra_Mishra
Two_Guys_from_Andromeda,Scott_Murphy_(video_game_designer)
Optimer_Pharmaceuticals,Chi-Huey_Wong
Trinity_Broadcasting_Network,Jan_Crouch
Liquid_Comics,Sharad_Devarajan
Nintendo_Research_&_Development_1,Gunpei_Yokoi
ArcelorMittal,Aditya_Mittal
New_Media_Strategies,Pete_Snyder
Free_Range_Studios,Jonah_Sachs
Racal,Ernest_Harrison
Stiftung_Warentest,Hubertus_Primus
Rothmans_International,"David_Montagu,_4th_Baron_Swaythling"
Engie_Energy_International,Philip_Cox_(businessman)
AOL_Broadband,Charles_Dunstone
Huhtamäki,Pekka_Ala-Pietilä
Krug_Brewery,Frederick_Krug
Dahon,David_T._Hon
Big_Finish_Productions,Nicholas_Briggs
Sodexo,Pierre_Bellon
Vertigo_Films,Allan_Niblo
Airbnb,Laurence_Tosi
Bank_of_China_(Hong_Kong),Xiao_Gang
Merregnon_Studios,Thomas_Böcker
Deluxe_Distribution,Tommy_Guerrero
Guardians_of_Order,David_L._Pulver
Carnegie_Learning,Kenneth_Koedinger
"Nasdaq,_Inc.",Robert_Greifeld
SMS_Audio,50_Cent
SuperGroup,Euan_Sutherland
Barefoot_Networks,Nick_McKeown
Sportsshoes.com,Bruce_Bannister
Wellspring_Retreat_and_Resource_Center,Paul_R._Martin
Ghana_Broadcasting_Corporation,Francisca_Ashietey-Odunton
Windfields_Farm,Charles_P._B._Taylor
Orkin,Gary_Rollins
Trianz,Sri_Manchala
Cape_plc,Timothy_Eggar
Digium,Mark_Spencer_(computer_engineer)
Future_Comics,Dick_Giordano
San_Miguel_Pure_Foods_Company,Ramon_S._Ang
Kokuyo_Camlin,Dilip_Dandekar
IM_Global,David_Schulhof
Alfa_Romeo,John_Elkann
Shiny_Entertainment,David_Perry_(game_developer)
Bodyarmor_SuperDrink,Sydney_Leroux
SoftBank_Group,Masayoshi_Son
RJV_Gas_Field_Services,Paul_Casey
Famous_Studios,Seymour_Kneitel
"SMS.ac,_Inc.",Michael_Pousti
Dreamr,Mylo_Kaye
China_Film_Group_Corporation,Han_Sanping
Bad_Boy_(brand),Chris_Weidman
Metro-Goldwyn-Mayer_cartoon_studio,Fred_Quimby
Programma_International,David_Gordon_(software_entrepreneur)
Rajesh_Masala,Rajesh_Agrahari
Pearson_Yachts,Carl_Alberg
Fresh_TV,Jennifer_Pertsch
Syntel,Rakesh_Khanna
Africa's_Young_Entrepreneurs,Bola_Tinubu
Pioneer_Investments,Philip_L._Carret
"Narayana_Multispeciality_Hospital,_Jaipur",Devi_Shetty
Platt-LePage_Aircraft_Company,Donald_Beatty
Stansberry_Research,Porter_Stansberry
HSBC_Finance,Niall_Booker
Boss_Film_Studios,Richard_Edlund
Smith_&_Tinker,Jordan_Weisman
Turn_2_Foundation,Derek_Jeter
Enjoi,Jerry_Hsu
SomeOne,Simon_Manchipp
ShondaLand,Betsy_Beers
Express_Dairies,George_Barham
Georgia_Tech_Research_Institute,G._P._%22Bud%22_Peterson
Panda_Restaurant_Group,Andrew_Cherng
Greentree_Stable,Joan_Whitney_Payson
FreshXpress,Brendan_Murtagh
JewTube,Matthew_Kwok
Africa_Israel_Investments,Lev_Avnerovich_Leviev
Humble_Oil,Florence_M._Sterling
Minx_(comics),Karen_Berger
Nintendo_Australia,Hiroshi_Yamauchi
Zoopla,Alex_Chesterman
Ruckus_Society,Mike_Roselle
38_Studios,Curt_Schilling
Planet_Hollywood,Bruce_Willis
Fortescue_Metals_Group,Andrew_Forrest
Martinsa-Fadesa,Fernando_Martín_Álvarez
BitTorrent_(company),Eric_Klinker
Ingram_Entertainment_Holdings_Inc.,David_B._Ingram
TSR_(company),Don_Kaye
Jewels_(mixed_martial_arts),Shigeru_Saeki
Tracker_Marine_Group,John_Morris_(businessman)
Horizon_Nuclear_Power,Duncan_Hawthorne
Ingram_Micro,Alain_Monié
Talal_Abu-Ghazaleh_Organization,Talal_Abu-Ghazaleh
Game_Designers'_Workshop,Rich_Banner
Watsons_Personal_Care_Stores,Canning_Fok
Burnpur_Cement,Sourav_Ganguly
Hornsea_Pottery,John_Clappison
Head_(company),Howard_Head
Suresh_Productions,Rana_Daggubati
Groupe_PSA,Thierry_Peugeot
Clinton_Foundation,Hillary_Clinton
Votecastr,Ken_Smukler
Benoist_Aircraft,Thomas_W._Benoist
Tapiture,Leo_Resig
Mang_Inasal,Tony_Tan_(entrepreneur)
Cardinal_Health,George_S._Barrett
Q-Park,Karla_Peijs
CVS_Health,Larry_Merlo
Frontline_Ltd.,John_Fredriksen
ATM_Network,Phil_Rock
Sonic_Automotive,Bruton_Smith
Lockheed_Martin_Orincon,Harold_Stevenson
Wolseley_Motors,"William_Morris,_1st_Viscount_Nuffield"
St._Modwen_Properties,Stanley_Clarke_(businessman)
Le5_Communications,Paul_Lefebvre
Lerer_Hippeau_Ventures,Eric_Hippeau
Yellow_Flowers,R._R._Venkat
Israeli_Academy_of_Film_and_Television,Alon_Abutbul
Flektor,Andy_Gavin
Transcorp_Hotels_Plc,Valentine_Ozigbo
SpaceDev,James_S._Voss
Brown_Academy_of_Music,Adam_Brown_(music_educator)
Web_Science_Trust,Wendy_Hall
Industrial_and_General_Insurance_Company,Yakubu_Gowon
Two_Maids_&_A_Mop,Ron_Holt
BoB_and_Partners_Co._Ltd.,Andrew_Lau
AOL,Tim_Armstrong_(executive)
SIE_Worldwide_Studios,Shuhei_Yoshida
Virgin_Unite,Richard_Branson
City_Year,Michael_Brown_(City_Year)
Elmendorf_Farm,Maxwell_Henry_Gluck
SIGER,Mounir_Majidi
Chemours,Richard_H._Brown
Cisneros_Media_Distribution,Gustavo_Cisneros
M&G_Investments,Michael_McLintock
Maxlab_Cinemas_and_Entertainments,Mohanlal
Dell,Michael_Dell
Chong_Hing_Bank,Margaret_Leung
Thinkorswim,Tom_Sosnoff
Southeastern_Grocers,Ian_McLeod_(businessman)
The_Carlyle_Group,David_Rubenstein
News_Corp_Australia,Rupert_Murdoch
Avere_Systems,"Ronald_Bianchini,_Jr."
Editora_Abril,Roberto_Civita
NBC_Sports_Radio,Rob_Simmelkjaer
Genesys_(company),Paul_Segre
UberConference,Craig_Walker_(businessman)
American_Broadcasting_Company,Ben_Sherwood
Z_Channel,Jerry_Harvey_(screenwriter)
Manor_House_Stables,Tom_Dascombe
Fill-in-Cafe,Masatoshi_Imaizumi
UMH_group,Boris_Lozhkin
Sanrio,Shintaro_Tsuji
Partners_for_Progressive_Israel,Israel_S._Dresner
Final_Cut_for_Real,Signe_Byrge_Sørensen
Gooderham_and_Worts,James_Gooderham_Worts
Prologis,Hamid_R._Moghadam
Interval_Research_Corporation,Paul_Allen
Spicy_Horse,R._J._Berg
Varian_Semiconductor,Gary_E._Dickerson
Agastya_International_Foundation,Ramji_Raghavan
Hoefler_&_Co.,Tobias_Frere-Jones
Falck_(Denmark),Allan_Søgaard_Larsen
Boffo_Games,Steve_Meretzky
Lumiq_Studios,Fabio_Massimo_Cacciatori
Software_Arts,Bob_Frankston
Thailand_VS_Challenger_Series,Stephan_Fox
Enjoi,Rodney_Mullen
DynCorp,Lewis_Von_Thaer
First_Security_Corporation,George_S._Eccles
Rundell_and_Bridge,Thomas_Bigge
Toyota,Akio_Toyoda
Monster_Beverage,Hilton_Schlosberg
Walmart,Doug_McMillon
Xstrata,John_Bond_(banker)
Iberdrola,Jose_Ignacio_Sanchez_Galan
NASCAR_Mexico,Brian_France
Four_Star_Television,David_Niven
Y_Combinator_(company),Patrick_Collison
Mayfair_Games,Darwin_Bromley
Derwent_London,John_Burns_(businessman)
Alaska_Native_Arts_Foundation,Alvin_Eli_Amason
Channon,Robert_Duncan_(writer)
Paltel,Mohammad_Mustafa_(economist)
Wenhua_Film_Company,Huang_Zuolin
Film_Ventures_International,Edward_L._Montoro
Mahindra_Group,Keshub_Mahindra
Bowater,William_Vansittart_Bowater
Nutopia_(production_company),Jane_Root
1Malaysia_Development_Berhad,Najib_Razak
3D_Systems,Andrew_Johnson
Pune_District_Central_Cooperative_Bank,Ajit_Pawar
Polyphony_Digital,Kazunori_Yamauchi
JCB_(company),Anthony_Bamford
Gas_Light_and_Coke_Company,Samuel_Clegg
Ignite_Entertainment,Michael_R._Burns
Costco,James_Sinegal
Pacifica_Foundation,Lewis_Hill
Maersk,Søren_Skou
LaunchCode,Robin_Carnahan
Maxeda,Tony_De_Nunzio
Jerusalem_Center_for_Public_Affairs,Dore_Gold
Petrol_AD,Grisha_Ganchev
Coriant,Shaygan_Kheradpir
Jennifer_Lopez_Collection,Jennifer_Lopez
Amiga_Corporation,Jay_Miner
Pitney_Bowes,Arthur_Pitney
BusinesSuites,Luci_Baines_Johnson
Domino's_Pizza_Enterprises,Don_Meij
DESE_Research,Wallace_E._Kirkpatrick
Claris,Donna_Dubinsky
MetaMed,Jaan_Tallinn
Bank_of_Antigua,Allen_Stanford
Perceptive_Pixel,Jefferson_Han
Howard_League_for_Penal_Reform,Frances_Crook
Elico,Ramesh_Datla
Numenta,Donna_Dubinsky
Elanders,Carl_Bennet
Arutz_Sheva,Ya'akov_Katz_(politician_born_1951)
Sandline_International,Tim_Spicer
Warner_Music_Group,Stephen_Cooper_(businessman)
CableLabs,Phil_McKinney
Marvel_UK,Paul_Neary
Paizo_Publishing,James_L._Sutter
Reiss_(brand),David_Reiss_(fashion_retailer)
Rough_Draft_Studios,Claudia_Katz
Benetton_Group,Luciano_Benetton
Livingbridge,Alison_Carnwath
Fairfax_Media,Greg_Hywood
Yuzana_Company,Htay_Myint
Brookmeade_Stable,J._Elliott_Burch
Human_Rights_Watch,"James_F._Hoge,_Jr."
University_of_Dayton_Research_Institute,John_E._Leland
BMCE_Bank,Othman_Benjelloun
O.W._Timm_Aircraft_Company,Otto_Timm
National_House_Building_Council,Muir_Russell
Klingspor_Type_Foundry,Rudolf_Koch
Eclipse_Aviation,Roel_Pieper
Porsche,Wolfgang_Porsche
İhlas_Holding,Ahmet_Mücahid_Ören
Mansour_Group,Youssef_Mansour
National_Express_Group,John_Armitt
Canadian_Anti-racism_Education_and_Research_Society,Alan_Dutton
Swedish_Africa_Company,Hendrik_Carloff
Chaos!_Comics,Brian_Pulido
IndieBio,Bill_Liao
Deep_Stealth_Productions,Calpernia_Addams
GoMedia,Bodo_Linnhoff
Granville_Technology_Group,Tahir_Mohsan
Time_Warner_Cable,Robert_D._Marcus
One_Hundred_Years_of_Film,Charles_Heung
Tesla_Motors,Elon_Musk
Graftgold,Andrew_Braybrook
Topsy_Labs,Vipul_Ved_Prakash
Shenzhou_International,Ma_Jianrong
CRH_plc,Nicky_Hartery
FreeCharge,Kunal_Shah_(entrepreneur)
Savills_Studley,Mitchell_S._Steir
OtherSide_Entertainment,Paul_Neurath
College_Hunks_Hauling_Junk,Nick_Friedman
Coutts,"William_Waldegrave,_Baron_Waldegrave_of_North_Hill"
Commodore_International,Jack_Tramiel
Patriot_National_Bancorp,Kenneth_T._Neilson
Tetra_Pak,Ruben_Rausing
Happiest_Minds_Technologies,Ashok_Soota
Piramal_Group,Swati_Piramal
Deutsche_Post_(brand),Frank_Appel
Hum_TV,Sultana_Siddiqui
Electric_Transit_(software_company),David_Mullich
Jet.com,Marc_Lore
The_World_(Internet_service_provider),James_Parry
Anbang_Insurance_Group,Wu_Xiaohui
Lime_Pictures,Phil_Redmond
"Fastpoint_Games__Sports_Composite_DE,_Inc.__1",Kelly_Perdew
Draken_International,Jared_Isaacman
The_McClatchy_Company,Kevin_McClatchy
HBOS,James_Crosby_(banker)
IMI_plc,Mark_Selway
HSBC,Stuart_Gulliver
AusRegistry,Adrian_Kinderis
Godrej_Group,Pirojsha_Burjorji_Godrej
Klingspor_Type_Foundry,Otto_Eckmann
Origin_Net,Peter_Lindsay
Out4Marriage,Benjamin_Cohen_(journalist)
Acer_Inc.,Stan_Shih
Coin_Street_Community_Builders,Iain_Tuckett
Banca_Carige,Giuseppe_Tesauro
Johnson_&_Johnson,Alex_Gorsky
Palestinian_Human_Rights_Monitoring_Group,Bassem_Eid
Enterprise_Car_Sales,Pamela_Nicholson
Orion_Group_SA,Andrew_Young
Marsh_(company),Peter_Zaffino
Neptune_(company),Simon_Tian
ROMARM,Constantin_Croitoru
Glanbia,Siobhán_Talbot
SEB_(bank),Marcus_Wallenberg_(born_1956)
Ilitch_Holdings,Christopher_Ilitch
SCORE!_Educational_Centers,Rich_Kelley
Mind_Dynamics,William_Penn_Patrick
Broadway_Video,Lorne_Michaels
Kozmo.com,Joseph_Park
Sinn_Féin_Printing_&_Publishing_Company,Arthur_Griffith
KONDA_Research_and_Consultancy,Tarhan_Erdem
Samtel_Group,Satish_Kumar_Kaura
Center_for_Science_and_Culture,Stephen_C._Meyer
Tribune_Broadcasting,Peter_Liguori
BlackBerry_Limited,John_S._Chen
IC_Manage,Dean_Drako
E_Corp_Studio,Erik_Mariñelarena
Guardian_Media_Group,Amelia_Fawcett
Azurix,Rebecca_Mark-Jusbasche
"Popular,_Inc.",Richard_Carrión
Mahindra_Aerospace,Anand_Mahindra
Hero_Cycles,Om_Prakash_Munjal
Kaggle,Anthony_Goldbloom
Natera,Matthew_Rabinowitz
Sveriges_Television,Hanna_Stjärne
First_California_Mortgage,Christopher_K._Hart
WonderHowTo,Stephen_Chao
India_Trade_Promotion_Organisation,LC_Goyal
August_Cinema,Arya_(actor)
Samsung,Lee_Jae-yong_(businessman)
Hubbard_Foods,Dick_Hubbard
Jindal_Steel_and_Power,Naveen_Jindal
Ferns_N_Petals,Vikaas_Gutgutia
Wrigley_Company,William_Wrigley_Jr._II
Grupo_Empresarial_Ángeles,Olegario_Vázquez_Raña
Konzum,Ivica_Todorić
Polycom,Michael_Frendo_(engineer)
Abcodia,Ian_Jacobs_(academic)
Petroleum_Authority_of_Uganda,Ernest_Rubondo
Investment_Corporation_of_Dubai,Mohammed_Al_Shaibani
Global_Crossing,John_Legere
Digital_Anvil,Chris_Roberts_(game_developer)
Opsware,Marc_Andreessen
SoundStorm_(company),Rob_Nokes
Development_Dimensions_International,William_C._Byham
Pen_India_Limited,Dhaval_Gada
Adeline_Software_International,Frédérick_Raynal
Raymond_Group,Gautam_Singhania
Goodrich_Corporation,Marshall_Larsen
Wenhua_Film_Company,Shi_Hui_(actor)
Systel,Jai_Gulati
Richer_Sounds,Julian_Richer
Canada_Goose_(clothing),Dani_Reiss
Educate_Together,Paul_Rowe_(Irish_educationalist)
New_Orleans_Jazz_Museum,Doc_Souchon
Citadel_LLC,Kenneth_C._Griffin
Monsanto,Hugh_Grant_(business_executive)
Wesfarmers,Michael_Chaney
Dotloop,Austin_Allison
NatWest,Howard_Davies_(economist)
Rundell_and_Bridge,Edward_Hodges_Baily
Pace_plc,Allan_Leighton
LinkedIn,Reid_Hoffman
Thomas_Productions,Don_Reo
Pan_Am_Railways,Timothy_Mellon
American_Family_Association,Bryan_Fischer
NXIVM,Keith_Raniere
Muntz_Car_Company,Madman_Muntz
Eaton's,John_Craig_Eaton
Kuzbassrazrezugol,Iskander_Makhmudov
Fox_Broadcasting_Company,Dana_Walden
Cognizant,Lakshmi_Narayanan
West_Coast_Choppers,Jesse_James_(customizer)
Suntory,Nobutada_Saji
City_Football_Group,Ferran_Soriano
Ventas_(company),Debra_Cafaro
Vox_Media,Marty_Moe
Suez_Environnement,Gérard_Mestrallet
G2000,Michael_Tien
Graand_Production,Dileep_(actor)
Neiman_Marcus,Herbert_Marcus
National_Presto_Industries,Maryjo_Cohen
Shaadi.com,Anupam_Mittal
UltraVision,Dick_Newell
Center_for_Infectious_Disease_Research,Ken_Stuart
Dick's_Sporting_Goods,Edward_W._Stack
Anglo-Amalgamated,Nat_Cohen
Saudi_Civil_and_Political_Rights_Association,Mohammed_Saleh_al-Bejadi
Y_Combinator_(company),Adora_Cheung
HavenCo,Sean_Hastings
Tektronix,Howard_Vollum
Freeport-McMoRan,Richard_Adkerson
InSoft_Inc.,Daniel_Harple
Metropolitan_Bank_and_Trust_Company,George_Ty
Vivint,Todd_Pedersen
Cryptomathic,Peter_Landrock
H._T._Hackney_Company,Bruce_Pearl
Kalashnikov_Concern,Mikhail_Kalashnikov
Intesa_Sanpaolo,Giovanni_Bazoli
Vishesh_Films,Mukesh_Bhatt
A_Legend_Star_Entertainment_Corp.,Blackie_Chen
Norfund,Kristin_Clemet
Threadless,Harper_Reed
IXsystems,Kris_Moore
Mayfield_Dairy,Scottie_Mayfield
RCB_Bank,Panayiotis_Loizides_(businessman)
Becoacht.com,Frederik_Paul_Roever
LECG_Corporation,David_Teece
Televisa,Emilio_Azcárraga_Jean
Renegade_Animation,Ashley_Postelwaite
Foxconn,Terry_Gou
Kresge-Newark,S._S._Kresge
WorkingPoint,Tom_Proulx
606_Films,Halle_Berry
Penske_Media_Corporation,Jay_Penske
Artoon,Naoto_Ohshima
Jerusalem_Foundation,Nir_Barkat
RedZone_Entertainment,Kuk_Harrell
Greenlee_Partners,Bill_Greenlee
Stirling_Cooper,Antony_Price
Warner_Bros.,Kevin_Tsujihara
Chronic_Tacos,Jason_Acuña
Meijer,Frederik_Meijer
Aeroflex,Harvey_R._Blau
One_Globe_Conference,Jerry_MacArthur_Hultin
Alamo_Drafthouse_Cinema,Tim_League
New_World_Computing,Jon_Van_Caneghem
La_Silla_Vacía,Juanita_León
Bradley_Foundation,Terry_Considine
MolMed,Claudio_Bordignon
Quebecor,Erik_Péladeau
Positec,Tom_Duncan
Key_(company),Shinji_Orito
Équiterre,Steven_Guilbeault
American_Family_Insurance,Jack_Salzwedel
Lukoil,Vagit_Alekperov
Grindhouse_Releasing,Chris_Innis
Franz_Inc,Jans_Aasman
ADVFN,Clem_Chambers
Thomas_Productions,Tony_Thomas_(producer)
Monster_Cable,Noel_Lee_(executive)
Volvo,Martin_Lundstedt
Media_Asia_Entertainment_Group,Peter_Lam
Keystone_Bridge_Company,Andrew_Carnegie
August_First_Film_Studio,Huang_Hong_(actor)
Rancocas_Farm,Pierre_Lorillard_IV
Talkbiznow,Martin_Warner
BBC,Rona_Fairhead
Anglo-Argentine_Tramways_Company,Bernard_Docker
Mind_Dynamics,Alexander_Everett
Giant_Eagle,David_Shapira
Hope_International_(Christian_microfinance),Jeff_Rutt
Wiener_Neustädter_Lokomotivfabrik,Georg_Sigl
Foundation_Financial_Group,Mark_Boyer
"Kohn,_Kohn_&_Colapinto",Michael_D._Kohn
DreamWorks_Animation,Bonnie_Arnold
Videocon,Venugopal_Dhoot
Muthoot_Finance,M_G_George_Muthoot
Folland_Aircraft,W.E.W._Petter
TV5_Network_(company),Chot_Reyes
Bugatti,Ettore_Bugatti
Swim_Across_America,Janel_Jorgensen
Walden_Media,Philip_Anschutz
FilmFair,Ivor_Wood
Californians_Against_Hate,Fred_Karger
Globacom,Mike_Adenuga
Gibson_Guitar_Corporation,Les_Paul
Fiat_S.p.A.,John_Elkann
TARGIT_Business_Intelligence,Morten_Middelfart
Ford_of_Europe,Jim_Farley_(businessman)
Cinema_Foundation_of_Russia,Timur_Bekmambetov
Jive_Software,Elisa_Steele
Association_for_Liberal_Thinking,Atilla_Yayla
DAMAC_Properties,Hussain_Sajwani
Groupe_PSA,Carlos_Tavares
Zee_Entertainment_Enterprises,Subhash_Chandra
Ruck.us,Jonathan_Zucker
3D_Realms,George_Broussard
Kanbay,Raymond_Spencer
Napier_Healthcare,Russell_Dumas
Pauling_&_Co.,Sir_John_Gibson
The_Wolseley_Sheep_Shearing_Machine_Company,Frederick_Wolseley
People_TV,Mammootty
Pequot_Capital_Management,John_J._Mack
Special_Broadcasting_Service,Michael_Ebeid
Schweizerische_Industrie_Gesellschaft,Graeme_Hart
Citywire,Lawrence_Lever
Roland_Corporation,Ikutaro_Kakehashi
Garrett_AiResearch,Frederick_Dallenbach
Bank_of_Ireland,Richie_Boucher
Zero_Gravity_Corporation,Peter_Diamandis
Gathering_of_Developers,Mike_Wilson_(executive)
Camping_World,Marcus_Lemonis
Agora_SA,Adam_Michnik
Mytilineos_Holdings,Evangelos_Mytilineos
HBGary,Greg_Hoglund
InterSystems,Phillip_Ragon
Bannatyne_Music,Duncan_Bannatyne
National_Iranian_South_Oil_Company,Roknodin_Javadi
Bebe_Stores,Manny_Mashouf
Uganda_Electricity_Generation_Company_Limited,Stephen_Isabalija
Opening_Day_Partners,Brooks_Robinson
XIX_Entertainment,Simon_Fuller
Shubb,Rick_Shubb
Global_Radio,Richard_Park_(broadcaster)
Lobal_Orning,Justin_Chancellor
Protecode,Mahshad_Koohgoli
Sullivan_&_Cromwell,H._Rodgin_Cohen
Medici_Bank,Lorenzo_de'_Medici
Voya_Financial,"Rodney_O._Martin,_Jr."
DS_Smith,Gareth_Davis
Wilson_Sonsini_Goodrich_&_Rosati,Larry_Sonsini
Jordan_Marsh,Eben_Dyer_Jordan
OpusPoint_Partners,Lindsay_Rosenwald
CH2M_Hill,Jacqueline_Hinman
Cecily's_Fund,Basil_Eastwood
Holcim,Eric_Olsen_(businessman)
Tanger_Factory_Outlet_Centers,Stanley_Tanger
Rick_Bolus_High_Potential_%22Blue-Chip%22_Basketball_Camp,Rick_Bolus
Rajshri_Productions,Sooraj_Barjatya
Alex_and_Ani,Carolyn_Rafaelian
G.ho.st__Ghost_Inc.__1,Zvi_Schreiber
The_Hunger_Project,John_Denver
Grinnell_Aeroplane,Billy_Robinson_(aviator)
Avon_Products,Sherilyn_S._McCoy
Century_Properties,Jose_Roberto_Antonio
Shapoorji_Pallonji_Group,Pallonji_Mistry
4_Digital_Group,Scott_Taunton
ValueAct_Capital,Mason_Morfit
The_Montecito_Picture_Company,Tom_Pollock
Bulgarian_Postbank,George_Provopoulos
Zappos,Nick_Swinmurn
Marvel_UK,Neil_Tennant
Planet_Hollywood,Sylvester_Stallone
Osborne_Computer_Corporation,Lee_Felsenstein
Lowe's,Robert_Niblock
Tyson_Foods,Donnie_Smith_(businessman)
Interros,Vladimir_Potanin
WNS_Global_Services,Keshav_R_Murugesh
Sampo_Group,Björn_Wahlroos
Western_&_Southern_Financial_Group,John_F._Barrett
Jaguar_Land_Rover,Ralf_Speth
Connectix,Eric_Traut
SAS_Institute,James_Goodnight
CBS,Jeff_Fager
Chocolate_City_(music_label),Audu_Maikori
Worldview_Entertainment,Christopher_Woodrow
Marshalltown_Company,Dave_Lennox
G-Unit_Clothing_Company,Marc_Ecko
United_Aircraft,George_J._Mead
Shinca_Entertainment,Shin_Koyamada
Cavedog_Entertainment,Chris_Taylor_(game_designer)
Famous_Writers_School,Mark_Wiseman
Surreal_Software,Alan_Patmore
Quack.com,Alex_Quilici
AP_Films,Sylvia_Anderson
Sportsvision,Fred_Eychaner
Hagström,Jimmy_D'Aquisto
Simulation_Publications,Redmond_A._Simonsen
Leadership_Dynamics,Alexander_Everett
Smackgirl,Koichiro_Kimura
The_BWE_Studios,Le'Auntray_Burch
Campo_Santo_(company),Olly_Moss
SAP_SE,Hasso_Plattner
SNR_Denton,Joe_Andrew
Grameen_America,Muhammad_Yunus
Cain_Hoy_Stable,Manuel_Ycaza
Cinetic_Media,John_Sloss
Patheos,Dale_McGowan
ABC_motorcycles,Granville_Bradshaw
Frontier_Developments,David_Braben
Barclays_Africa_Group,Maria_Ramos
Prince_Motor_Company,Ryoichi_Nakagawa
B_Communications,Shaul_Elovitch
Avro,Roy_Chadwick
Forum_Communications,William_C._Marcil
NYU_WIRELESS,Dennis_Shasha
Teaching_Channel,Patricia_Wasley
Thomas_Cook_Group,Peter_Fankhauser
Minds,Bill_Ottman
Power_Corporation_of_Canada,"Paul_Desmarais,_Jr."
Mphasis,Ganesh_Ayyar
New_Balance,Jim_Davis_(business)
American_Zoetrope,Francis_Ford_Coppola
Ruth's_Chris_Steak_House,Ruth_Fertel
Iso_(automobile),Renzo_Rivolta
Rocksteady_Studios,Sefton_Hill
Indira_Productions,Manjula_Ghattamaneni
Sage_Hospitality_Resources,Walter_Isenberg
Tupperware,Brownie_Wise
Oasis_Investment_Company,Mohan_G._Valrani
Aberdeen_Asset_Management,Martin_Gilbert_(businessman)
Transarc,Alfred_Spector
African_Potash,Peter_Hain
Gjensidige,Helge_Leiro_Baastad
The_Kraft_Group,Jonathan_Kraft
Walgreens_Boots_Alliance,Stefano_Pessina
Palumbo's,Frank_Palumbo
Austrian_Research_Institute_for_Artificial_Intelligence,Robert_Trappl
CSA_Partners,Chris_Abele
Morgan_Creek_Productions,James_G._Robinson
Prasad_Studios,L._V._Prasad
Monongahela_and_Ohio_Steam_Boat_Company,Daniel_French_(inventor)
Warner_Bros._Cartoons,Leon_Schlesinger
Metcalfe's_Food_Company,Julian_Metcalfe
SCORE!_Educational_Centers,Alan_Tripp
Revelations_Entertainment,Morgan_Freeman
Raymond_Ltd,Gautam_Singhania
Deep_Stealth_Productions,Andrea_James
Korea_Securities_Depository,Yoo_Jaehoon
4_Digital_Group,Andy_Barnes
Tux_Games,Michael_Simms_(software_developer)
Naftna_Industrija_Srbije,Kirill_Kravchenko
Viglen,Claude_Littner
SELCO_India,Harish_Hande
Google_Maps,Jens_Eilstrup_Rasmussen
Dubai_World,Jamal_Majid_Bin_Thaniah
Adobe_Systems,John_Warnock
Essel_Group,Subhash_Chandra
RightNow_Technologies,Greg_Gianforte
"Hindu_Mission_Hospital,_Chennai__Srinivasan_K._Swamy,_President_D._K._Srinivasan,_F__1",Damal_Kandalai_Srinivasan
YRF_Television,Aditya_Chopra
TGG_Group,Andrew_M._Rosenfield
CPP_Investment_Board,Mark_Machin
VSee,David_M._Kelley
Landsbanki,Björgólfur_Guðmundsson
Metal_Ware_Corporation,Joseph_Koenig
Dolphin_Films_Pvt._Ltd,Jahnu_Barua
The_Hawaiian_Inn,Frank_Cannova
Marucci_Sports,Brett_Laxton
SugarCRM,Larry_Augustin
Y_Combinator_(company),Jessica_Livingston
Norwegian_News_Agency,Pål_Bjerketvedt
Brocade_Communications_Systems,Lloyd_Carney
"Coty,_Inc.",Bart_Becht
Guardians_of_Order,Mark_C._MacKinnon
Sogo_Hong_Kong,Thomas_Lau
Government_Accountability_Institute,Stephen_Bannon
Vaishno_Academy,Puri_Jagannadh
Demirören_Group,Yıldırım_Demirören
"Varian,_Inc.",Allen_J._Lauer
Pearson_Yachts,William_Shaw_(yacht_designer)
ROAD_Fighting_Championship,Bob_Sapp
Jaunt_(company),Arthur_van_Hoff
Gatwick_Handling,Ivor_Broom
Electronic_Arts,Larry_Probst
Ferring_Pharmaceuticals,Frederik_Paulsen_Jr
Severud_Associates,Hannskarl_Bandel
SpectreVision,Elijah_Wood
CIBI_Information,Marlo_R._Cruz
4_Digital_Group,Nathalie_Schwarz
Wawa_Inc.,Chris_Gheysens
Cook_Group,Carl_Cook
Goji_Electronics,"Stanley_Kalms,_Baron_Kalms"
Vallourec,Philippe_Crouzet
Intertrust_Technologies_Corporation,David_Maher
Flip_Skateboards,Tom_Penny
Space_Rocket_Nation,Nicolas_Winding_Refn
Warner_Bros._Cartoons,Frank_Tashlin
Harman_International_Industries,Dinesh_Paliwal
RCS_MediaGroup,Urbano_Cairo
Ganong_Bros.,David_A._Ganong
Sky_Deutschland,James_Murdoch
London_Stereoscopic_and_Photographic_Company,Thomas_Richard_Williams
NDTV,Prannoy_Roy
Ektelon,Bud_Held
Land_Securities,Robert_Noel_(businessman)
Buffalo_Wild_Wings,Sally_J._Smith
IHeartMedia,Robert_Pittman_(media_executive)
Vionnet_(company),Goga_Ashkenazi
