Peter_Hoagland,Jon_Lynn_Christensen
William_P._Clark_Jr.,Ronald_Reagan
Dingiri_Banda_Wijetunga,Ranasinghe_Premadasa
Prince_George_William_of_Great_Britain,George_II_of_Great_Britain
Władysław_II_the_Exile,Zbyslava_of_Kiev
Tuanku_Ja'afar_of_Negeri_Sembilan,Azlan_Shah_of_Perak
Carol_II_of_Romania,Michael_I_of_Romania
Mack_A._Breazeale,Nico_F._Declercq
John_Kluge,Sam_Walton
Nicolas_Sarkozy,François_Hollande
"Rudolf_I,_Duke_of_Bavaria","Louis_IV,_Holy_Roman_Emperor"
Judith_of_Habsburg,Gertrude_of_Hohenburg
Alexander_Haig,Gerald_Ford
César_Bengzon,Carlos_P._Garcia
Maxine_Waters,Joe_Baca
Babe_Paley,Harvey_Cushing
Nhiek_Tioulong,Norodom_Sihanouk
Davide_Rossi,Alicia_Keys
Sophie_Charlotte_of_Brandenburg-Bayreuth,Princess_Ernestine_of_Saxe-Weimar
Ted_Jolliffe,Farquhar_Oliver
Evan_Bayh,Robert_D._Orr
Jiang_Qing,Huang_Jing
Kamisese_Mara,Derek_Jakeway
Bo_Yibo,Deng_Xiaoping
Maria_Kaczyńska,Jolanta_Kwaśniewska
Willie_Wilson_(drummer),David_Gilmour
Micheal_T._Seiler,Rick_Perry
John_Tyler,David_Henshaw
Pompeia_Plotina,Domitia_Longina
Francis_Biddle,Robert_H._Jackson
"Peter_Carington,_6th_Baron_Carrington",Alec_Douglas-Home
Pythodorida_of_Pontus,Antonia_Tryphaena
Rose_Kennedy,Patricia_Kennedy_Lawford
Bruce_Lee,Shannon_Lee
Karl-Theodor_zu_Guttenberg,Angela_Merkel
Kekāuluohi,Kīnaʻu
Ramón_Castilla,José_Rufino_Echenique
Raúl_Héctor_Castro,Jimmy_Carter
John_Kerry,Alexandra_Kerry
Korak_(character),Tarzan
Donnchadh_of_Argyll,Eóghan_of_Argyll
Félix_Fuchs,Albert_I_of_Belgium
Arielle_Tepper_Madover,Philip_J._Levin
Jackie_Speier,Nancy_Pelosi
Albert_Brewer,George_Wallace
Rashid_Abdullah_Al_Nuaimi,Mohammed_bin_Rashid_Al_Maktoum
Arthur_Meighen,Hugh_Guthrie
Eleanor_of_Aquitaine,Alix_of_France
Charles_de_La_Baume_Le_Blanc,Louis_XIV_of_France
Christian_III_of_Denmark,Frederick_II_of_Denmark
Vong_Savang,Sisavang_Vatthana
Li_Zhimin,Mao_Zedong
Son_Sen,Pol_Pot
Bhumibol_Adulyadej,Prem_Tinsulanonda
"Henry_Stafford,_1st_Baron_Stafford","Eleanor_Percy,_Duchess_of_Buckingham"
Ettore_Ovazza,Gianni_Agnelli
"Theobald_II,_Count_of_Champagne",Adela_of_Normandy
Yıldırım_Akbulut,Turgut_Özal
Ólafur_Ragnar_Grímsson,Sigmundur_Davíð_Gunnlaugsson
Charles_Kennedy,Alan_Beith
Maria_Charles,Kelly_Hunter
Usher_L._Burdick,Jocelyn_Burdick
Öküz_Mehmed_Pasha,Damat_Halil_Pasha
Princess_Sibylla_of_Saxe-Coburg_and_Gotha,Princess_Birgitta_of_Sweden
Ntfombi_of_Swaziland,Dzeliwe_of_Swaziland
Richard_G._Olson,George_W._Bush
Wade_Brorby,Ronald_Reagan
Clyde_Hurley,Artie_Shaw
Adelaide_of_Löwenstein-Wertheim-Rosenberg,"Constantine,_Hereditary_Prince_of_Löwenstein-Wertheim-Rosenberg"
Genghis_Khan,Jochi
Princess_Henrietta_of_Nassau-Weilburg,"Frederick_William,_Prince_of_Nassau-Weilburg"
James_Lockwood_(Connecticut_politician),Joseph_Platt
Butz_Aquino,Benigno_Aquino_III
Sher_Singh,Sada_Kaur
Canaan_Banana,Robert_Mugabe
David_Peterson,Elizabeth_II
Tom_Hughes_(Australian_politician),Lucy_Turnbull
Anna_Trebunskaya,Chelsie_Hightower
William_Ewart_Gladstone,"Henry_Gladstone,_1st_Baron_Gladstone_of_Hawarden"
Mithridates_III_of_Commagene,Aka_II_of_Commagene
William_Howard_Taft,Charles_Evans_Hughes
Princess_Beatrice_of_the_United_Kingdom,Victoria_Eugenie_of_Battenberg
List_of_Coronation_Street_characters_(1963),Susan_Jameson
"Margaret_of_France,_Queen_of_England_and_Hungary",Louis_VII_of_France
Alexander_II_of_Kakheti,David_I_of_Kakheti
Marie_Juliette_Louvet,"Louis_II,_Prince_of_Monaco"
Edwin_Ray_Guthrie,Gardner_Murphy
Wan_Azizah_Wan_Ismail,Lee_Chin_Cheh
Katie_O'Malley,Yumi_Hogan
Mukhlesur_Rahman_Chowdhury,Iajuddin_Ahmed
Frank_L._Roberts,Randy_Leonard
Charles_II_of_Navarre,Joan_II_of_Navarre
Angela_Merkel,Ursula_Lehr
"Isabella_of_Aragon,_Queen_of_Portugal",Isabella_I_of_Castile
Lina_Basquette,Marge_Champion
Mahmud_II,Abdülmecid_I
Mary_of_Woodstock,Edward_I_of_England
Samuel_Tenney,Francis_Gardner
Olaf_II_of_Denmark,Margaret_I_of_Denmark
Sister_Margarita_of_Jesus,Ana_María_de_Huarte_y_Muñiz
Peter_Feaver,George_W._Bush
Jeff_Golub,Rod_Stewart
James_II_of_Majorca,Sancho_of_Majorca
Josh_Kaufman,Adam_Levine
Prince_Frederick_Augustus_of_Anhalt-Dessau,Princess_Bathildis_of_Anhalt-Dessau
"Cecily_Neville,_Duchess_of_Warwick","Anne_de_Beauchamp,_15th_Countess_of_Warwick"
Kingsley_Wood,Clement_Attlee
Julianne_Moore,Peter_Moore_Smith
Princess_Claude_of_Orléans,Princess_Isabelle_of_Orléans-Braganza
"Mary,_Queen_of_Scots",Mary_of_Guise
Ambrose_Flux_Dundas,Muhammad_Ali_Jinnah
Felix_Leiter,David_Hedison
Emperor_Ruizong_of_Tang,Emperor_Zhongzong_of_Tang
Cantinflas,Frank_Sinatra
"Friedrich_Josias,_Prince_of_Saxe-Coburg_and_Gotha","Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha"
Arthur_Altschul,Stephen_Altschul
Terry_McCombs,Elizabeth_II
Pieter_de_Graeff,Johan_de_Graeff
Alexandra_Feodorovna_(Charlotte_of_Prussia),Frederick_William_III_of_Prussia
Wiranto,Suharto
Pyrrhus_of_Epirus,Antigonus_II_Gonatas
"Margaret_of_Bohemia,_Duchess_of_Wroclaw",Wenceslaus_II_of_Bohemia
Allan_Eshuijs,Dannii_Minogue
Beloslava_of_Bulgaria,Ivan_Asen_II_of_Bulgaria
"Nicholas_Lyell,_Baron_Lyell_of_Markyate",John_Major
"Anne,_Queen_of_Great_Britain",George_I_of_Great_Britain
Harald_II_of_Denmark,Cnut_the_Great
Leleiohoku_I,Kalanimoku
Jorge_Montt,Federico_Errázuriz_Echaurren
Billie_Lourd,Eddie_Fisher_(singer)
Norman_Jay_Coleman,Benjamin_Harrison
John_Reynolds_(Canadian_politician),Stephen_Harper
Ermeni_Süleyman_Pasha,Mehmed_IV
Janet_Huckabee,David_Huckabee
James_Pinson_Labulo_Davies,John_K._Randle
Frederick_of_Naples,Ferdinand_II_of_Naples
Paul_McKinley,John_Judge
Louis_the_Pious,Lothair_I
Rob_Shirakbari,Burt_Bacharach
Vince_Bell,Lyle_Lovett
Max_Evans_(Roswell),Jason_Katims
Henry_I_of_Castile,Alfonso_VIII_of_Castile
Elizabeth_Dickens,Alfred_Lamert_Dickens
Kate_O'Regan,Nelson_Mandela
Jorge_Salgado-Reyes,Robert_A._Heinlein
Kevin_White_(mayor),Michael_Dukakis
Husayn_ibn_Ali,Ali
Ulrika_Eleonora_of_Denmark,Sophie_Amalie_of_Brunswick-Lüneburg
Countess_Palatine_Hedwig_Elisabeth_of_Neuburg,"Philip_William,_Elector_Palatine"
Rafael_Núñez_(politician),Francisco_Javier_Zaldúa
Nola_Marino,Malcolm_Turnbull
Marian_McKnight,Sharon_Ritchie
Mal_Brough,Malcolm_Turnbull
Mel_Carnahan,Jim_Spainhower
Abdul_Hamid_II,Abdülmecid_I
Mackenzie_Bowell,"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
David_K._E._Bruce,Walter_Annenberg
Carlos_Dávila,Alberto_Lleras_Camargo
"Isabella,_Countess_of_Vertus",Bonne_of_Bohemia
Bhumanyu,Bharata_(emperor)
Alex_Yam,Lee_Hsien_Loong
William_Ewart_Gladstone,"Sir_William_Heathcote,_5th_Baronet"
"John_Young,_1st_Baron_Lisgar",William_Ewart_Gladstone
"Knud,_Hereditary_Prince_of_Denmark",Princess_Elisabeth_of_Denmark
Roger_Clinton_Sr.,Bill_Clinton
Bayinnaung,Nanda_Bayin
Tage_Erlander,Olof_Palme
Barry_House,Sally_Talbot
Princess_Paula_of_Brazil,Maria_Leopoldina_of_Austria
Princess_Maria_Teresa_of_Savoy,"Charles_III,_Duke_of_Parma"
Hossein_Amir-Abdollahian,Hassan_Rouhani
Lu_Yu-wen,Ma_Ying-jeou
Soe_Min_Kodawgyi,Thado_Minbya
Elizabeth_Truss,Michael_Gove
Jango_Fett,George_Lucas
Moeldoko,Susilo_Bambang_Yudhoyono
Jack_Donaghy,Tina_Fey
"Philip_II,_Duke_of_Savoy","Philippe,_Duke_of_Nemours"
Elizabeth_Dole,George_H._W._Bush
Mohammad_Sa'ed,Mohammad_Reza_Pahlavi
Adrienne_Clarkson,Paul_Martin
Tafataona_Mahoso,Robert_Mugabe
"Robert_Grosvenor,_1st_Baron_Ebury","William_Lamb,_2nd_Viscount_Melbourne"
Minye_Kyawswa_I_of_Ava,Mohnyin_Thado
Fan_Zhi,Emperor_Taizu_of_Song
Sithu_of_Pinya,Shin_Shwe_of_Pagan
Satoru_Sayama,Antonio_Inoki
Molly_Sims,Bar_Refaeli
Peter_Hallward,Karl_Marx
"Philip_I,_Duke_of_Pomerania","Barnim_X,_Duke_of_Pomerania"
Kamisese_Mara,Koila_Nailatikau
Frank_Simes,Mick_Jagger
Gholam_Reza_Aghazadeh,Akbar_Hashemi_Rafsanjani
Jigme_Dorji_Wangchuck_(born_1986),Jigme_Singye_Wangchuck
Cao_Rui,Cao_Pi
Archduchess_Maria_Anna_of_Austria_(1610–1665),Elisabeth_of_Lorraine
Acxocueitl,Huacaltzintli
"Lucien,_Lord_of_Monaco","Honoré_I,_Lord_of_Monaco"
Ronald_Ferguson,"Sarah,_Duchess_of_York"
James_Wilson_(Secretary_of_Agriculture),Theodore_Roosevelt
John_Jay,George_Washington
Douglas_L._Rayes,Barack_Obama
William_J._Lynn_III,Bill_Clinton
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Granville_Leveson-Gower,_2nd_Earl_Granville"
Doctor_Dolittle,Eddie_Murphy
Greg_Smith_(American_musician),Billy_Joel
Maria_van_Arkel,Joanna_of_Jülich
Matthew_Ridgway,Dwight_D._Eisenhower
Harold_Wilson,Alec_Douglas-Home
Zita_Martins,Pascale_Ehrenfreund
Jim_Hacker,David_Haig
Ananda_Pyissi,Narathihapate
Princess_Farial_of_Egypt,Farida_of_Egypt
Maria_Leopoldina_of_Austria,"Francis_II,_Holy_Roman_Emperor"
"Eleanor,_Countess_of_Vermandois",Petronilla_of_Aquitaine
Elizabeth_le_Despenser,"Edward_le_Despencer,_1st_Baron_le_Despencer"
Count_Oluf_of_Rosenborg,Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg
"Maximilian_Karl,_6th_Prince_of_Thurn_and_Taxis",Prince_Gustav_of_Thurn_and_Taxis_(1848–1914)
Philip_Zandén,Jessica_Zandén
Bona_of_Savoy,Anna_Sforza
Natalie_Tennant,Betty_Ireland
David_Longoria,Michael_Jackson
Isabella_Clara_Eugenia,Elisabeth_of_Valois
René_Moawad,Michel_Aoun
Kōki_Hirota,Hirohito
Husayn_ibn_Ali,Muhammad
Joanna_of_Bourbon,Charles_VI_of_France
Maria_Theresa_of_Austria-Este_(1849–1919),Prince_Karl_of_Bavaria_(1874–1927)
Michaela_Shiloh,Janet_Jackson
Angharad_ferch_Meurig,Merfyn_ap_Rhodri
2011_Vodacom_Challenge__Peter_Crouch__1,Peter_Crouch
James_Bond_filmography,Daniel_Craig
Juliane_of_Nassau-Dillenburg_(1546-1588),"William_I,_Count_of_Nassau-Dillenburg"
Ansel_Elgort,Grethe_Barrett_Holby
"John_Henry,_Margrave_of_Moravia",Elisabeth_of_Moravia
"Ernst_II,_Duke_of_Saxe-Altenburg","Georg_Moritz,_Hereditary_Prince_of_Saxe-Altenburg"
Rama_Yade,Nicolas_Sarkozy
Ivan_Itkin,Bill_DeWeese
Khloé_Kardashian,Kris_Jenner
Pete_Campbell,Matthew_Weiner
"John_George_II,_Prince_of_Anhalt-Dessau","John_Casimir,_Prince_of_Anhalt-Dessau"
Benjamin_Disraeli,Caledon_Du_Pré
Benjamin_Netanyahu,Silvan_Shalom
Thor_Harris,Amanda_Palmer
Teel_Bivins,Michael_M._Wood
Caroline_Benn,Margaret_Wedgwood_Benn
"Herbrand_Sackville,_9th_Earl_De_La_Warr",Winston_Churchill
Chen_Yun,Hu_Yaobang
Jed_York,John_York
Olof_Björnsson,Eric_the_Victorious
Ulysses_S._Grant,Edwards_Pierrepont
Blanche_of_Burgundy,"Otto_IV,_Count_of_Burgundy"
Sophia_of_Minsk,Valdemar_II_of_Denmark
Dulce_of_Aragon,"Urraca_of_Castile,_Queen_of_Portugal"
Prince_Nikolaus_Wilhelm_of_Nassau,"William,_Duke_of_Nassau"
Cornelius_Vanderbilt_II,Reginald_Claypoole_Vanderbilt
Ishak_Pasha,Rum_Mehmed_Pasha
Prince_Luitpold_of_Bavaria_(b.1951),Princess_Irmingard_of_Bavaria
Elizabeth_I_of_England,Mary_I_of_England
Enrichetta_d'Este,Duchess_Charlotte_of_Brunswick-Lüneburg
Lucrezia_Landriani,Galeazzo_Maria_Sforza
Cristian_Diaconescu,Traian_Băsescu
Heidi_Sørensen,Lars_Haltbrekken
Kukrit_Pramoj,Bhumibol_Adulyadej
Papo_Lucca,Gloria_Estefan
Sean_Connery,Jason_Connery
Svetlana_Alliluyeva,Nadezhda_Alliluyeva
Henry_of_Bohemia,John_of_Bohemia
"John_Charleton,_4th_Baron_Cherleton","Edward_Charleton,_5th_Baron_Cherleton"
Alexandros_Zaimis,George_I_of_Greece
"William_West,_1st_Baron_De_La_Warr","Anthony_Browne,_1st_Viscount_Montagu"
Annie_Porter_(character),Jan_de_Bont
Anerood_Jugnauth,Seewoosagur_Ramgoolam
Danny_Thomas,Marlo_Thomas
Rashid_Nurgaliyev,Dmitry_Medvedev
Tôn_Đức_Thắng,Nguyễn_Hữu_Thọ
James_II_of_Aragon,Alfonso_III_of_Aragon
Kevin_Izod_O'Doherty,John_Killeen_Handy_(politician)
"George_II,_Prince_of_Waldeck_and_Pyrmont","George_Victor,_Prince_of_Waldeck_and_Pyrmont"
William_d'Aubigny_(died_1139),"William_d'Aubigny,_1st_Earl_of_Arundel"
Josh_Brolin,James_Brolin
Childeric_I,Merovech
Barney_Rubble,Bamm-Bamm_Rubble
Virginia_Woolf,Leo_Tolstoy
Abd_Allah_ibn_Abd_al-Latif_Al_ash-Sheikh,Faisal_of_Saudi_Arabia
William_Coddington,William_Hutchinson_(Rhode_Island)
John_Brumby,Elizabeth_II
"Maximilian_I,_Elector_of_Bavaria","William_V,_Duke_of_Bavaria"
Marguerite_Louise_d'Orléans,"Gaston,_Duke_of_Orléans"
Elizabeth_Blount,"Henry_FitzRoy,_1st_Duke_of_Richmond_and_Somerset"
Abdullah_ibn_Abdul-Muttalib,Fatimah_bint_Amr
Herod_the_Great,Herod_Antipas
Agnès_of_Navarre,Philip_III_of_Navarre
Thanom_Kittikachorn,Sanya_Dharmasakti
"Edward_Cavendish,_10th_Duke_of_Devonshire","Douglas_Hacking,_1st_Baron_Hacking"
George_Kunda,Rupiah_Banda
Jefferson_Davis,Stephen_Adams_(politician)
Zofia_Czartoryska,Izabela_Czartoryska
"Louis_I,_Duke_of_Orléans","Charles,_Duke_of_Orléans"
Stanisław_Lubomirski_(1583–1649),Sebastian_Lubomirski
Ben_Brancel,Scott_Walker_(politician)
Duane_Allman,Aretha_Franklin
"Henry_Herbert,_10th_Earl_of_Pembroke","John_Carmichael,_3rd_Earl_of_Hyndford"
Nur_Jahan,Mumtaz_Mahal
Vakhtang_V_of_Kartli,Rostom_of_Kartli
"Margaret_of_France,_Queen_of_England_and_Hungary",Louis_VII_of_France
G._E._Smith,Bob_Dylan
Charles_Morelle_Bruce,Grover_Cleveland
Cleopatra_Selene_II,Ptolemy_of_Mauretania
Owain_Glyndŵr,Owain_Lawgoch
"John_Henniker-Major,_8th_Baron_Henniker",Charles_Hepburn_Johnston
Andrew_Fisher,Billy_Hughes
Vladimir_II_Yaroslavich,Andrew_II_of_Hungary
Princess_Alexandra_of_Luxembourg,"Henri,_Grand_Duke_of_Luxembourg"
Prince_Tomislav_of_Yugoslavia,Maria_of_Yugoslavia
Steve_McQueen_(director),Brad_Pitt
John_C._Shabaz,Ronald_Reagan
Tlacaelel,Itzcoatl
Roman_Sanguszko,Eustachy_Erazm_Sanguszko
"Albert_III,_Duke_of_Austria","Leopold_IV,_Duke_of_Austria"
Amod_Prasad_Upadhyay,Sher_Bahadur_Deuba
Alberto_Moravia,Victor_E._van_Vriesland
Mahinda_Rajapaksa,Ravi_Karunanayake
Yonekura_Shigetsugu,Tokugawa_Ieyasu
Hugh_Crawford_(politician),Craig_DeRoche
Frederick_Malkus,Newton_Steers
Rachel_Haden,Beck
List_of_The_Producers_characters,Will_Ferrell
Husayn_ibn_Ali,Muhammad
Sylvia_Mathews_Burwell,Barack_Obama
Ting_Mao-shih,Lien_Chan
Philip_II_of_Spain,Isabella_Clara_Eugenia
"Stephen,_King_of_England",Adela_of_Normandy
Dean_Acheson,Harry_S._Truman
João_Figueiredo,Aureliano_Chaves
Frank_Butler_(musician),Miles_Davis
Fujiwara_no_Nariko,Fujiwara_no_Yasuko
Oğuz_Atay,James_Joyce
Maximian,Flavius_Valerius_Severus
James_A._Reed,Jay_H._Neff
James_Wilkinson,William_Henry_Harrison
Polyxena_of_Hesse-Rotenburg,Princess_Maria_Luisa_of_Savoy_(1729–1767)
Arif_Dirlik,Fyodor_Dostoyevsky
Klaus_Kinski,Pola_Kinski
Patricia_Arquette,Cliff_Arquette
"George,_Duke_of_Mecklenburg","Georg_Alexander,_Duke_of_Mecklenburg"
George_Lazenby,David_Warner_(actor)
Salamatu_Hussaini_Suleiman,Josephine_Anenih
Paul_Bremer,Jalal_Talabani
Meg_Murry,Katie_Stuart
Jasaw_Chan_K'awiil_I,Yik'in_Chan_K'awiil
Snooky_Young,Tony_Bennett
Vincent_Corleone,Michael_Corleone
"Marie_de_Rabutin-Chantal,_marquise_de_Sévigné",Françoise-Marguerite_de_Sévigné
"John_de_Warenne,_6th_Earl_of_Surrey","William_de_Warenne,_5th_Earl_of_Surrey"
Henry_Morgenthau_Sr.,Woodrow_Wilson
Lynn_Herring,Donna_Dixon
Cary_Granat,Cary_Grant
Mikhail_Gorbachev,Andrei_Gromyko
Måns_Herngren,Felix_Herngren
Mim_Grey,Paul_McCartney
Helen_Hay_Whitney,John_Hay_Whitney
Bradford_Morrow,Virginia_Woolf
William_Annand,Queen_Victoria
Princess_Marie_of_the_Netherlands,"William_Frederick,_Prince_of_Wied"
Laila_Shereen_Sakr,Muammar_Gaddafi
Philip_II_of_Spain,"Diego,_Prince_of_Asturias"
Phil_Tomlinson,Brad_Henry
Lee_Grant,Carlin_Glynn
John_Eaton_(politician),Richard_K._Call
"Ferdinand,_Duke_of_Viseu",Eleanor_of_Viseu
Thomas_Ford_(politician),Augustus_C._French
Mort_Sahl,H._L._Mencken
Süleyman_Demirel,Bülent_Ecevit
Milena_Vukotić,Princess_Anastasia_of_Montenegro
Robert_V._Keeley,Ronald_Reagan
Quincy_Jones,Aaliyah
Inge_Morath,Rebecca_Miller
Giovanni_Nicotera,Victor_Emmanuel_II_of_Italy
Garret_Hobart,Vice_President_of_the_United_States
Manuel_L._Quezon,Manuel_Earnshaw
"John_Spencer,_5th_Earl_Spencer","George_Goschen,_1st_Viscount_Goschen"
Joseph_Platt,James_Lockwood_(Connecticut_politician)
Vichitravirya,Satyavati
Roberta_Alenius,Fredrik_Reinfeldt
"Maximilian,_Hereditary_Prince_of_Saxony",Princess_Maria_Anna_of_Saxony_(1799–1832)
Frederick_B._Dent,Peter_George_Peterson
Allan_Gotlieb,Brian_Mulroney
Agnetha_Fältskog,Linda_Ulvaeus
Neil_Thrasher,Kenny_Chesney
Olaf_Tryggvason,Sweyn_Forkbeard
Ginnifer_Goodwin,Jennie_Goodwin
FA_Youth_Cup_Finals_of_the_2000s__Wayne_Rooney__1,Wayne_Rooney
Nape_Nnauye,Jakaya_Kikwete
Mithridates_II_of_Commagene,Mithridates_III_of_Commagene
Alan_Lascelles,"Vere_Ponsonby,_9th_Earl_of_Bessborough"
George_XII_of_Georgia,Heraclius_II_of_Georgia
Taejo_of_Joseon,Jeongjong_of_Joseon
Thomas_Gore,Newton_Steers
Marian_Shields_Robinson,Michelle_Obama
Sebastian_Krys,Luis_Fonsi
Bartel_J._Jonkman,Gerald_Ford
Rudy_Giuliani,Michael_Bloomberg
"Robert_Grosvenor,_5th_Duke_of_Westminster","Gerald_Grosvenor,_6th_Duke_of_Westminster"
Frank_Tudor,Billy_Hughes
Robert_G._Ingersoll,Washington_Bushnell
Janusz_Onyszkiewicz,Lech_Wałęsa
Christian_Poncelet,Jacques_Chirac
Gregory_Campbell_(politician),Peter_Robinson_(Northern_Ireland_politician)
Elisabeth_of_Valois,Mary_I_of_England
"Ernst_I,_Prince_of_Hohenlohe-Langenburg","Hermann,_Prince_of_Hohenlohe-Langenburg"
Galina_Brezhneva,Leonid_Brezhnev
Maria_Alexandrovna_(Marie_of_Hesse_and_by_Rhine),Grand_Duke_Paul_Alexandrovich_of_Russia
Babe_Carey,Alexa_Havins
Melanne_Verveer,Catherine_M._Russell
"Frederick_IV,_Duke_of_Swabia","Frederick_I,_Holy_Roman_Emperor"
Teddy_Thompson,Rufus_Wainwright
Martha_of_Armagnac,"Joanna_of_Aragon,_Countess_of_Foix"
Thihapate_of_Yamethin,Swa_Saw_Ke
Ione_Christensen,Jean_Chrétien
Pip_(Great_Expectations),Jack_Pickford
Abimbola_Fashola,Oluremi_Tinubu
Nicolás_Maduro,Hugo_Chávez
2008–09_Peterborough_United_F.C._season__Tom_Williams__1,Tom_Williams_(footballer)
Ray_Burke_(Irish_politician),Jack_Lynch
Robert_Stephens,Toby_Stephens
Il-Arslan,Atsiz
John_III_of_Sweden,"John,_Duke_of_Östergötland"
Kim_Il-sung,Kim_Il_(politician)
George_L._Shoup,Benjamin_Harrison
Tao_Lin,Lydia_Davis
Jane_Pierce,Abigail_Fillmore
Tony_Curtis,Jamie_Lee_Curtis
Bashar_al-Assad,Farouk_al-Sharaa
Maria_Zofia_Czartoryska,Adam_Mikołaj_Sieniawski
"Eleanor_of_England,_Queen_of_Castile",Berengaria_of_Castile
Agustín_Muñoz_Grandes,Francisco_Franco
Lien_Chan,Vincent_Siew
Grant_Hill_(politician),Elizabeth_II
José_Figueres_Ferrer,Teodoro_Picado_Michalski
Zara_Phillips,Elizabeth_II
Anderson_Cooper,Gloria_Vanderbilt
Richard_Dawkins,Michael_Shermer
"Johann_I_Joseph,_Prince_of_Liechtenstein","Aloys_I,_Prince_of_Liechtenstein"
Countess_Palatine_Elisabeth_Auguste_Sofie_of_Neuburg,"Charles_III_Philip,_Elector_Palatine"
Princess_Louise_of_Orléans,Princess_Maria_de_la_Esperanza_of_Bourbon-Two_Sicilies
John_Gould,Charles_Darwin
Mary_Pinchot_Meyer,Rosamond_Pinchot
Chiang_Kai-shek,Hu_Hanmin
Bartholomew_Nnaji,Goodluck_Jonathan
Robert_L._Williams,Woodrow_Wilson
Petar_Zrinski,Ivan_Antun_Zrinski
Ostoja_of_Bosnia,Tvrtko_II_of_Bosnia
Anna_Luiza_Mycielska,Hieronim_Wincenty_Radziwiłł
John_J._Parker,Calvin_Coolidge
Bob_Seger,Kid_Rock
Thado_Dhamma_Yaza_II_of_Prome,Mingyi_Swe
Tiffanie_DeBartolo,John_York
Valérie_Pécresse,Nicolas_Sarkozy
"William_I,_Count_of_Nassau-Dillenburg",Elisabeth_of_Hesse-Marburg
"Arthur_Stuart,_7th_Earl_Castle_Stewart",Ronald_Tree
Eva_Bowring,Dwight_Griswold
"Princess_Christina,_Mrs._Magnuson",Princess_Sibylla_of_Saxe-Coburg_and_Gotha
Ghanima_Atreides,Lady_Jessica
Alain_Poher,Valéry_Giscard_d'Estaing
Archduke_Eugen_of_Austria,Archduchess_Elisabeth_Franziska_of_Austria
Gerald_Ford,Leslie_C._Arends
Greg_Zoeller,Mitch_Daniels
Georgiana_Drew,John_Barrymore
Jennifer_McCann,Emma_Pengelly
Conrad_of_Montferrat,Agnes_of_Germany
Peleg_Sprague_(Maine_politician),John_Tyler
Yan_Weiwen,Li_Shuangjiang
Leo_Gorcey,David_Gorcey
Roger_Moore,Robert_Taylor_(actor)
Hal_Davis,Marvin_Gaye
"Hugh_Percy,_3rd_Duke_of_Northumberland",George_IV_of_the_United_Kingdom
Anthony_Eden,Herbert_Morrison
"Constance,_Queen_of_Sicily",Beatrice_of_Rethel
Michael_Phair,Ben_Henderson_(politician)
Susanna_Hall,William_Shakespeare
Andre_Lindal,Gwen_Stefani
Benito_Mussolini,Edda_Mussolini
Princess_Elisabeth_of_Saxe-Altenburg_(1826–1896),"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg"
Richard_Lewis_(comedian),Woody_Allen
Thomas_R._Marshall,Woodrow_Wilson
Kekuiapoiwa_II,Kamehameha_I
Moon_Zappa,Dweezil_Zappa
"Louis_X,_Duke_of_Bavaria","William_IV,_Duke_of_Bavaria"
Abigail_Kapiolani_Kawānanakoa,Abigail_Campbell_Kawānanakoa
Rocket_Red,Judd_Winick
Bill_Tapia,Elvis_Presley
Marc_Bean,Elizabeth_II
Alfonso_Patiño_Rosselli,Julio_César_Turbay_Ayala
Emma_Thompson,Sophie_Thompson
Agnes_of_the_Palatinate,"Henry_V,_Count_Palatine_of_the_Rhine"
Richard_Pryor,George_Carlin
Andrew_Peacock,Malcolm_Fraser
Gao_Huan,Emperor_Xiaojing_of_Eastern_Wei
Ian_Wallace_(drummer),Bob_Dylan
Elizabeth_of_Bohemia_(1292–1330),"Charles_IV,_Holy_Roman_Emperor"
Archduchess_Maria_Beatrix_of_Austria-Este,Maria_Beatrice_of_Savoy
Rob_Nicholson,Peter_MacKay
Kristján_Eldjárn,Geir_Hallgrímsson
"Infante_Carlos,_Duke_of_Calabria","Infante_Alfonso,_Duke_of_Calabria"
Tamim_bin_Hamad_Al_Thani,Hamad_bin_Khalifa_Al_Thani
Rowan_Atkinson,Peter_Sellers
Conrad_I_of_Germany,"Conrad,_Duke_of_Thuringia"
Nick_Greiner,Elizabeth_II
"Thomas_Wriothesley,_4th_Earl_of_Southampton","William_Seymour,_2nd_Duke_of_Somerset"
Kekāuluohi,Kīnaʻu
Abdullah_of_Saudi_Arabia,Fahda_bint_Asi_Al_Shuraim
Anna_Catherine_Constance_Vasa,Sigismund_III_Vasa
"Helena_of_Hungary,_Duchess_of_Austria",Euphrosyne_of_Kiev
Jiaqing_Emperor,Qianlong_Emperor
John_Rankine_(governor),Elizabeth_II
Ana_Botella,Manuela_Carmena
Ilze_Viņķele,Valdis_Dombrovskis
"Edward_Hyde,_1st_Earl_of_Clarendon","Henry_Hyde,_2nd_Earl_of_Clarendon"
"Herbrand_Sackville,_9th_Earl_De_La_Warr",Ness_Edwards
Constantine_I_of_Georgia,George_VII_of_Georgia
Huitzilihuitl,Huehue_Zaca
