Partners_in_Crime_(UK_TV_series),Zinnie_Harris
The_Fire_Pony,Rodman_Philbrick
The_Damnation_of_Theron_Ware,Harold_Frederic
Pigs_in_Heaven,Barbara_Kingsolver
Pop-up_maps,Stephan_Van_Dam
Auschwitz_Report_(book),Leonardo_de_Benedetti
Mary_of_Marion_Isle,H._Rider_Haggard
The_Mental_and_Social_Life_of_Babies,Kenneth_Kaye
All_the_Time_in_the_World_(book),E._L._Doctorow
The_Beauty_Prize,P._G._Wodehouse
Ang_Anak_ng_Dumalaga,Iñigo_Ed._Regalado
Instant_Teen:_Just_Add_Nuts,Haruka_Fukushima
Warring_States_(novel),Mags_L_Halliday
Sweet_Smell_of_Success_(musical),John_Guare
Jack_the_Ripper:_The_Final_Solution,Stephen_Knight_(author)
Gorky_Park_(novel),Martin_Cruz_Smith
Simple_Simon_(musical),Ed_Wynn
The_Man_in_the_Maze_(novel),Robert_Silverberg
Jataka_Parijata,Vaidyanatha_Dikshita
Fry's_Planet_Word,Stephen_Fry
La_Vendetta_(TV_series),Dode_Cruz
Danger_(TV_series),Rod_Serling
Drylands_(novel),Thea_Astley
Level_C,Futaba_Aoi
The_Kill_Artist,Daniel_Silva_(novelist)
The_Bell_Jar,Sylvia_Plath
Two_Graves,Lincoln_Child
Count_Lepic_and_His_Daughters,Edgar_Degas
List_of_Pokémon_Black_and_White_chapters,Hidenori_Kusaka
The_Lighthouse_(Moore_novel),Alison_Moore
What_a_Week_Omnibus_Books_4-6,Rosie_Rushton
Abangan_Ang_Susunod_Na_Kabanata,Jose_Javier_Reyes
The_Messenger_(Silva_novel),Daniel_Silva_(novelist)
The_Emperor's_Pearl,Robert_van_Gulik
Dirty_War_(film),Lizzie_Mickery
The_Outcry,Henry_James
Tales_of_the_Night,Michel_Ocelot
Laugh_to_Keep_from_Crying,Tyler_Perry
The_River_(Paulsen_novel),Gary_Paulsen
The_Orchard_on_Fire,Shena_Mackay
The_Secret_(TV_series),Stuart_Urban
Charlie_and_the_Chocolate_Factory,Roald_Dahl
Double_Dare_(play),Dennis_Potter
Dockers_(film),Irvine_Welsh
Kyuukyuu_Sentai_GoGoFive,Yasuko_Kobayashi
Employment_(short_story),L._Sprague_de_Camp
Diya_Aur_Baati_Hum,Shashi_Mittal
The_Chickencoop_Chinaman,Frank_Chin
Hooray_for_Diffendoofer_Day!,Dr._Seuss
Breakheart_Pass_(novel),Alistair_MacLean
Breaking_the_Surface,Greg_Louganis
Young_Andersen,Rumle_Hammerich
Beige_Planet_Mars,Mark_Clapham
The_History_of_Civilization,E._E._Smith
Demi-Gods_and_Semi-Devils_(2003_TV_series),Jin_Yong
The_Blue_Sword,Robin_McKinley
Punch_Line_(anime)__manga__1,Kotaro_Uchikoshi
The_Transcendental_Temptation,Paul_Kurtz
Oxford_Blood,Antonia_Fraser
Providence:_The_Story_of_a_Fifty-Year_Vision_Quest,Daniel_Quinn
A_Perfect_Spy_(TV_series),Arthur_Hopcraft
The_Skeptic's_Dictionary,Robert_Todd_Carroll
Black_Spring_(novel),Henry_Miller
Shadows_on_the_Stars,T._A._Barron
6_Great_Short_Novels_of_Science_Fiction,Groff_Conklin
The_Ghost_and_the_Goth,Stacey_Kade
The_Social_Contract,Jean-Jacques_Rousseau
Fire_Joe_Morgan,Alan_Yang
As_I_Opened_Fire,Roy_Lichtenstein
The_Dead_(novel),Charlie_Higson
Small_Sacrifices,Joyce_Eliason
I_Had_Seen_Castles,Cynthia_Rylant
"Edwina,_the_Dinosaur_Who_Didn't_Know_She_Was_Extinct",Mo_Willems
Prelude_to_a_Kiss_(play),Craig_Lucas
Swan_(manga),Kyoko_Ariyoshi
The_Laughing_Salesman,Fujiko_Fujio
Hell's_Pavement,Damon_Knight
Greyhawk_Player's_Guide,Anne_Brown_(game_designer)
TechCrunch,Michael_Arrington
Friends_Forever_(novel),Danielle_Steel
Stella_Fregelius,H._Rider_Haggard
"This_Way_for_the_Gas,_Ladies_and_Gentlemen",Tadeusz_Borowski
Me'am_Lo'ez,Yaakov_Culi
Three_Doors_to_Death,Rex_Stout
Vator,Bambi_Francisco
The_Long_Tail_(book),Chris_Anderson_(writer)
Blackass,A._Igoni_Barrett
"Happy_New_Year,_Charlie_Brown!",Charles_M._Schulz
Megaprojects_and_Risk,Bent_Flyvbjerg
The_End_Is_Near_and_It's_Going_to_Be_Awesome,Kevin_D._Williamson
Rosmersholm,Henrik_Ibsen
Kingdom_of_Plants_3D,David_Attenborough
The_Exonerated,Erik_Jensen_(actor)
Batman:_The_Animated_Series,Paul_Dini
A_Conspiracy_of_Kings,Megan_Whalen_Turner
Stone_Spring,Stephen_Baxter_(author)
William_and_The_Brains_Trust,Richmal_Crompton
Crucifixion_with_a_Donor_(Bosch),Hieronymus_Bosch
When_the_Devil_Holds_the_Candle,Karin_Fossum
The_Hammer_and_the_Cross,Tom_Shippey
Rabindra_Chitravali,R._Siva_Kumar
In_a_Glass_Darkly,Sheridan_Le_Fanu
Washington:_Behind_Closed_Doors,Eric_Bercovici
13_(Armstrong_novel),Kelley_Armstrong
The_Brotherhood_of_the_Rose,David_Morrell
The_Dream_(Rousseau_painting),Henri_Rousseau
Filth_(novel),Irvine_Welsh
Goodtime_Charley,Sidney_Michaels
Final_Verdict,Adela_Rogers_St._Johns
Show_Way,Jacqueline_Woodson
Show_Me_Yours,Karen_Hill_(television_writer)
The_Way_Between_the_Worlds,Ian_Irvine
Kiteretsu_Daihyakka,Fujiko_Fujio
Courage_the_Cowardly_Dog,Billy_Aronson
The_Book_of_the_Short_Sun,Gene_Wolfe
The_Day_of_Creation,J._G._Ballard
Les_toits_de_Collioure,Henri_Matisse
Go_(Holmes_novel),John_Clellon_Holmes
The_American_(novel),Henry_James
Cirque_du_Freak,Darren_Shan
Croatian_Encyclopedia,Dalibor_Brozović
The_Death_of_Achilles,Boris_Akunin
Hope_Was_Here,Joan_Bauer_(novelist)
Shinsengumi!,Kōki_Mitani
The_Destruction_of_the_Children_of_Niobe,Richard_Wilson_(painter)
30_Years_of_Adventure,Peter_Adkison
Black_October_(film),Terence_McKenna_(film_producer)
The_Tooth_of_Crime,Sam_Shepard
Lone_Wolf_(Picoult_novel),Jodi_Picoult
J._R._R._Tolkien:_A_Biography,Humphrey_Carpenter
Tropical_Fish_(Book),Doreen_Baingana
The_Merchants'_War_(Pohl_novel),Frederik_Pohl
The_Turn_of_the_Screw_(1974_film),William_F._Nolan
"Amos_Fortune,_Free_Man",Elizabeth_Yates_(author)
Birds_of_Paradise_(musical),Winnie_Holzman
From_Willow_Creek_to_Sacred_Heart,Chris_Haw
The_Last_English_King,Julian_Rathbone
The_Drowned_World,J._G._Ballard
Posing_as_People,Orson_Scott_Card
Giants_of_the_Frost,Kim_Wilkins
Imogen_and_Twinka_at_Yosemite,Judy_Dater
The_%22Hitler_Myth%22:_Image_and_Reality_in_the_Third_Reich,Ian_Kershaw
Diamond_Grill,Fred_Wah
Out_of_Revolution,Eugen_Rosenstock-Huessy
From_the_Files_of_the_Time_Rangers,Richard_Bowes
A_Dog's_Life:_The_Autobiography_of_a_Stray,Ann_M._Martin
Annunciation_(Ambrogio_Lorenzetti),Ambrogio_Lorenzetti
Monolith_(Angel_novel),John_Passarella
The_Long_Loud_Silence,Wilson_Tucker
Job_(Shea),Judith_Shea
Promise_(1986_film),Richard_Friedenberg
The_Grantville_Gazettes,Eric_Flint
The_Impressionable_Jon_Culshaw,Jon_Culshaw
The_End_of_Men,Hanna_Rosin
In_Another_Light,Andrew_Greig
Malice_in_Wonderland_(1985_film),David_Seidler
An_Historical_Relation_of_the_Island_Ceylon,Robert_Knox_(sailor)
Operation_Wandering_Soul_(novel),Richard_Powers
Forbidden_Nights,Judith_Shapiro
Home:_A_Memoir_of_My_Early_Years,Julie_Andrews
Tarzan:_The_Lost_Adventure,Joe_R._Lansdale
The_Mathematics_of_Magic,L._Sprague_de_Camp
The_True_Believer,Eric_Hoffer
Unaccompanied_Sonata,Orson_Scott_Card
Handelsmän_och_partisaner,Klas_Östergren
Maggie_and_the_Pirate,Ezra_Jack_Keats
Great_Barrier_Reef_(2015_TV_series),David_Attenborough
Set_This_House_on_Fire,William_Styron
TiHKAL,Alexander_Shulgin
A_Thousand_Country_Roads,Robert_James_Waller
An_Unfortunate_Woman:_A_Journey,Richard_Brautigan
Horizon_(novel),Lois_McMaster_Bujold
The_Dressmaker_(Bainbridge_novel),Beryl_Bainbridge
Infected_(novel),Scott_Sigler
The_Gutting_of_Couffignal,Dashiell_Hammett
BuggedPlanet,Andy_Müller-Maguhn
Playing_Indian,Philip_J._Deloria
The_Best_Science_Fiction_Stories:_1954,E._F._Bleiler
Green_Acres,Jay_Sommers
Home_Free!,Lanford_Wilson
Destry_Rides_Again_(musical),Leonard_Gershe
Dr._Slump,Akira_Toriyama
Madonna_della_tenda,Raphael
Don't_Go_Near_the_Water_(novel),William_Brinkley
Paulo_Freire:_The_Man_from_Recife,James_D._Kirylo
When_Prophecy_Fails,Stanley_Schachter
Boogiepop_and_Others,Kouhei_Kadono
Thea_(TV_series),Tom_Devanney
The_Last_Gospel_(novel),David_Gibbins
Tarzan_(musical),David_Henry_Hwang
We_(novel),Yevgeny_Zamyatin
Venus_on_the_Half-Shell_and_Others,Philip_José_Farmer
A_Number,Caryl_Churchill
The_Early_Asimov,Isaac_Asimov
The_Sarah_Jane_Adventures_Collection,Peter_Anghelides
Rules_(novel),Cynthia_Lord
Pieces_of_You_(short_story_collection),Tablo
Earthshock__Earthshock__1,Ian_Marter
Joseph's_Tunic,Diego_Velázquez
5_Unearthly_Visions,Groff_Conklin
Shosha_(novel),Isaac_Bashevis_Singer
Hard_Choices_(Coward_book),Andrew_J._Weaver
Principles_of_genetics,Robert_H._Tamarin
Islands_in_the_Net,Bruce_Sterling
Bozo:_The_World's_Most_Famous_Clown,Homer_Brightman
Atlas_Coelestis,John_Flamsteed
Abraham_Lincoln_(1912_statue),Daniel_Chester_French
Here_Comes_Civilization,William_Tenn
Encyclopedia_of_Australian_Rock_and_Pop,Ian_McFarlane
Griffin_and_Phoenix_(1976_film),John_Hill_(screenwriter)
Dawn_(painting),Odd_Nerdrum
Cracking_India,Bapsi_Sidhwa
The_Apprentice_(Gerritsen_novel),Tess_Gerritsen
"Interior_of_a_Kitchen_with_a_Woman,_a_Child_and_a_Maid",Pieter_de_Hooch
The_Fringe_(short_story),Orson_Scott_Card
The_Shadow_Out_of_Time,H._P._Lovecraft
The_Gift_(Croggon_novel),Alison_Croggon
"Observations_Concerning_the_Increase_of_Mankind,_Peopling_of_Countries,_etc.",Benjamin_Franklin
The_Legend_of_Luke,Brian_Jacques
Hollow_Earth_(novel),Carole_Barrowman
To_Be_or_Not_to_Bop,Dizzy_Gillespie
A_Faithful_Narrative_of_the_Surprising_Work_of_God_in_the_Conversion_of_Many_Hundred_Souls_in_Northampton,Jonathan_Edwards_(theologian)
The_Sunless_City,J._E._Preston_Muddock
Turtle_Geometry,Hal_Abelson
The_Destruction_of_Dresden,David_Irving
The_Wounded_Man_(painting),Gustave_Courbet
First_and_Last_Things,H._G._Wells
Time_to_Come,August_Derleth
Playmakers,Michael_Angeli
Kosala_(novel),Bhalchandra_Nemade
Human_Croquet,Kate_Atkinson
Jungle_Girl_(novel),Edgar_Rice_Burroughs
Anastasia:_The_Mystery_of_Anna,James_Goldman
Battle_Hymn_of_the_Tiger_Mother,Amy_Chua
Sa_Laurera,Giulio_Angioni
This_Sweet_and_Bitter_Earth,Alexander_Cordell
Sparse,Linus_Torvalds
Bones_of_the_Dragon,Margaret_Weis
The_Northern_Reaches,Liz_Danforth
Alabama_Moon,Watt_Key
MeruPuri,Matsuri_Hino
"Weep_Not,_Child",Ngũgĩ_wa_Thiong'o
The_New_Phil_Silvers_Show,Danny_Simon
The_War_of_Art_(book),Steven_Pressfield
Move_UP_(book),Andrés_Roemer
Glynis_(TV_series),Arthur_Julian
Winner-Take-All_Politics,Paul_Pierson
Agony_in_the_Garden_(Perugino),Pietro_Perugino
The_Meaning_of_Witchcraft,Gerald_Gardner_(Wiccan)
Spring_Storm,Tennessee_Williams
Maybe_This_Time,Bob_Young_(TV_producer)
Karl_Marx_Library,Saul_K._Padover
My_Secret_History,Paul_Theroux
The_Fate_of_a_Crown,L._Frank_Baum
The_Seed_and_the_Sower,Laurens_van_der_Post
Flickan_vid_stenbänken,Maria_Gripe
Ainge,Orson_Scott_Card
Out_from_Boneville,Jeff_Smith_(cartoonist)
An_Essay_on_the_Principle_of_Population,Thomas_Robert_Malthus
America_(The_Book),Steve_Bodow
NET_Playhouse,Thornton_Wilder
Super_Friends:_The_Legendary_Super_Powers_Show,Marc_Scott_Zicree
Outcast_(Paver_novel),Michelle_Paver
Ghosts_(Aira_novel),César_Aira
Two_Running_Girls,John_Brack
Arab_and_Jew:_Wounded_Spirits_in_a_Promised_Land,David_K._Shipler
A_Perfect_Peace,Amos_Oz
Cosmic_Engineers,Clifford_D._Simak
Ivan_the_Terrible_(novel),Anne_Fine
"Guestward,_Ho!",Arthur_Julian
Spies_Are_Forever,Joey_Richter
Miscellaneous_Babylonian_Inscriptions,George_Aaron_Barton
The_Cuckoo_Tree,Joan_Aiken
The_End_of_All_Things_(book),John_Scalzi
Fire_in_the_East_(novel),Harry_Sidebottom
The_House_of_Dies_Drear,Virginia_Hamilton
Streams_of_Silver,R._A._Salvatore
Anne_of_Green_Gables,Lucy_Maud_Montgomery
The_Cheerleader,Ruth_Doan_MacDougall
Meredith_and_Co.,George_Mills_(writer)
The_Needlewoman,Diego_Velázquez
Deryni_Rising,Katherine_Kurtz
Invaders!,Gordon_R._Dickson
The_Patron_Saint_of_Butterflies,Cecilia_Galante
The_Dream_of_Red_Mansions_(2010_TV_series),Cao_Xueqin
"Zen_Mind,_Beginner's_Mind",Zentatsu_Richard_Baker
Man_Walks_Into_a_Room,Nicole_Krauss
Merlusine,Lucy_Sussex
Dinosaur_Encyclopedia,Jayne_Parsons
Vinyl_Cafe_Unplugged,Stuart_McLean
The_Horror_at_Oakdeene,Brian_Lumley
The_Mild_Mild_West,Banksy
The_Dream_of_Rome,Boris_Johnson
Paintings_of_Children_(Van_Gogh_series),Vincent_van_Gogh
Amor_bravío,Martha_Carrillo
The_War_for_Muslim_Minds,Gilles_Kepel
Bats_(musical),Ian_Dorricott
What_to_Do_After_You_Hit_Return,Bob_Albrecht
Visible_Ops_Security,Gene_Kim
The_Balkan_Princess,Frederick_Lonsdale
Unfinished_Portrait_(novel),Agatha_Christie
Spider_Boy_(novel),Ralph_Fletcher
Hades'_Daughter,Sara_Douglass
The_Three_Ages_of_Man_and_Death,Hans_Baldung
The_Alleys_of_Eden,Robert_Olen_Butler
Cinderella_(2000_film),Nick_Dear
Just_William_(2010_TV_series),Richmal_Crompton
Super_Dave:_Daredevil_for_Hire,Judy_Rothman
The_Wizard_of_Lemuria,Lin_Carter
Dr._Seuss's_ABC,Dr._Seuss
A_Game_for_the_Living,Patricia_Highsmith
Let's_Switch!,Peter_Lefcourt
An_Unsuitable_Job_for_a_Woman,P._D._James
Despite_the_Falling_Snow,Shamim_Sarif
I_Left_My_Sneakers_in_Dimension_X,Bruce_Coville
Return_to_Mayberry,Andy_Griffith
Little_Brother_(Doctorow_novel),Cory_Doctorow
Idle_Hours_(painting),William_Merritt_Chase
"And_Afterward,_the_Dark",Basil_Copper
Fly_Fishing_(book),"Edward_Grey,_1st_Viscount_Grey_of_Fallodon"
The_Sailor_Dog_(book),Margaret_Wise_Brown
In_the_Water,Eugene_de_Blaas
The_Cask_of_Amontillado,Edgar_Allan_Poe
Conan_the_Gladiator,Leonard_Carpenter
The_Book_of_Negroes,Lawrence_Hill
Givi_Shaduri,Mikheil_Javakhishvili
American_Rust,Philipp_Meyer
Critical_Mass_(Arthur_C._Clarke_short_story),Arthur_C._Clarke
The_Falls_(Rankin_novel),Ian_Rankin
Missions_of_Love,Ema_Tōyama
Treasure_Island,Robert_Louis_Stevenson
Mary_and_Rhoda,Katie_Ford_(screenwriter)
The_Sharks_(novel),Jens_Bjørneboe
HTML_Tidy,Dave_Raggett
The_Unexpected_Guest_(play),Agatha_Christie
Son_of_the_Morning_Star_(film),Evan_S._Connell
Sanctuary_(Doctor_Who_novel),David_A._McIntee
Kamichama_Karin,Koge-Donbo
Portofino_(musical),Richard_Ney
Quiero_amarte,Martha_Carrillo
We’re_Here_Because_We’re_Here_(art_event),Jeremy_Deller
Little_Big_Man_(novel),Thomas_Berger_(novelist)
Parable_of_the_Sower_(novel),Octavia_E._Butler
Crash_Canyon,Chuck_Tatham
Daktari,Meyer_Dolinsky
Saint_Young_Men,Hikaru_Nakamura_(artist)
Gather_Ye_Rosebuds_While_Ye_May_(Waterhouse_painting_1909),John_William_Waterhouse
Six-legged_Soldiers,Jeffrey_A._Lockwood
Night_and_Day_(Woolf_novel),Virginia_Woolf
The_Flame_and_the_Flower,Kathleen_E._Woodiwiss
Omoo,Herman_Melville
Anna_Karenina,Leo_Tolstoy
The_Iron_Candlestick,Dimitar_Talev
Best_of_the_Best_Volume_2:_20_Years_of_the_Year's_Best_Short_Science_Fiction_Novels,Gardner_Dozois
The_Abbess,William_Henry_Ireland
Eating_the_Dinosaur,Chuck_Klosterman
I_Had_a_Ball,Jerome_Chodorov
When_I_was_Puerto_Rican,Esmeralda_Santiago
You_Must_Remember_This,Joyce_Carol_Oates
1634:_The_Ram_Rebellion,Eric_Flint
Dear_Green_Place,Mark_Cox_(actor)
Glubbslyme,Jacqueline_Wilson
The_Fatal_Eggs,Mikhail_Bulgakov
Growth_Hacker_Marketing,Ryan_Holiday
Send_for_the_Saint,Donald_James
The_Illearth_War,Stephen_R._Donaldson
The_Eternal_Jew_(play),David_Pinski
A_Distinguished_Member_of_the_Humane_Society,Edwin_Henry_Landseer
The_Winds_of_War_(miniseries),Herman_Wouk
Life_and_Fate,Vasily_Grossman
Americana_(TV_pilot),Michael_Seitzman
The_Natural_History_of_Aleppo,Patrick_Russell_(herpetologist)
Erased_(manga),Kei_Sanbe
Of_the_City_of_the_Saved...,Philip_Purser-Hallard
Elvis:_What_Happened%3F,Steve_Dunleavy
The_Big_Country_(Timms_novel),E._V._Timms
The_Hills_of_Varna,Geoffrey_Trease
The_Cowra_Breakout_(miniseries),Chris_Noonan
I_Am_a_Camera,John_Van_Druten
Simisola,Ruth_Rendell
The_Bachelor_of_Arts,R._K._Narayan
The_Bones_of_Zora,Catherine_Crook_de_Camp
"Statue_of_George_V,_Westminster",William_Reid_Dick
What_Would_Buffy_Do%3F,Jana_Riess
Little_Prince_(sculpture),Ilan_Averbuch
Mona_Lisa_Overdrive,William_Gibson
Sharpe's_Havoc,Bernard_Cornwell
Killing_the_Rising_Sun,Bill_O'Reilly_(political_commentator)
The_Russian_People,Konstantin_Simonov
You've_Had_Your_Time,Anthony_Burgess
Four-Sided_Pyramid,Sol_LeWitt
The_Schwa_Was_Here,Neal_Shusterman
The_King_Beyond_the_Gate,David_Gemmell
Hegemony_and_Socialist_Strategy,Chantal_Mouffe
Let_the_Sunshine,David_Williamson
Fear_(anthology),Suzanne_Weyn
Omon_Ra,Victor_Pelevin
"The_Large,_the_Small_and_the_Human_Mind",Roger_Penrose
Panto!,Jonathan_Harvey_(playwright)
The_Scandal_of_the_Evangelical_Mind,Mark_Noll
Harry_and_the_Hendersons_(TV_series),Sam_Denoff
Crazy_Therapies,Margaret_Singer
Mont_Sainte-Victoire_and_the_Viaduct_of_the_Arc_River_Valley,Paul_Cézanne
Father_Hilary's_Holiday,Bruce_Marshall
Cock-a-Doodle_Dandy,Seán_O'Casey
The_Siege_(Dunmore_novel),Helen_Dunmore
Bazil_Broketail_(novel),Christopher_Rowley
Sugar_Babies_(musical),Ralph_G._Allen
Silk_(novel),Alessandro_Baricco
Golden_Boy_(manga),Tatsuya_Egawa
Lewis_and_Clark_(sculpture),Leo_Friedlander
Voice_Over!_Seiyu_Academy,Maki_Minami
Culture_and_Imperialism,Edward_Said
The_Road_of_the_Eagles,Robert_E._Howard
Bottom_Live,Ade_Edmondson
A_Devil's_Chaplain,Richard_Dawkins
The_Return_of_the_Condor_Heroes_(1984_TV_series),Jin_Yong
"Inside,_Outside_(Wouk_novel)",Herman_Wouk
The_Soul_of_Baseball,Joe_Posnanski
Have_you_met_the_Joneses,Neil_Fitzmaurice
Wisdom's_Daughter,H._Rider_Haggard
Frog_and_the_Birdsong,Max_Velthuijs
Anticlimax_(book),Sheila_Jeffreys
The_Gem_in_the_Tower,Lin_Carter
Punar_Vivah_-_Ek_Nayi_Umeed,Shashi_Mittal
Any_Old_Iron_(novel),Anthony_Burgess
Islam_and_the_Future_of_Tolerance,Sam_Harris
Pictures_from_the_Water_Trade,John_David_Morley
The_Great_Indian_Novel,Shashi_Tharoor
The_Muppet_Show:_Sex_and_Violence,Jim_Henson
Stichus,Plautus
Nice_Work_If_You_Can_Get_It_(musical),Joe_DiPietro
Double_or_Nothing_(Federman_novel),Raymond_Federman
Quantum_Night,Robert_J._Sawyer
Ristorante_Paradiso,Natsume_Ono
Bond_Girls_Are_Forever__Bond_Girls_Are_Forever__1,Maryam_d'Abo
Ek_Nanad_Ki_Khushiyon_Ki_Chaabi…_Meri_Bhabhi,Zama_Habib
The_Borgias_(2011_TV_series),David_Leland
Infidel_(novel),Ted_Dekker
Jinx_(Cabot_novel),Meg_Cabot
Çalıkuşu,Reşat_Nuri_Güntekin
The_Vale_of_Rest,John_Everett_Millais
Weird_Tales_4,Lin_Carter
The_Musical_Comedy_Murders_of_1940,John_Bishop_(screenwriter)
Robert_Morris_(Bartlett),Paul_Wayland_Bartlett
Universe_1,Terry_Carr
Empire_(Card_novel),Orson_Scott_Card
99_Fables,William_March
The_Greatest_Salesman_in_the_World,Og_Mandino
1824:_The_Arkansas_War,Eric_Flint
Itna_Karo_Na_Mujhe_Pyaar,Nivedita_Basu
The_Unusual_Life_of_Tristan_Smith,Peter_Carey_(novelist)
"L._Ron_Hubbard,_Messiah_or_Madman%3F",Ronald_DeWolf
A_Drink_Before_the_War,Dennis_Lehane
The_New_Canada,Preston_Manning
How_I_Became_a_Hindu,Sita_Ram_Goel
Dead_Aim_(novella),Joe_R._Lansdale
The_Deniers,Lawrence_Solomon
Ship_of_Fools_(website),Simon_Jenkins
Design_Observer,Michael_Bierut
The_Murder_House_Trilogy,Franklin_W._Dixon
Grotesque_(novel),Natsuo_Kirino
Predictprotein,Burkhard_Rost
Square_Pegs,Anne_Beatts
The_Wedding_Singer_(musical),Tim_Herlihy
2004:_The_Stupid_Version,Adam_Buxton
Hocus_Focus_(TV_series),Larry_Jordan
Agnaadi,Poomani
Patent_Pending_(short_story),Arthur_C._Clarke
Far_Out_(book),Damon_Knight
Coalition_(film),James_Graham_(playwright)
The_Price_of_Silence_(book),William_D._Cohan
True_Love_(book),Jennifer_Lopez
Stone_Cold_(Parker_novel),Robert_B._Parker
Apocalypse_Tapestry,Jean_Bondol
City_Yard,Sheila_Klein
The_Bachelor_Girl,Victor_Margueritte
Kolymsky_Heights,Lionel_Davidson
Handsome_na_Kanojo,Wataru_Yoshizumi
The_Lion_Wakes,Robert_Low
The_Case_of_the_Dirty_Bird,Gary_Paulsen
The_Floodgate,Elaine_Cunningham
The_Fairly_OddParents,Kevin_Sullivan_(producer)
Transcendence:_Healing_and_Transformation_Through_Transcendental_Meditation,Norman_E._Rosenthal
Outside_Edge,Richard_Harris_(television_writer)
The_Crossing_of_the_Red_Sea_(Sistine_Chapel),Cosimo_Rosselli
Sharpe's_Mission,Bernard_Cornwell
Denzil_Quarrier,George_Gissing
The_Lone_Drow,R._A._Salvatore
The_Gambler_(story),Paolo_Bacigalupi
The_Gate_of_Time,Philip_José_Farmer
Sizwe_Banzi_Is_Dead,Winston_Ntshona
Jezebel_(website),Anna_Holmes
Madonna_of_the_Rose_Garden_(Botticelli),Sandro_Botticelli
Bokurano:_Ours,Mohiro_Kitoh
Atop_an_Underwood:_Early_Stories_and_Other_Writings,Jack_Kerouac
Fraggle_Rock,David_Young_(Canadian_playwright)
The_Historicity_of_the_Patriarchal_Narratives,Thomas_L._Thompson
"Tarzan,_Lord_of_the_Jungle_(novel)",Edgar_Rice_Burroughs
Nesthäkchen's_Youngest,Else_Ury
In_Xanadu,William_Dalrymple_(historian)
City_of_the_Lost,Kelley_Armstrong
Letting_Go_of_Lisa,Lurlene_McDaniel
Swallows_and_Amazons_Forever!,Arthur_Ransome
Kiss_in_the_Blue,Kaho_Miyasaka
The_Bondwoman's_Narrative,Hannah_Crafts
Della_mercatura_e_del_mercante_perfetto,Benedetto_Cotrugli
The_Service_of_Clouds,Susan_Hill
PopCo,Scarlett_Thomas
Blood_Knot,Athol_Fugard
The_Seagull,Anton_Chekhov
Dust_Neo,Aoi_Nanase
Foal's_Bread,Gillian_Mears
Tarzan_and_the_Leopard_Men,Edgar_Rice_Burroughs
Brewster's_Millions_(play),Winchell_Smith
Naree,Humayun_Azad
Shinbone_Alley,Mel_Brooks
Damnation_Alley,Roger_Zelazny
Tales_of_Conan,L._Sprague_de_Camp
MP3.com,Michael_Robertson_(businessman)
The_Magic_School_Bus_Lost_in_the_Solar_System,Joanna_Cole_(author)
Waiting_for_the_Rain,Sheila_Gordon
The_Black_Stranger,Robert_E._Howard
In_Vivo_(novel),Mildred_Savage
The_Latent_Heterosexual,Paddy_Chayefsky
Letters_to_Ottla,Franz_Kafka
A_Sport_from_Hollowlog_Flat__A_Sport_of_Hollow_Log_Flat__1,Arthur_Wright_(writer)
Akhenaten:_Son_of_the_Sun,Moyra_Caldecott
Bracken's_World,Dorothy_Kingsley
The_Hatpin,James_Millar_(Australian_actor)
The_Warrior's_Apprentice,Lois_McMaster_Bujold
La_Celestina,Fernando_de_Rojas
10.5_(miniseries),John_Lafia
Vesper_(novel),Jeff_Sampson
George's_Marvellous_Medicine,Roald_Dahl
In_Boundlessness,Konstantin_Balmont
The_Diamond_Smugglers,Ian_Fleming
Dragonquest,Anne_McCaffrey
The_Hand_That_First_Held_Mine,Maggie_O'Farrell
Hyperion_Bay,Bernard_Lechowick
A_Tree_Grows_in_Brooklyn_(musical),Betty_Smith
The_Fire_Raisers_(play),Max_Frisch
Grief_(novel),Andrew_Holleran
One-pound_Gospel,Rumiko_Takahashi
Old_Man_Murray,Erik_Wolpaw
The_Starry_Rift,Jonathan_Strahan
Unbound_(book),Dean_King
The_Monks_of_Malabar,Francis_Wilson_(actor)
When_We_Get_There,Shauna_Seliy
Library_Access_to_Music_Project,Keith_Winstein
Mission_to_Moulokin,Alan_Dean_Foster
The_Difference_Engine,Bruce_Sterling
