Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
Everard_Hambro,Carl_Joachim_Hambro_(banker)
"William_Ponsonby,_2nd_Earl_of_Bessborough","Brabazon_Ponsonby,_1st_Earl_of_Bessborough"
Humphrey_IV_of_Toron,Humphrey_II_of_Toron
"Adèle_of_France,_Countess_of_Flanders",Constance_of_Arles
Joan_the_Lame,"Agnes_of_France,_Duchess_of_Burgundy"
"Hussein,_Crown_Prince_of_Jordan",Queen_Rania_of_Jordan
Magdalene_Sibylle_of_Saxe-Weissenfels_(1673–1726),Johanna_Magdalena_of_Saxe-Altenburg
Emperor_Go-Kōgon,Emperor_Kōgon
Marte_Gerhardsen,Rune_Gerhardsen
Keaweaweulaokalani,Kamehameha_III
William_III_of_England,"Mary,_Princess_Royal_and_Princess_of_Orange"
Louis-Charles_Greffulhe,Jean-Henry-Louis_Greffulhe
Eric_Eisner,Michael_Eisner
"Princess_Luisa_Maria_of_Belgium,_Archduchess_of_Austria-Este","Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este"
Chelah_Horsdal,Valdy
Michel_Pastor,Gildo_Pastor
"Donatus,_Landgrave_of_Hesse",Princess_Tatiana_of_Sayn-Wittgenstein-Berleburg
"William_FitzAlan,_Lord_of_Oswestry",Alan_fitz_Flaad
Don_Crosby,Marshall_Crosby
"Yixuan,_Prince_Chun",Daoguang_Emperor
Princess_Marie_Adélaïde_of_France,Louis_XV_of_France
Jérôme_Bonaparte,Letizia_Ramolino
Sophia_Hedwig_of_Brunswick-Lüneburg,"Elizabeth_of_Denmark,_Duchess_of_Brunswick-Wolfenbüttel"
Samuel_Curtis_Johnson_Jr.,Irene_Purcell
"Ernst_II,_Prince_of_Hohenlohe-Langenburg","Hermann,_Prince_of_Hohenlohe-Langenburg"
"Helena_Palaiologina,_Despotess_of_Serbia",Catherine_Zaccaria
Princess_Maria_Elisabeth_of_Bavaria,Prince_Franz_of_Bavaria
Andrew_S._C._Ehrenberg,Hans_Ehrenberg
Christine_Pelosi,Nancy_Pelosi
Sun_Quan,Lady_Wu_(Sun_Jian's_wife)
Salman_bin_Sultan,Sultan_bin_Abdulaziz
Edward_Poynings,Robert_Poynings
"Thomas_FitzAlan,_17th_Earl_of_Arundel","William_FitzAlan,_16th_Earl_of_Arundel"
Auguste_de_Beauharnais,Princess_Augusta_of_Bavaria
Renée_of_France,Louis_XII_of_France
Prince_Ludwig_Rudolph_of_Hanover,Princess_Ortrud_of_Schleswig-Holstein-Sonderburg-Glücksburg
Eleanor_Silliman_Belknap_Humphrey,William_Richardson_Belknap
Princess_Adelaide_of_Schaumburg-Lippe,Prince_William_of_Schaumburg-Lippe
"Reinhard_IV,_Count_of_Hanau-Münzenberg",Adriana_of_Nassau-Dillenburg
"Richard_of_Shrewsbury,_Duke_of_York",Elizabeth_Woodville
Maria_Amalia_of_Austria,"Joseph_I,_Holy_Roman_Emperor"
Louis_Antoine_de_Pardaillan_de_Gondrin,"Françoise-Athénaïs,_marquise_de_Montespan"
Shaw-Lan_Wang,Wang_Tiwu
"Elisabeth_of_Bavaria,_Queen_of_Germany",Agnes_of_the_Palatinate
Michael_Szilágyi,Ladislaus_Szilágyi
"John_of_Foix,_Viscount_of_Narbonne",Eleanor_of_Navarre
Henri_Menier,Émile-Justin_Menier
Elizabeth_of_Aragon,Peter_III_of_Aragon
Bayinnaung,Shin_Myo_Myat
John_R._Ingram_(businessman),Martha_Rivers_Ingram
Charlotte_Aglaé_d'Orléans,"Philippe_II,_Duke_of_Orléans"
Maureen_Reagan,Ronald_Reagan
Thomas_Grey_(1384–1415),Thomas_Grey_(chronicler)
"Louis_Ferdinand,_Prince_of_Prussia",Duchess_Cecilie_of_Mecklenburg-Schwerin
Willa_of_Tuscany,"Boso,_Margrave_of_Tuscany"
"Henry_Carey,_1st_Baron_Hunsdon",Mary_Boleyn
Władysław_III_of_Poland,Sophia_of_Halshany
Prince_Maximilian_of_Liechtenstein,"Hans-Adam_II,_Prince_of_Liechtenstein"
Cangrande_I_della_Scala,Alberto_I_della_Scala
Alaungsithu,Shwe_Einthi
Countess_Palatine_Dorothea_of_Simmern,Elisabeth_of_Saxony
Mohammed_Bilal_Khatri,Mohammed_Yusuf_Khatri
Henry_Seymour_(16th-century_MP),John_Seymour_(1474–1536)
Clint_Howard,Jean_Speegle_Howard
Meinhard_VI_of_Gorizia,Albert_II_of_Gorizia
"Karl_Anton,_Prince_of_Hohenzollern",Marie_Antoinette_Murat
"Gunnhild,_Mother_of_Kings",Thyra
Sohini_Paul,Tapas_Paul
Frederick_III_of_Denmark,Christian_IV_of_Denmark
Princess_Maria_Theresa_of_Savoy,Maria_Antonia_Ferdinanda_of_Spain
Saif_Ali_Khan,Sharmila_Tagore
"Princess_Anne,_Duchess_of_Calabria",Princess_Isabelle_of_Orléans-Braganza
Susan_Wojcicki,Stanley_Wojcicki
Edward_Vaughan_(MP),John_Vaughan_(judge)
"Vukan,_Grand_Prince_of_Serbia",Petrislav_of_Rascia
Princess_Akiko_of_Mikasa,Princess_Tomohito_of_Mikasa
"Constance,_Queen_of_Sicily",Beatrice_of_Rethel
Ketevan_the_Martyr,"Ashotan_I,_Prince_of_Mukhrani"
Anne_of_Bohemia_(1290–1313),Judith_of_Habsburg
David_Lowy,Frank_Lowy
Arjun_Kapoor,Sridevi
"Alexei_Petrovich,_Tsarevich_of_Russia",Eudoxia_Lopukhina
Duchess_Magdalene_Sibylle_of_Prussia,"Albert_Frederick,_Duke_of_Prussia"
Pari_Khan_Khanum,Tahmasp_I
Fujiwara_no_Kiyonari,Fujiwara_no_Umakai
Muwatalli_II,Mursili_II
"Georg,_Duke_of_Saxe-Altenburg",Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz
Joram_Piatigorsky,Jacqueline_Piatigorsky
Photisarath,Visoun
Alessandro_Gassmann,Juliette_Mayniel
Hart_Bochner,Lloyd_Bochner
"Marie-Chantal,_Crown_Princess_of_Greece",Robert_Warren_Miller
"Louis_William,_Margrave_of_Baden-Baden","Ferdinand_Maximilian,_Hereditary_Prince_of_Baden-Baden"
John_Jeffry_Louis_III,Josephine_Louis
Ann_Walton_Kroenke,James_%22Bud%22_Walton
Edward_IV_of_England,"Cecily_Neville,_Duchess_of_York"
Victoria_Kinoiki_Kekaulike,Kinoiki_Kekaulike
Jeon_Boram,Lee_Mi-young_(actress)
Charles_Wesley,Susanna_Wesley
Arthur_de_Rothschild,Nathaniel_de_Rothschild
Prince_Christoph_of_Hohenlohe-Langenburg,Ira_von_Fürstenberg
Myeongjong_of_Joseon,Queen_Munjeong
Shao_Kang,Xiang_of_Xia
"John,_Count_Palatine_of_Gelnhausen","John_Charles,_Count_Palatine_of_Gelnhausen"
Binnya_Ran_I,Razadarit
Thomas_Hale_Boggs_Jr.,Hale_Boggs
Surendra_of_Nepal,Rajendra_of_Nepal
Bintanath,Ramesses_II
Princess_Elisabeth_Albertine_of_Anhalt-Dessau,Countess_Henriette_Catherine_of_Nassau
"Ludwig_Wilhelm,_Prince_of_Bentheim_and_Steinfurt","Alexius,_Prince_of_Bentheim_and_Steinfurt"
"Albert,_Margrave_of_Meissen_(1934–2012)","Friedrich_Christian,_Margrave_of_Meissen"
Catherine_de'_Medici,Madeleine_de_La_Tour_d'Auvergne
Anna_Dalassene,Theophylact_Dalassenos
Viacheslava_of_Novgorod,Vsevolod_of_Pskov
Jean_Baptiste_Charbonneau,Toussaint_Charbonneau
Magdalene_Sibylle_of_Holstein-Gottorp,"Frederick_III,_Duke_of_Holstein-Gottorp"
Princess_Alexandrine_of_Prussia_(1803–1892),Frederick_William_III_of_Prussia
Shō_Shitatsu,Shō_Chū
King_Wu_of_Zhou,King_Wen_of_Zhou
Hugh_Seton-Watson,Robert_William_Seton-Watson
Princess_Sophia_Hedwig_of_Denmark,Charlotte_Amalie_of_Hesse-Kassel
Christian_Madsen,Michael_Madsen
Adelaide-Blanche_of_Anjou,"Fulk_II,_Count_of_Anjou"
Henry_I_of_France,Robert_II_of_France
Kim_Haugen,Per_Theodor_Haugen
Helge_Krog,Cecilie_Thoresen_Krog
Corky_Ballas,George_Ballas
William_E._Dodge_Jr.,William_E._Dodge
Archduchess_Margaretha_of_Austria,Infanta_Blanca_of_Spain
"Alexander,_Count_of_Schönburg-Glauchau","Joachim,_Count_of_Schönburg-Glauchau"
Anna_Wintour,Charles_Wintour
"Amalric,_Prince_of_Tyre","Isabella_of_Ibelin,_Queen_of_Cyprus_and_Jerusalem"
"Louis_Günther_I,_Count_of_Schwarzburg-Rudolstadt","Albrecht_VII,_Count_of_Schwarzburg-Rudolstadt"
Nancy_Walker_Bush_Ellis,Dorothy_Walker_Bush
Sasha_Agha,Salma_Agha
Hernando_de_Aragón,Alonso_de_Aragón
Joyce_Carey,Lilian_Braithwaite
Elizabeth_of_York,Edward_IV_of_England
Shalivahan_Singh_Tomar,Ramshah_Tanwar
Trịnh_Tráng,Trịnh_Tùng
George_Roden,Benjamin_Roden
James_Hales,John_Hales_(died_1540)
Princess_Marie-Auguste_of_Anhalt,Princess_Louise_Charlotte_of_Saxe-Altenburg
Anne_Vaux,"William_Vaux,_3rd_Baron_Vaux_of_Harrowden"
Casimir_II_the_Just,Salomea_of_Berg
Li_Chongrun,Empress_Wei_(Tang_dynasty)
Princess_Helena_of_the_United_Kingdom,"Albert,_Prince_Consort"
Nero_Claudius_Drusus,Tiberius_Claudius_Nero_(praetor_42_BC)
Atiqah_Hasiholan,Ratna_Sarumpaet
Alexander_I_of_Serbia,Natalie_of_Serbia
Infanta_Catherine_Michelle_of_Spain,Philip_II_of_Spain
Irina_Walker,Queen_Anne_of_Romania
Paulina_Longworth_Sturm,Alice_Roosevelt_Longworth
"Frances_Grey,_Duchess_of_Suffolk","Charles_Brandon,_1st_Duke_of_Suffolk"
Frank_D._Yuengling,Frederick_Yuengling
"Anthony_II,_Count_of_Ligny","Charles_I,_Count_of_Ligny"
Charlotte_of_Albret,Alain_I_of_Albret
Salah_(biblical_figure),Arpachshad
John_Paston_(died_1479),John_Paston_(died_1466)
"Frederick_I,_Duke_of_Brunswick-Osterode","Ernest_I,_Duke_of_Brunswick-Grubenhagen"
Zhao_Chengjiao,King_Zhuangxiang_of_Qin
Henry_the_Navigator,Philippa_of_Lancaster
"Reginar,_Duke_of_Lorraine","Gilbert,_Count_of_the_Maasgau"
Darius_III,Sisygambis
Margaret_of_Brunswick-Lüneburg,"Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg"
Ladislaus_Szilágyi,Miklós_Szilágyi
Raymond_Berengar_of_Andria,Charles_II_of_Naples
Apiashal,Ushpia
"Katherine_Mortimer,_Countess_of_Warwick","Roger_Mortimer,_1st_Earl_of_March"
Sidney_Lumet,Baruch_Lumet
"Francis_Hastings,_10th_Earl_of_Huntingdon","Theophilus_Hastings,_9th_Earl_of_Huntingdon"
"Alfonso,_Prince_of_Asturias_(1907–1938)",Victoria_Eugenie_of_Battenberg
"James_Butler,_5th_Earl_of_Ormond","Joan_de_Beauchamp,_Countess_of_Ormond"
Kesha,Pebe_Sebert
Hayward_Morse,Sydney_Sturgess
Alfred_Ely_Beach,Moses_Yale_Beach
Harry_Hinde,Edmund_C._Hinde
"Nicole,_Duchess_of_Lorraine","Henry_II,_Duke_of_Lorraine"
King_Xiaocheng_of_Zhao,King_Huiwen_of_Zhao
Magnus_VI_of_Norway,Haakon_IV_of_Norway
Chimi_Yangzom_Wangchuck,Jigme_Singye_Wangchuck
Isabelle_of_France_(saint),Louis_VIII_of_France
Mary_Duke_Biddle_Trent_Semans,Mary_Duke_Biddle
"Elizabeth_de_Burgh,_4th_Countess_of_Ulster","Maud_of_Lancaster,_Countess_of_Ulster"
Fernán_González_of_Castile,Gonzalo_Fernández_of_Castile
George_Frederic_Augustus_I,George_II_Frederic
Harald_II_of_Denmark,Świętosława
Vojtěch_I_of_Pernstein,William_II_of_Pernstein
René_de_Brosse,Jean_III_de_Brosse
"Louis,_Grand_Dauphin",Louis_XIV_of_France
"Infanta_Luisa_Fernanda,_Duchess_of_Montpensier",Ferdinand_VII_of_Spain
Pat_Conway,Jack_Conway_(filmmaker)
Shannon_Lee,Bruce_Lee
Louise_of_Sweden,Charles_XV_of_Sweden
Jaber_II_Al-Sabah,Mubarak_Al-Sabah
Aggabodhi_III_of_Anuradhapura,Silameghavanna_of_Anuradhapura
Nicholas_III_of_Werle,John_II_of_Werle
"Frederick_III,_German_Emperor","William_I,_German_Emperor"
Yasser_Abbas,Mahmoud_Abbas
Giuliano_de'_Medici,Lucrezia_Tornabuoni
Archduchess_Agnes_Christina_of_Austria,Archduke_Hubert_Salvator_of_Austria
Carlos_Bardem,Pilar_Bardem
Bill_Viola_Jr,Bill_Viola_(martial_artist)
"Edmund,_Earl_of_Rutland","Cecily_Neville,_Duchess_of_York"
Oliver_Ormsby,John_Ormsby_(Pittsburgh)
"Henry_IV,_Count_of_Luxembourg","Godfrey_I,_Count_of_Namur"
Sidonie_of_Saxony,"Henry_IV,_Duke_of_Saxony"
Marek_Zvelebil,Kamil_Zvelebil
Bernard_of_Saxe-Weimar,Dorothea_Maria_of_Anhalt
"Reginald_I,_Count_of_Bar","Theodoric_I,_Count_of_Montbéliard"
Lady_Sarah_McCorquodale,"John_Spencer,_8th_Earl_Spencer"
Asanterabi_Malima,Kighoma_Malima
Magdalena_Ruiz_Guiñazú,Enrique_Ruiz_Guiñazú
Horik_I,Gudfred
"Albert_I,_Duke_of_Brunswick-Lüneburg","Matilda_of_Brandenburg,_Duchess_of_Brunswick-Lüneburg"
"Otto,_Lord_of_Arkel","John_IV,_Lord_of_Arkel"
Maria_Amalia_of_Naples_and_Sicily,Ferdinand_I_of_the_Two_Sicilies
Yolande_of_Valois,Marie_of_Anjou
Louis_of_Meissen,"Frederick_II,_Margrave_of_Meissen"
Princess_Elizabeth_of_the_United_Kingdom,Charlotte_of_Mecklenburg-Strelitz
Tyler_Ritter,John_Ritter
Breon_O'Casey,Seán_O'Casey
Alexandra_of_Lithuania,Algirdas
Marie_Gasquet,Marius_Girard
Kaushik_Sen,Chitra_Sen
Prince_Laurent_of_Belgium,Albert_II_of_Belgium
Bona_of_Savoy,Anne_of_Cyprus
Vanitha_Vijayakumar,Vijayakumar_(actor)
Owain_Gwynedd,Angharad_ferch_Owain
Leonardo_Daniel,Lorenzo_de_Rodas
"Conrad_I,_Count_of_Oldenburg","John_II,_Count_of_Oldenburg"
Wilhelm_Mohr,Wilhelm_Mohr_(born_1886)
Domitian,Vespasian
Rajshree,V._Shantaram
Princess_Cecilia_of_Sweden_(1807–1844),Gustav_IV_Adolf_of_Sweden
Gisela_Agnes_of_Anhalt-Köthen,Frederica_Henriette_of_Anhalt-Bernburg
Chris_Penn,Eileen_Ryan
Sandip_Ray,Satyajit_Ray
Elisabeth_of_Swabia,Philip_of_Swabia
"Linus_Yale,_Jr.","Linus_Yale,_Sr."
Muawiyah_I,Abu_Sufyan_ibn_Harb
Prince_Maurice_of_Battenberg,Prince_Henry_of_Battenberg
Mariam_de_Bagration,Irakli_Bagration_of_Mukhrani
Agrippina_the_Elder,Julia_the_Elder
Tsarevich_Dmitry_Ivanovich_of_Russia_(1552–1553),Ivan_the_Terrible
Klara_Hitler,Johanna_Hiedler
Emma_of_Waldeck_and_Pyrmont,Princess_Helena_of_Nassau
Wulu_(Emperor_De),Hanpu
William_Katt,Bill_Williams_(actor)
Pedro_V_of_Portugal,Ferdinand_II_of_Portugal
Oscar_I_of_Sweden,Désirée_Clary
Laurence_S._Geller,Harold_Geller
Charlie_Sheen,Janet_Sheen
"Elizabeth_Tilney,_Countess_of_Surrey",Frederick_Tilney
Princess_Zein_bint_Hussein,Princess_Muna_al-Hussein
Mahinda_V_of_Anuradhapura,Mahinda_IV_of_Anuradhapura
Jacob,Isaac
Cecile_of_France,Bertrade_de_Montfort
King_Youmiu,King_Daoxiang_of_Zhao
Al-Mustakfi_I_(Cairo),Al-Hakim_I
Adelaide_of_Löwenstein-Wertheim-Rosenberg,Princess_Agnes_of_Hohenlohe-Langenburg
Edith_Minturn_Stokes,"Robert_Bowne_Minturn,_Jr."
Baldwin_II_of_Jerusalem,"Hugh_I,_Count_of_Rethel"
Srikantadatta_Narasimharaja_Wadiyar,Tripura_Sundari_Ammani
Just_de_Noailles,Philippe_Louis_de_Noailles
Henning_Thorvaldssøn_Astrup,Thorvald_Astrup
Enrique_Iglesias,Isabel_Preysler
"Charles_Alexander,_Grand_Duke_of_Saxe-Weimar-Eisenach","Charles_Frederick,_Grand_Duke_of_Saxe-Weimar-Eisenach"
Staughton_Lynd,Robert_Staughton_Lynd
Philo_Remington,Eliphalet_Remington
Urraca_of_Portugal,Afonso_I_of_Portugal
Arild_Nyquist,Gerd_Nyquist
"Agnes_of_Bavaria,_Margravine_of_Brandenburg-Stendal","Louis_II,_Duke_of_Bavaria"
"Eckhard_I,_Count_of_Scheyern","Otto_I,_Count_of_Scheyern"
Mladen_II_Šubić_of_Bribir,Paul_I_Šubić_of_Bribir
Princess_Alexandrine_of_Prussia_(1842–1906),Prince_Albert_of_Prussia_(1809–1872)
Augusta_Marie_of_Holstein-Gottorp,Duchess_Marie_Elisabeth_of_Saxony
Queen_Emma_of_Hawaii,Fanny_Kekelaokalani
Jemima_Goldsmith,James_Goldsmith
Princess_Margherita_of_Bourbon-Parma,"Charles_III,_Duke_of_Parma"
Demián_Bichir,Alejandro_Bichir
"Maria_of_Portugal,_Duchess_of_Viseu",Eleanor_of_Austria
Mauricio_Umansky,Estella_Sneider
Fernando_Guillén_Cuervo,Fernando_Guillén_(actor)
"Anthony-Maria_Browne,_2nd_Viscount_Montagu",Anthony_Browne_(1552–1592)
Dan_Friedkin,Thomas_H._Friedkin
Prince_Karl_of_Leiningen,Grand_Duchess_Maria_Kirillovna_of_Russia
Henry_I_of_Werle,Nicholas_I_of_Werle
Lawrence_Ho,Stanley_Ho
"Guy_III,_Count_of_Saint-Pol","Mary,_Countess_of_Blois"
Na'od,Baeda_Maryam_I
Nur_Devlet,Hacı_I_Giray
Nepotianus,Virius_Nepotianus
"Charles_Willoughby,_2nd_Baron_Willoughby_of_Parham","William_Willoughby,_1st_Baron_Willoughby_of_Parham"
Reginald_Bosanquet,Bernard_Bosanquet_(cricketer)
Sikandar_Adil_Shah,Ali_Adil_Shah_II
"Joan_of_Bar,_Countess_of_Surrey","Eleanor_of_England,_Countess_of_Bar"
Ahmad_Tajuddin,Muhammad_Jamalul_Alam_II
Maria_of_Brunswick-Lüneburg,"Hedwig_of_Brandenburg,_Duchess_of_Brunswick-Wolfenbüttel"
Baderon_of_Monmouth,William_fitzBaderon
"Henry_Casimir_II,_Prince_of_Nassau-Dietz","William_Frederick,_Prince_of_Nassau-Dietz"
Adelaide_of_Holstein-Rendsburg,"Henry_I,_Count_of_Holstein-Rendsburg"
Henry_Vaux,"William_Vaux,_3rd_Baron_Vaux_of_Harrowden"
Anna_Catherine_Constance_Vasa,Constance_of_Austria
"Simon_de_Montfort,_6th_Earl_of_Leicester","Simon_de_Montfort,_5th_Earl_of_Leicester"
Bouvier_Beale,Edith_Ewing_Bouvier_Beale
Gia_Long,Nguyễn_Phúc_Luân
Carole_Cole,Nat_King_Cole
Kristine_Belson,Jerry_Belson
"Sybil_Sassoon,_Marchioness_of_Cholmondeley",Aline_Caroline_de_Rothschild
"Henry_V,_Duke_of_Brunswick-Lüneburg","Catherine_of_Pomerania,_Duchess_of_Brunswick-Lüneburg"
Arthur_William_Garnett,William_Garnett_(civil_servant)
Susima,Bindusara
Radu_cel_Frumos,Vlad_II_Dracul
"Juan_Fernández_de_Velasco,_5th_Duke_of_Frías","Íñigo_Fernández_de_Velasco,_4th_Duke_of_Frías"
"Prince_Carl,_Duke_of_Västergötland",Oscar_II_of_Sweden
Murtaza_Bhutto,Nusrat_Bhutto
Emperor_Shenzong_of_Song,Emperor_Yingzong_of_Song
"Elizabeth_Somerset,_Baroness_Herbert","William_Herbert,_2nd_Earl_of_Pembroke"
Dan_Snow,Peter_Snow
Pōmare_III,Pōmare_II
"Catherine,_Princess_of_Asturias","Maria_of_Aragon,_Queen_of_Castile"
Fatima_Baquiran,Angelito_Antonio
Alexander_Ramsay_of_Mar,Alexander_Ramsay_(Royal_Navy_officer)
Adobogiona_the_Younger,Adobogiona_the_Elder
Julia_Drusilla,Agrippina_the_Elder
Sarah_Franklin_Bache,Deborah_Read
"Victor_I,_Duke_of_Ratibor","Franz_Joseph,_5th_Prince_of_Hohenlohe-Schillingsfürst"
Kitiyakara_Voralaksana,Chulalongkorn
Woody_Harrelson,Charles_Harrelson
Henri_Giscard_d'Estaing,Valéry_Giscard_d'Estaing
Stanley_Weber,Jacques_Weber
Nebty-tepites,Meresankh_II
Ben_Elliot,Annabel_Elliot
"John,_Prince_of_Antioch","Isabella_of_Urgell,_Duchess_of_Coimbra"
Walid_Jumblatt,Kamal_Jumblatt
Michael_of_Trebizond,John_II_of_Trebizond
Gerry_Conlon,Sarah_Conlon
Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Mikołaj_%22the_Red%22_Radziwiłł
Ashoka_Gupta,Jyotirmoyee_Devi
Uttama_Chola,Gandaraditya
Lawrence_Mukomberanwa,Grace_Mukomberanwa
Liberty_Phoenix,Arlyn_Phoenix
Clementia_of_Hungary,Clemence_of_Austria
Willie_Robertson,Kay_Robertson
Gina_Rinehart,Lang_Hancock
Charles_Wilkins_Short,Peyton_Short
Swastika_Mukherjee,Santu_Mukhopadhyay
Anne_Woodville,"Richard_Woodville,_1st_Earl_Rivers"
Paulina_Lavista,Raúl_Lavista
Sumbat_I_of_Iberia,Adarnase_IV_of_Iberia
Aaron_Woodley,Denise_Cronenberg
James_Cox_Chambers,Anne_Cox_Chambers
Susannah_Wise,Fiona_Walker
Henry_Ughtred,Anthony_Ughtred
Magdalena_of_Saxony,Barbara_Jagiellon
Amlaíb_Cuarán,Edith_of_Polesworth
Samuel_Compton_Swire,Adrian_Swire
Princess_Helena_Victoria_of_Schleswig-Holstein,Princess_Helena_of_the_United_Kingdom
Donald_Zilkha,Ezra_Zilkha
Michele_Dotrice,Roy_Dotrice
Henry_the_Younger_of_Poděbrady,George_of_Poděbrady
Jettha_Tissa_I_of_Anuradhapura,Gothabhaya_of_Anuradhapura
"Galeazzo_Maria_Alvise_Emanuele_Ruspoli,_2nd_Duke_of_Morignano","Francesco_Alvaro_Maria_Giorgio_Ruspoli,_1st_Duke_of_Morignano"
Robert_Parker_Parrott,John_Fabyan_Parrott
Princess_Maria_Bona_of_Savoy-Genoa,Princess_Isabella_of_Bavaria
Sergey_Bezrukov,Vitali_Bezrukov
Bolesław_V_the_Chaste,Grzymisława_of_Luck
"James_Fitz-James_Stuart,_3rd_Duke_of_Berwick","James_Fitz-James_Stuart,_2nd_Duke_of_Berwick"
Reginald_Claypoole_Vanderbilt,Alice_Claypoole_Gwynne
Robert_J._Fisher,Donald_Fisher
"William_d'Aubigny,_1st_Earl_of_Arundel",William_d'Aubigny_(died_1139)
Prince_Nikita_Romanov,Prince_Nikita_Alexandrovich_of_Russia
Klaus-Michael_Kühne,Alfred_Kühne
"Joan_III,_Countess_of_Burgundy","Joan_II,_Countess_of_Burgundy"
"George_Victor,_Prince_of_Waldeck_and_Pyrmont","George_II,_Prince_of_Waldeck_and_Pyrmont"
Augustus_d'Este,"Prince_Augustus_Frederick,_Duke_of_Sussex"
Antoni_Potocki_(1780–1850),Józef_Makary_Potocki
"Frederick_William,_Elector_of_Hesse","William_II,_Elector_of_Hesse"
Samuel_Pegge_(the_younger),Samuel_Pegge
Soumya_Swaminathan_(scientist),Mina_Swaminathan
Adela_Rogers_St._Johns,Earl_Rogers
"Richeza_of_Poland,_Queen_of_Hungary",Richeza_of_Lotharingia
"Emmanuel_Maurice,_Duke_of_Elbeuf","Charles_III,_Duke_of_Elbeuf"
Jake_Gyllenhaal,Naomi_Foner_Gyllenhaal
Emperor_Rosko,Joe_Pasternak
"Henry_VIII,_Count_of_Waldeck",Johanna_of_Nassau-Dillenburg
Natasha_Gregson_Wagner,Richard_Gregson
Patrick_Bouvier_Kennedy,John_F._Kennedy
Mary_Downer,William_Gosse_(explorer)
Duchess_Elisabeth_Alexandrine_of_Mecklenburg-Schwerin,Princess_Marie_of_Schwarzburg-Rudolstadt
Uzana_of_Bassein,Narathihapate
Roger_Williams_Straus_Jr.,Gladys_Eleanor_Guggenheim_Straus
Duchess_Helene_of_Mecklenburg-Strelitz,Grand_Duchess_Catherine_Mikhailovna_of_Russia
Hamad_bin_Khalifa_Al_Thani,Khalifa_bin_Hamad_Al_Thani
"Faisal_bin_Turki,_Sultan_of_Muscat_and_Oman","Turki_bin_Said,_Sultan_of_Muscat_and_Oman"
Yik'in_Chan_K'awiil,Jasaw_Chan_K'awiil_I
Seeley_G._Mudd,Seeley_W._Mudd
"Charles,_Margrave_of_Burgau",Philippine_Welser
Muhtar_Kent,Necdet_Kent
"Alix,_Dowager_Princess_of_Ligne",Prince_Felix_of_Bourbon-Parma
John_Angelus_of_Syrmia,Isaac_II_Angelos
"Joanna_of_Austria,_Princess_of_Portugal","Charles_V,_Holy_Roman_Emperor"
Prince_Hisahito_of_Akishino,"Fumihito,_Prince_Akishino"
Sally_Hemings,John_Wayles
Beatrice_d'Este,"Ercole_I_d'Este,_Duke_of_Ferrara"
Saikumar_Pudipeddi,P._J._Sarma
Gilbert_de_Botton,Yolande_Harmer
Anna_of_East_Anglia,Eni_of_East_Anglia
Robert_Lehman,Philip_Lehman
Charlotte_Godley,Charles_Griffith-Wynne
Ramkumar_Ganesan,Sivaji_Ganesan
Louise_Marie_Anne_de_Bourbon,"Françoise-Athénaïs,_marquise_de_Montespan"
James_Roosevelt_Roosevelt,James_Roosevelt_I
Isabella_Clara_Eugenia,Philip_II_of_Spain
Nana_of_Iberia,Tiberius_Julius_Theothorses
Duy_Tân,Nguyễn_Thị_Định_(mother_of_Duy_Tân)
Humphrey_Bogart,Maud_Humphrey
Yaza_Ne_Win,Kawleikgyin_Ne_Win
Randa_Williams,Dan_Duncan
Princess_Anna_Sophie_of_Schwarzburg-Rudolstadt,"Louis_Frederick_I,_Prince_of_Schwarzburg-Rudolstadt"
Al-Hakim_II,Al-Mustakfi_I_(Cairo)
Bawlawkyantaw,Razadarit
Prince_Sébastien_of_Luxembourg,"Henri,_Grand_Duke_of_Luxembourg"
"Richard,_Duke_of_Burgundy",Bivin_of_Gorze
Anmchad_mac_Con_Cherca,Cú_Cherca_mac_Fáeláin
"Thoros_II,_Prince_of_Armenia","Leo_I,_Prince_of_Armenia"
Zwentibold,Arnulf_of_Carinthia
Peter_IV_of_Aragon,Teresa_d'Entença
"Françoise_de_Lorraine,_Duchess_of_Vendôme","Philippe_Emmanuel,_Duke_of_Mercœur"
Herod_Agrippa,Aristobulus_IV
Duchess_Elsa_of_Württemberg,Duke_Eugen_of_Württemberg_(1846–1877)
Hieronim_Chodkiewicz,Aleksander_Chodkiewicz
Margaret_Cuninggim,Jesse_Lee_Cuninggim
Princess_Isabella_of_Denmark,"Mary,_Crown_Princess_of_Denmark"
Princess_Elisabeth_of_Hesse_and_by_Rhine_(1864–1918),"Louis_IV,_Grand_Duke_of_Hesse"
Princess_Sumaya_bint_Hassan,Prince_Hassan_bin_Talal
Naihe,Ululani
"Catherine_of_Austria,_Queen_of_Portugal",Joanna_of_Castile
Sophie_of_Mecklenburg_(1481–1503),"Sophie_of_Pomerania,_Duchess_of_Mecklenburg"
Ksawery_Lubomirski,Stanisław_Lubomirski_(1704–1793)
Adam_Yarmolinsky,Babette_Deutsch
Catherine_Oxenberg,Princess_Elizabeth_of_Yugoslavia
Gideon_Coe,Tony_Coe
