"Prince_Amedeo,_Duke_of_Aosta",Princess_Anne_of_Orléans
Huehue_Acamapichtli,Coxcoxtli
"Philipp_Ludwig,_Count_Palatine_of_Neuburg","Wolfgang_Wilhelm,_Count_Palatine_of_Neuburg"
Ernest_Preeg,Ronald_Reagan
Abdülaziz_of_the_Ottoman_Empire,Neşerek_Kadınefendi
Alexander_Haig,Gerald_Ford
Skip_Miller,Diana_Ross
James_Marshall_Tory,John_Tory
Peter_I_Csák,Finta_Aba
David_K._E._Bruce,Dwight_D._Eisenhower
John_Parke_Custis,Eleanor_Parke_Custis_Lewis
Fats_Navarro,Billy_Eckstine
Alfonso_IX_of_León,Ferdinand_III_of_Castile
"Isabella_of_Scotland,_Duchess_of_Brittany","Marie_of_Brittany,_Viscountess_of_Rohan"
"Frederick,_Prince_of_Wales",George_IV_of_the_United_Kingdom
Roedad_Khan,Zulfikar_Ali_Bhutto
Caesarion,Augustus
Brihadratha,Jarasandha
Franklin_E._Bondonno,Arnold_Schwarzenegger
Djedefre,Khufu
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg",Princess_Elisabeth_Anna_of_Prussia
Sultanah_Nur_Zahirah,Mizan_Zainal_Abidin_of_Terengganu
"Prince_Philippe,_Count_of_Paris",Louis_Philippe_I
Richard_Butler_(Australian_politician),Edward_VII
"Theodoric_I,_Margrave_of_Meissen",Jutta_of_Thuringia
Umdat_ul-Umara,Azim-ud-Daula
Shawn_Rivera,David_Foster
Theodore_Davie,Queen_Victoria
"James_Stanhope,_7th_Earl_Stanhope",Winston_Churchill
Jon_Ola_Sand,Bias_Bernhoft
"Sir_Edward_Turner,_2nd_Baronet",George_III_of_the_United_Kingdom
Charles_H._Price_II,Elizabeth_II
"John_Adolf,_Duke_of_Holstein-Gottorp",Christian_IV_of_Denmark
Maria_Amalia_of_Saxony,Ferdinand_I_of_the_Two_Sicilies
Caroline_Kennedy,John_F._Kennedy
"Robert_Willoughby,_6th_Baron_Willoughby_de_Eresby","Joan_Willoughby,_7th_Baroness_Willoughby_de_Eresby"
Mary_Sweeney,David_Lynch
"Bernhard_III,_Prince_of_Anhalt-Bernburg","Albert_I,_Prince_of_Anhalt-Zerbst"
Parakramabahu_V_of_Gampola,Bhuvanaikabahu_IV_of_Gampola
William_Flynn_Martin,Ronald_Reagan
Frederick_VIII_of_Denmark,Prince_Harald_of_Denmark
Hassan_II_(Imam),Hassan_II_of_Morocco
Mongkut,Chulalongkorn
"Margaret_of_Austria,_Queen_of_Spain",Philip_IV_of_Spain
"Valdemar,_King_of_Sweden",Ingeborg_of_Sweden_(1263–1292)
John_Joseph_Gibbons,Richard_Nixon
"Elizabeth_of_Carinthia,_Queen_of_Sicily",Peter_II_of_Sicily
"Alix,_Dowager_Princess_of_Ligne","Michel,_14th_Prince_of_Ligne"
Georg_Richter,Adam_Egede-Nissen
Cissy_Houston,Whitney_Houston
"William_Cavendish,_6th_Duke_of_Devonshire","James_Graham,_3rd_Duke_of_Montrose"
Auguste_Beernaert,Leopold_II_of_Belgium
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne",Queen_Victoria
Isma'il_Pasha,Hoshiar_Kadinefendi
Elsa_Bernstein,Isidore_Singer
"An-Nasir_Ahmad,_Sultan_of_Egypt","As-Salih_Ismail,_Sultan_of_Egypt"
Demetrius_I_Soter,Laodice_V
"Alexander_Karađorđević,_Prince_of_Serbia",Persida_Nenadović
Marion_Reid,Elizabeth_II
Jeffrey_K._Harris,Bill_Clinton
Trisong_Detsen,Gos_Trisang_Yalag
"Matilda_of_Germany,_Countess_Palatine_of_Lotharingia","Ezzo,_Count_Palatine_of_Lotharingia"
Sofía_Castro,Verónica_Castro
"Magnus_II,_Duke_of_Saxe-Lauenburg",Gustav_of_Saxe-Lauenburg
David_Stevenson_(engineer),Alan_Stevenson
Higashifushimi_Kunihide,Hirohito
Pyanchi_II_of_Toungoo,Ma_Sein_of_Toungoo
"Louis_George,_Margrave_of_Baden-Baden",Duchess_Maria_Anna_Josepha_of_Bavaria
"Robert_I,_Duke_of_Parma","Elias,_Duke_of_Parma"
Lee_R._Scherer,Jimmy_Carter
Princess_Sibylla_of_Saxe-Coburg_and_Gotha,"Princess_Désirée,_Baroness_Silfverschiöld"
Phillip_D._Brady,George_H._W._Bush
Prince_Asem_bin_Nayef,Princess_Sana_Asem
Prince_Franz_of_Bavaria,Archduchess_Dorothea_of_Austria
Dana_Carvey,Robin_Williams
"Baldwin_IV,_Count_of_Flanders",Eleanor_of_Normandy
"Isabel,_Princess_Imperial_of_Brazil",Prince_Pedro_Henrique_of_Orléans-Braganza
Edith_Minturn_Stokes,Rosamond_Pinchot
Charles_II_of_Spain,Philip_V_of_Spain
Henri-Gustave_Joly_de_Lotbinière,Queen_Victoria
Quasimodo,Victor_Hugo
"Leopold_I,_Holy_Roman_Emperor","Joseph_I,_Holy_Roman_Emperor"
"Louis_IV,_Holy_Roman_Emperor","Henry_VII,_Holy_Roman_Emperor"
Wilde_Oscar,Oscar_Wilde
Infanta_Catherine_Michelle_of_Spain,"Victor_Amadeus_I,_Duke_of_Savoy"
John_Hay,William_McKinley
"Matilda_of_England,_Duchess_of_Saxony","Henry_V,_Count_Palatine_of_the_Rhine"
William_Frank_Buckley_Sr.,Patricia_Buckley_Bozell
"George_Macartney,_1st_Earl_Macartney",George_III_of_the_United_Kingdom
"Anne_of_Austria,_Margravine_of_Brandenburg","Margaret_of_Bohemia,_Duchess_of_Wroclaw"
Maria_Teresa_Felicitas_d'Este,"Louis_Alexandre,_Prince_of_Lamballe"
"Maria_of_Castile,_Queen_of_Aragon",Juana_Enríquez
Teresa_Cristina_of_the_Two_Sicilies,Princess_Leopoldina_of_Brazil
"Ralph_de_Cromwell,_3rd_Baron_Cromwell",Henry_VI_of_England
Archduchess_Anna_of_Austria,"Albert_V,_Duke_of_Bavaria"
Daniel_Martin_Wilson,George_V
George_H._W._Bush,George_W._Bush
Henry_Lee_Hau_Shik,Elizabeth_II
"Louis_II,_Duke_of_Bourbon",Anne_of_Auvergne
"Ermesinde_of_Luxembourg,_Countess_of_Namur","Godfrey_I,_Count_of_Namur"
Lysimachus,Ptolemy_Keraunos
Daniel_Mortimer_Friedman,Jimmy_Carter
"Heinrich_XXII,_Prince_Reuss_of_Greiz",Hermine_Reuss_of_Greiz
Leonore_Annenberg,Ronald_Reagan
Victoria_Kinoiki_Kekaulike,David_Kawānanakoa
Isabelle_de_Limeuil,Catherine_de'_Medici
Alice_of_Armenia,"Raymond_IV,_Count_of_Tripoli"
Mark_Smeaton,Henry_VIII_of_England
Princess_Maria_Pia_of_Bourbon-Two_Sicilies_(1849–1882),"Elias,_Duke_of_Parma"
Johanna_Magdalene_of_Saxe-Weissenfels,Anna_of_Russia
"Charles_Cochrane-Baillie,_2nd_Baron_Lamington",Edward_VII
"Eckard_II,_Margrave_of_Meissen","William,_Margrave_of_Meissen"
Debsirindra,Chulalongkorn
"Henry_IV,_Duke_of_Saxony",Sibylle_of_Saxony
Adolf_IV_of_Holstein,Heilwig_of_Lippe
Eunice_Kennedy_Shriver,Maria_Shriver
Valdemar_of_Denmark_(bishop),Valdemar_I_of_Denmark
Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz,Therese_of_Saxe-Hildburghausen
Johan_Remkes,Willem-Alexander_of_the_Netherlands
John_Herbert_Turner,Queen_Victoria
Theobald_I_of_Navarre,Henry_I_of_Navarre
George_Canning,"Charles_Grey,_2nd_Earl_Grey"
Arthur_Johnston_(composer),Bing_Crosby
"Nicholas,_Palatine_of_Hungary",Julius_I_Kán
Stanley_R._Chesler,George_W._Bush
Philippa_of_Lancaster,John_I_of_Portugal
Mark_Oliphant__Sir_Mark_Oliphant__1,Elizabeth_II
Mohammad-Reza_Sharifinia,Azita_Hajian
Seleucus_I_Nicator,Stratonice_of_Syria
Ali,Umm_ul-Banin
Artur_Potocki,Zofia_Branicka
"Renaud_I,_Count_of_Dammartin","Ida,_Countess_of_Boulogne"
Timothy_O._Howe,Chester_A._Arthur
Kanaung_Mintha,Pagan_Min
List_of_Playboy_Playmates_of_1993,Anna_Nicole_Smith
Frederick_B._Dent,Richard_Nixon
John_Angelos_(sebastokrator),John_VI_Kantakouzenos
"William_Palmer,_2nd_Earl_of_Selborne",Queen_Victoria
Pote_Sarasin,Bhumibol_Adulyadej
Käbi_Laretei,Ingmar_Bergman
Charles_Martel,Childeric_III
Moza_bint_Nasser,Hamad_bin_Khalifa_Al_Thani
Claude_Hill,George_V
"William_I,_German_Emperor","Frederick_III,_German_Emperor"
Jama_kaNdaba,Senzangakhona_kaJama
Victoria_Eugenie_of_Battenberg,"Infante_Juan,_Count_of_Barcelona"
Hall_Lyons,W._Scott_Wilkinson
Queen_Victoria,Bahadur_Shah_II
Saw_Hnaung_of_Sagaing,Saw_Yun
"Thomas_Stanley,_1st_Earl_of_Derby","George_Stanley,_9th_Baron_Strange"
Princess_María_de_las_Mercedes_of_Bourbon-Two_Sicilies,"Infanta_Margarita,_Duchess_of_Soria"
"William,_Prince_of_Hohenzollern","Frederick,_Prince_of_Hohenzollern"
Maria_d'Este,"Ranuccio_II_Farnese,_Duke_of_Parma"
Sweyn_Forkbeard,Olaf_II_of_Norway
"Louis_III,_Elector_Palatine",Matilda_of_Savoy
Adda_of_Bernicia,Æthelric_of_Bernicia
"Conrad_II,_Holy_Roman_Emperor","Henry_III,_Holy_Roman_Emperor"
Kalanos,Alexander_the_Great
Waytha_Moorthy_Ponnusamy,Najib_Razak
Stefan_Uroš_I,Stefan_Dragutin
Allan_Ross_Welsh,George_VI
Shwenankyawshin,Thohanbwa
Charles_Martel,Remigius_of_Rouen
Catherine_of_Valois,"Edmund_Tudor,_1st_Earl_of_Richmond"
Mieszko_I_of_Poland,Lambert_Mieszkowic
John_James_Fraser,Queen_Victoria
Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,Countess_Palatine_Hedwig_Elisabeth_of_Neuburg
Maria_Amalia_of_Austria,"Charles_VII,_Holy_Roman_Emperor"
Augustyn_Wróblewski,Karl_Marx
"John_Stuart-Wortley,_2nd_Baron_Wharncliffe",William_IV_of_the_United_Kingdom
Octave_Crémazie,Victor_Hugo
Harry_F._Byrd,Absalom_Willis_Robertson
Özdemir_Sabancı,İhsan_Sabancı
Brian_Lumley,Richard_Matheson
Jiang_Zelin,Jiang_Zemin
Senta_Berger,Michael_Verhoeven
Judy_Murray,Jamie_Murray
George_Tupou_II,Lavinia_Veiongo
Tamatoa_V,Tahitoe
Teimuraz_II_of_Kakheti,Tamar_of_Kartli
Anthony_James_de_Rothschild,Tania_Strecker
Philip_the_Good,Charles_the_Bold
Maxwell_MacLagan_Wedderburn,George_VI
"Geoffrey_Plantagenet,_Count_of_Anjou",Henry_II_of_England
"Charles_Emmanuel,_Prince_of_Carignano",Princess_Elisabeth_of_Savoy
Francis_Pigott_Stainsby_Conant,Queen_Victoria
Gilbert_Gude,Newton_Steers
Shunzhi_Emperor,Kangxi_Emperor
Bolesław_III_Wrymouth,Władysław_II_the_Exile
Wilhelm_Kettler,Jacob_Kettler
Tashfin_ibn_Ali,Ibrahim_ibn_Tashfin
Procles,Soos
Billy_Abbott,William_J._Bell
Alia_al-Hussein,Princess_Muna_al-Hussein
Klemens_von_Metternich,"Francis_II,_Holy_Roman_Emperor"
William_Faulkner,Leo_Tolstoy
Thanong_Bidaya,Thaksin_Shinawatra
George_Mason,George_Mason_V
Elfriede_Geiringer,Otto_Frank
Kyansittha,Apeyadana
Ferdinand_II_of_the_Two_Sicilies,Francis_II_of_the_Two_Sicilies
William_de_Paris,Edward_II_of_England
"William_V,_Duke_of_Bavaria","Maximilian_I,_Elector_of_Bavaria"
Pierre_Savorgnan_de_Brazza,Pierre_de_Chambrun
Mildred_Harris,Charlie_Chaplin
Joe_Clark,Elizabeth_II
Henry_Ernest_Kendall,"Alexander_Cambridge,_1st_Earl_of_Athlone"
Claude_of_France,Francis_I_of_France
Adnan_Badran,Abdullah_II_of_Jordan
Martin_of_Aragon,John_I_of_Aragon
Christina_of_Saxony,Isabella_of_Austria
"Edward_Vaux,_4th_Baron_Vaux_of_Harrowden","William_Vaux,_3rd_Baron_Vaux_of_Harrowden"
Princess_Ida_of_Schaumburg-Lippe,Hermine_Reuss_of_Greiz
William_IV_of_the_United_Kingdom,Lord_Frederick_FitzClarence
Gerard_Lee_Bevan,Silvanus_Bevan_(1743-1830)
"Karl_I,_Count_of_Hohenzollern","Eitel_Friedrich_IV,_Count_of_Hohenzollern"
Isabella_of_Clermont,"Eleanor_of_Naples,_Duchess_of_Ferrara"
James_Marriott,George_III_of_the_United_Kingdom
Vladimir_II_Monomakh,Mstislav_I_of_Kiev
Aimery_of_Cyprus,Isabella_I_of_Jerusalem
"Kraft,_Prince_of_Hohenlohe-Langenburg","Philipp,_Prince_of_Hohenlohe-Langenburg"
Mary_de_Bohun,Henry_IV_of_England
"George_Victor,_Prince_of_Waldeck_and_Pyrmont",Prince_Wolrad_of_Waldeck_and_Pyrmont
Maria_Josepha_of_Bavaria,Maria_Luisa_of_Spain
"Louis_Armand_I,_Prince_of_Conti","François_Louis,_Prince_of_Conti"
Ferdinand_I_of_the_Two_Sicilies,Francis_I_of_the_Two_Sicilies
Princess_Augusta_of_Saxe-Gotha,Princess_Elizabeth_of_Great_Britain
"William_Douglas,_1st_Earl_of_Douglas","Hugh_the_Dull,_Lord_of_Douglas"
Abner_Silver,Al_Sherman
"Frederick_Louis,_Count_Palatine_of_Zweibrücken",Charles_XI_of_Sweden
Almeida_Garrett,Victor_Hugo
"Henry_Innes-Ker,_8th_Duke_of_Roxburghe",Mary_Goelet
Jiaqing_Emperor,Empress_Xiaoherui
Giovanni_Visconti_(archbishop_of_Milan),Galeazzo_II_Visconti
Ravichandran_(Tamil_actor),Sheela
Rajaram_Chhatrapati,Sambhaji
Russell_Goldsmith,Jerome_D._Mack
Richard_Edgcumbe_(died_1639),Edward_Jones_(died_1609)
Sophie_of_Mecklenburg_(1481–1503),"John,_Elector_of_Saxony"
Helena_Kantakouzene,Manuel_II_Palaiologos
Sabika_bint_Ibrahim_Al_Khalifa,Hamad_bin_Isa_Al_Khalifa
Alexander_I_of_Georgia,"Demetrius,_son_of_Alexander_I_of_Georgia"
Walter_Curley,George_H._W._Bush
"Mary_Tudor,_Queen_of_France","Charles_Brandon,_1st_Duke_of_Suffolk"
"Philippa_de_Coucy,_Countess_of_Oxford","Robert_de_Vere,_Duke_of_Ireland"
Makonnen_Endelkachew,Haile_Selassie
Sunandha_Kumariratana,Chulalongkorn
Charles_IV_of_Spain,Maria_Luisa_of_Parma
Edmund_Crouchback,"Henry,_3rd_Earl_of_Lancaster"
Gian_Galeazzo_Sforza,Bona_Sforza
Bertrand_Blier,Anouk_Grinberg
Ron_Pelosi,Paul_Pelosi
Mark_MacGuigan,Pierre_Trudeau
Kanirajanu_Tissa_of_Anuradhapura,Amandagamani_Abhaya_of_Anuradhapura
Hugh_Clifford,George_V
Theresa_Kunegunda_Sobieska,Clemens_August_of_Bavaria
Oliver_Mowat,Queen_Victoria
Patrick_Alexander_Agnew,George_III_of_the_United_Kingdom
Archduchess_Gisela_of_Austria,Prince_Leopold_of_Bavaria
Ladli_Begum,Mumtaz_Mahal
Kiyo_A._Matsumoto,George_W._Bush
Peter_III_of_Aragon,Frederick_III_of_Sicily
William_Adelin,Matilda_of_Anjou
Rahma_Ali,Iman_Ali
Abdul_Elah_bin_Abdulaziz_Al_Saud,Ibn_Saud
Thomas_Westbrook_Waldron,Daniel_Waldron
Lyndon_B._Johnson,Robert_F._Kennedy
Sinchi_Roca,Lloque_Yupanqui
Prince_Charles_of_Prussia,Princess_Marie_of_Saxe-Weimar-Eisenach_(1808–1877)
Ruggero_Settimo,Ferdinand_II_of_the_Two_Sicilies
Blanche_of_Castile,Margaret_of_Provence
June_Rose_Bellamy,Ne_Win
Daniel_Hodge,Beatrix_of_the_Netherlands
Philip_IV_of_France,Joan_I_of_Navarre
"William_I,_German_Emperor",Franz_Joseph_I_of_Austria
Pandolfo_IV_Malatesta,Cesare_Borgia
"Isabella_of_Armenia,_Princess_of_Tyre","Amalric,_Prince_of_Tyre"
"Anna_of_Brandenburg,_Duchess_of_Mecklenburg","Albrecht_VII,_Duke_of_Mecklenburg"
Anthony_Evans_(judge),Elizabeth_II
Nicolas_Cotoner,Philip_IV_of_Spain
Tamar_of_Georgia,David_Soslan
Zein_al-Sharaf_Talal,Hussein_of_Jordan
"John_Cradock,_1st_Baron_Howden",George_III_of_the_United_Kingdom
Eugene_Forsey,Pierre_Trudeau
Princess_Elisabeth_of_Anhalt,Duchess_Marie_of_Mecklenburg
"Peter_Wentworth-Fitzwilliam,_8th_Earl_Fitzwilliam","Eric_Spencer_Wentworth-Fitzwilliam,_9th_Earl_Fitzwilliam"
Glenda_Farrell,Thomas_Richards_(film_editor)
"Jonathan_Sumption,_Lord_Sumption",Elizabeth_II
Samuel_H._Mays_Jr.,George_W._Bush
"Joan,_Lady_of_Wales",Llywelyn_the_Great
"Richard,_1st_Earl_of_Cornwall",William_II_of_Holland
Elizabeth_of_Bohemia_(1292–1330),"Charles_IV,_Holy_Roman_Emperor"
Margaret_of_York,Charles_the_Bold
Gray_Davis,Arnold_Schwarzenegger
Bona_Sforza,Sigismund_I_the_Old
"Henry_FitzRoy,_1st_Duke_of_Richmond_and_Somerset",Henry_VIII_of_England
Charles_Sydney_Goldman,Edward_Nicholl
Naji_al-Suwaydi,Faisal_I_of_Iraq
Robert_Stone_(novelist),Ernest_Hemingway
Eleanor_Roosevelt,John_F._Kennedy
Mary_A._McLaughlin,Bill_Clinton
"Princess_Camilla,_Duchess_of_Castro","Prince_Carlo,_Duke_of_Castro"
Mehmed_Namık_Pasha,Abdülmecid_I
Amalie_of_the_Palatinate,"George_I,_Duke_of_Pomerania"
"Thomas_Anson,_1st_Earl_of_Lichfield",William_IV_of_the_United_Kingdom
Marcus_Plautius_Silvanus_(consul_2_BC),Augustus
"Prince_Ranieri,_Duke_of_Castro","Prince_Ferdinand,_Duke_of_Castro"
"Edward_Manners,_3rd_Earl_of_Rutland","John_Manners,_4th_Earl_of_Rutland"
David_Clementi,Cecil_Clementi_Smith
Ilana_Rovner,Ronald_Reagan
Ludolph_Anne_Jan_Wilt_Sloet_van_de_Beele,William_III_of_the_Netherlands
Frank_Stallone,Sylvester_Stallone
"Nicolas_Browne-Wilkinson,_Baron_Browne-Wilkinson",Elizabeth_II
Giulio_Cesare_Sacchetti,Antonio_Barberini
Gennadiy_Seleznyov,Vladimir_Putin
Hacı_Sabancı,İhsan_Sabancı
Michael_Thomas_Bass_(1760–1827),Michael_Thomas_Bass
Peter_the_Great,Catherine_I_of_Russia
David_II_of_Iberia,Sumbat_I_of_Iberia
Allu_Sirish,Niharika_Konidela
George_B._McClellan_Jr.,Seth_Low
John_Simmons_(musician),Nat_King_Cole
Al-Muzaffar_Hajji,"Al-Mansur_Muhammad,_Sultan_of_Egypt"
Udhaya_(actor),A._L._Vijay
Stanisław_Kostka_Zamoyski,August_Zamoyski
Jan_Peter_Balkenende,Beatrix_of_the_Netherlands
John_H._MacMillan_Sr.,John_H._MacMillan
Maud_Chaworth,"Henry,_3rd_Earl_of_Lancaster"
Tom_Foley,George_H._W._Bush
Malcolm_Fraser,Gough_Whitlam
James_Hemings,Madison_Hemings
"Sidney_Godolphin,_1st_Earl_of_Godolphin",Charles_II_of_England
"Isabella_of_Castile,_Duchess_of_York","Richard_of_Conisburgh,_3rd_Earl_of_Cambridge"
James_Hagerty,Dwight_D._Eisenhower
"Philip_I,_Duke_of_Pomerania","John_Frederick,_Duke_of_Pomerania"
Marion_Stein,"David_Lascelles,_8th_Earl_of_Harewood"
Alfred_the_Great,Ealhswith
Grand_Duchess_Anna_Petrovna_of_Russia,Peter_III_of_Russia
Theodore_Aranda,Elizabeth_II
Eugenio_Lopez_III,Freddie_M._Garcia
Al-Mu'tasim,Al-Musta'sim
"Henry,_3rd_Earl_of_Lancaster","Henry_of_Grosmont,_1st_Duke_of_Lancaster"
"Granville_Leveson-Gower,_2nd_Earl_Granville",Lord_Alfred_Paget
Guru_Nanak,Guru_Angad
"Urraca_of_Castile,_Queen_of_Portugal",Dulce_of_Aragon
Robert_Katzmann,Bill_Clinton
"Robert_de_Beaumont,_2nd_Earl_of_Leicester",Henry_II_of_England
Peleuli,Kamehameha_I
Prince_Eduard_of_Saxe-Altenburg,Prince_Albert_of_Saxe-Altenburg
Tim_Kane,Ronald_Reagan
Mouza_bint_Suhail_Al_Khaili,Zayed_bin_Sultan_Al_Nahyan
Fakhr_al-Dawla,Shams_al-Dawla
Pat_Kane,Johnny_Ball
Bhanurangsi_Savangwongse,Andreas_du_Plessis_de_Richelieu
"Ernest_Pollock,_1st_Viscount_Hanworth",George_V
Donika_Kastrioti,Skanderbeg
Denis_of_Portugal,Afonso_IV_of_Portugal
Puyi,Wenxiu
"Philipp_IV,_Count_of_Hanau-Lichtenberg",Eleonore_of_Fürstenberg
Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym,"George_II,_Prince_of_Waldeck_and_Pyrmont"
Diego_López_V_de_Haro,Violant_of_Castile
Mercedes_Bass,Sid_Bass
"Honoré_V,_Prince_of_Monaco","Florestan_I,_Prince_of_Monaco"
George_Ponsonby,George_III_of_the_United_Kingdom
"Al-Ashraf_Musa,_Sultan_of_Egypt",Aybak
Coenwulf_of_Mercia,Ecgfrith_of_Mercia
Pausanias_of_Macedon,Amyntas_III_of_Macedon
Vinay_Rajkumar,Puneeth_Rajkumar
Dorothy_Ayer_Gardner_Ford,Betty_Ford
S._Curtis_Johnson,Helen_Johnson-Leipold
Leopold_Hasner_von_Artha,Franz_Joseph_I_of_Austria
Abdurahman_Khadr,Ahmed_Khadr
Johnny_Williams_(drummer),John_Williams
Hani_Al-Mulki,Abdullah_II_of_Jordan
"Charles_V,_Holy_Roman_Emperor","Ferdinand_I,_Holy_Roman_Emperor"
Marcel_Tétény,Julius_I_Kán
Luke_Edward_Wright,Theodore_Roosevelt
Benjamin_Franklin_Bache,Richard_Bache
Michael_Reinhardt,Max_Reinhardt
Nicolas_Cage,Talia_Shire
Alastair_Goodlad,Margaret_Thatcher
"Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Grand_Duchess_Maria_Alexandrovna_of_Russia
Cleopatra_Selene_I,Tryphaena
Mahmud_II,Pertevniyal_Sultan
"John_William_Friso,_Prince_of_Orange","William_IV,_Prince_of_Orange"
"Frederick_I,_Elector_of_Saxony","Albert_III,_Duke_of_Saxe-Wittenberg"
Marie_de_Coucy,Alexander_II_of_Scotland
Maria_Sophia_of_Neuburg,Infante_António_of_Portugal
Ingegerd_of_Norway,Olaf_I_of_Denmark
"Louis_III,_Landgrave_of_Thuringia",Sophia_of_Minsk
Victor_de_Bedia_Oland,Elizabeth_II
Hugh_Gaitskell,Elizabeth_II
"Henry_Vassall-Fox,_3rd_Baron_Holland",William_IV_of_the_United_Kingdom
"George_Cholmondeley,_1st_Marquess_of_Cholmondeley",George_III_of_the_United_Kingdom
"Karl_Anton,_Prince_of_Hohenzollern",Princess_Josephine_of_Baden
Abram_Hewitt,William_Russell_Grace
Sarah-Theodora,Ivan_Alexander_of_Bulgaria
Christian_III_of_Denmark,Frederick_II_of_Denmark
"Charles_Manners-Sutton,_1st_Viscount_Canterbury",George_III_of_the_United_Kingdom
Florian_Zamoyski,Anna_Komorowska
Maria_Amalia_of_Naples_and_Sicily,Princess_Clémentine_of_Orléans
Wendy_Brown_(political_scientist),Karl_Marx
Erol_Sabancı,Sakıp_Sabancı
Bill_Clinton,George_H._W._Bush
Louis_Orville_Breithaupt,Elizabeth_II
René_of_Chalon,Louis_of_Praet
Ernesto_Laclau,Karl_Marx
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein",Princess_Alexandra_Victoria_of_Schleswig-Holstein-Sonderburg-Glücksburg
Stephen_Foster,Morrison_Foster
Janis_Lynn_Sammartino,George_W._Bush
Pauline_Marois,Elizabeth_II
Eleanor_of_Aquitaine,Adelaide_of_Maurienne
"Anna_of_Austria,_Queen_of_Spain",Philip_II_of_Spain
Emese,Ügyek
Robert_Walker_Tayler,Theodore_Roosevelt
Adelaide_of_Meissen,Ottokar_I_of_Bohemia
Keoni_Ana,Kekāuluohi
Nicholas_Longworth,Alice_Roosevelt_Longworth
Mark_Arnold-Forster,Naomi_Mitchison
"George_Savile,_1st_Marquess_of_Halifax",James_II_of_England
Sergey_Muromtsev,Nicholas_II_of_Russia
Lyndon_B._Johnson,Richard_Nixon
Heydar_Babayev,Ilham_Aliyev
Walter_Devereux_(died_1402),Walter_Devereux_(1387-1420)
Giuseppe_Maria_Buonaparte,Elisa_Bonaparte
Cheng_Tzu-tsai,Chiang_Ching-kuo
Stephen_Popham,George_III_of_the_United_Kingdom
Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz,Therese_of_Saxe-Hildburghausen
Hüma_Hatun,Emine_Hatun
"Ulrich_II,_Count_of_East_Frisia",Juliana_of_Hesse-Darmstadt
"Albert_II,_Margrave_of_Meissen","Henry_III,_Margrave_of_Meissen"
Sweyn_III_of_Denmark,Valdemar_I_of_Denmark
Kyansittha,Apeyadana
"Jeffery_Amherst,_1st_Baron_Amherst",George_II_of_Great_Britain
"Thomas_Howard,_21st_Earl_of_Arundel","Francis_Clifford,_4th_Earl_of_Cumberland"
Noah_Cyrus,Trace_Cyrus
"George_Howard,_6th_Earl_of_Carlisle",William_IV_of_the_United_Kingdom
Jacques_Breuer,Siegfried_Breuer
Hashim_Jalilul_Alam_Aqamaddin,Muhammad_Jamalul_Alam_II
"John,_King_of_Denmark",Charles_VIII_of_Sweden
Samuel_Curtis_Johnson_Jr.,Imogene_Powers_Johnson
Sarah_Bush_Lincoln,Thomas_Lincoln
Marie_Leszczyńska,Louis_XV_of_France
Charles_Armstrong-Jones,Elizabeth_II
Aurangabadi_Mahal,Aurangzeb
Qutlugh_Nigar_Khanum,Babur
Alfonso_of_Molina,María_de_Molina
Charles_Richard_Stith,Bill_Clinton
Red_Café,Sean_Combs
Mohammad_Reza_Pahlavi,Reza_Shah
"Margaret_Wake,_3rd_Baroness_Wake_of_Liddell","Edmund_of_Woodstock,_1st_Earl_of_Kent"
Gerhard_Louis_De_Geer,Gustaf_V_of_Sweden
"Guy_Carleton,_1st_Baron_Dorchester",George_III_of_the_United_Kingdom
Maria_of_Calabria,Agnes_of_Durazzo
"William_Devereux,_Baron_Devereux_of_Lyonshall",Walter_Devereux_(died_1305)
Paris_Gibson,William_A._Clark
William_Warren,George_V
Meyliservet_Kadın,Murad_V
Frank_Hornby,Derwent_Hall_Caine
Josse_van_Huerter,Afonso_V_of_Portugal
As-Salih_Ayyub,Al-Adil_II
John_Henry_(representative),Abraham_Lincoln
Stanisław_Leszczyński,Louis_XV_of_France
Richard_L._Walker,Ronald_Reagan
Saitō_Makoto,Emperor_Taishō
Jerzy_Sebastian_Lubomirski,Konstancja_Ligęza
"Glenn_Leroy_Archer,_Jr.",Ronald_Reagan
"Joanna_of_Austria,_Grand_Duchess_of_Tuscany",Eleanor_of_Toledo
Carl_Fredrik_af_Wingård,Johan_Olof_Wallin
Don_Gummer,Meryl_Streep
Duchess_Sabine_of_Württemberg,"William_IV,_Landgrave_of_Hesse-Kassel"
"John_Dudley,_1st_Duke_of_Northumberland","Edward_Seymour,_1st_Duke_of_Somerset"
Bernie_Tormé,Ozzy_Osbourne
Friedrich_Ebert,"Wilhelm_II,_German_Emperor"
Lord_William_Campbell,George_III_of_the_United_Kingdom
Abaoji,Emperor_Taizong_of_Liao
Frederick_I_of_Liegnitz,Ludmila_of_Poděbrady
