Vernon_Singer,Odoardo_Di_Santo
Chris_Huhne,Nick_Clegg
Ashley_Gorley,Kenny_Chesney
"Otto_III,_Margrave_of_Brandenburg","John_III,_Margrave_of_Brandenburg-Salzwedel"
"William_Marmion,_Baron_of_Torrington","Simon_de_Montfort,_6th_Earl_of_Leicester"
Empress_Kōjun,Atsuko_Ikeda
Benjamín_Rojas,Luisana_Lopilato
"John_Montagu,_4th_Earl_of_Sandwich","Henry_Carteret,_1st_Baron_Carteret"
Nargis,Sanjay_Dutt
Donnchad_mac_Briain,Brian_Boru
Jim_Himes,Jim_Hines
Franciszek_Sebastian_Lubomirski,Barbara_Tarło
Mona_Simpson,Laurene_Powell_Jobs
John_C._Major,Brian_Mulroney
Simon_Templar,Simon_Dutton
Harold_Pinter,W._S._Graham
Elisabeth_of_Lorraine-Vaudémont,Margaret_of_Joinville
"George_Gordon,_1st_Earl_of_Aberdeen","John_Maitland,_1st_Duke_of_Lauderdale"
Jerry_Luke_LeBlanc,Kathleen_Blanco
Abram_Williams,George_Hearst
Larry_David,Graham_Linehan
Stan_Cornyn,Frank_Sinatra
"Friedrich_Wilhelm_II,_Duke_of_Saxe-Altenburg",Johanna_Magdalena_of_Saxe-Altenburg
Morgan_Grimes,Chuck_Bartowski
Bradley_Nowell,Gwen_Stefani
Paulyn_Ubial,Gloria_Macapagal_Arroyo
Andrés_Pastrana_Arango,Misael_Pastrana_Borrero
Frank_Underwood_(House_of_Cards),Vice_President_of_the_United_States
Walter_Herbert_Rice,Jimmy_Carter
"William_Wallace,_Baron_Wallace_of_Saltaire",David_Cameron
Prehotep_I_(Vizier),Ramesses_II
"Yolande_of_Dreux,_Queen_of_Scotland",John_of_Montfort
Richard_I_of_England,Eleanor_of_Aquitaine
"Rufus_Isaacs,_1st_Marquess_of_Reading","Gerald_Isaacs,_2nd_Marquess_of_Reading"
Chris_Harker,Suzanne_Bonamici
Anna_of_Mecklenburg,Friedrich_Kettler
Lisbet_Palme,Aina_Erlander
Ed_Miliband,Harriet_Harman
Steve_Ross_(Time_Warner_CEO),Gerald_M._Levin
Abdul_Rashid_(judge),Muhammad_Ali_Jinnah
"James_Bryce,_1st_Viscount_Bryce",William_Ewart_Gladstone
Arthur_Spooner,Carrie_Heffernan
"Edward_Morris,_1st_Baron_Morris",Edward_VII
"Isabella_of_Portugal,_Queen_of_Castile",Isabella_I_of_Castile
Tim_Grendell,John_Eklund
"Ealdgyth,_daughter_of_Earl_Ælfgar","Ælfgar,_Earl_of_Mercia"
Su_Tseng-chang,Chou_Hsi-wei
Joseph_Platt,Samuel_Fitch
Charles_Arbuthnot,"George_Howard,_6th_Earl_of_Carlisle"
Sebastian_Ingrosso,Steve_Angello
William_McKinley,Theodore_Roosevelt
"Prince_Ferdinand,_Duke_of_Castro","Prince_Carlo,_Duke_of_Castro"
Frank_M._Thomas,Frankie_Thomas
James_Madison,Elbridge_Gerry
Peter_Buffett,Susan_Buffett
James_II_of_Aragon,"Isabella_of_Aragon,_Queen_of_Germany"
Wu_Bangguo,Zhang_Dejiang
"Otto_V,_Margrave_of_Brandenburg-Salzwedel","Otto_III,_Margrave_of_Brandenburg"
Tarja_Halonen,Sauli_Niinistö
Ghulam_Mustafa_Khar,Hina_Rabbani_Khar
"Albert_VI,_Duke_of_Mecklenburg","Henry_IV,_Duke_of_Mecklenburg"
Manisanda,Saw_Mon_Hla
"George,_Duke_of_Mecklenburg",Duke_Georg_Alexander_of_Mecklenburg-Strelitz
Emperor_Hui_of_Jin,Sima_Jiong
George_W._Romney,William_Milliken
Samora_Machel,Joaquim_Chissano
2012–13_Sunderland_A.F.C._season__Phil_Bardsley__1,Phil_Bardsley
Samuel_Bronfman,Charles_Bronfman
Akbar_Hashemi_Rafsanjani,Mohammad_Mousavi_Khoeiniha
Władysław_II_Jagiełło,Algirdas
Panos_Panagiotopoulos,Kostas_Karamanlis
Osman_II,Mustafa_I
"Arthur_Hamilton,_Lord_Hamilton",Lord_Nicholas_Windsor
Adam_Steffey,James_Taylor
Shashi_Tharoor,Manmohan_Singh
Saima_Wazed,Sheikh_Hasina
Wayne_Allwine,Jimmy_MacDonald_(sound_effects_artist)
William_I_of_Württemberg,Frederick_I_of_Württemberg
Alfred_the_Great,Edward_the_Elder
Ma_Bufang,Chiang_Kai-shek
Muwatalli_II,Hattusili_III
Luis_Muñoz_Marín,Rafael_Martínez_Nadal
Ross_Bagdasarian_Sr.,William_Saroyan
Michel_Trudeau,Justin_Trudeau
Ebba_Brahe,Axel_Julius_De_la_Gardie
Zinaida_Yusupova,Felix_Yusupov
Jim_Knight,Tony_Blair
Cheryl_Crane,Joseph_Stephen_Crane
"James_Stuart-Wortley,_1st_Baron_Wharncliffe",William_IV_of_the_United_Kingdom
"Thomas_Fiennes,_8th_Baron_Dacre","Thomas_Fiennes,_9th_Baron_Dacre"
Howard_Pawley,Pearl_McGonigal
Jim_Risch,Mark_Ricks
August_Strindberg,Reinhard_Sorge
Godfrey_Diamond,Frank_Sinatra
Michael_E._Driscoll,James_S._Sherman
Henryk_IV_Probus,Przemysł_II
Philip_McBride,William_McMahon
Charles_II_of_Naples,Blanche_of_Anjou
Yasuko_Konoe,"Yuriko,_Princess_Mikasa"
Berengaria_of_Castile,Alfonso_of_Molina
Tim_Pawlenty,Ted_Winter
Jan_Kappeyne_van_de_Coppello,William_III_of_the_Netherlands
Isabella_of_Savoy,"Francesco_I_d'Este,_Duke_of_Modena"
Kamehameha_II,Kamehameha_I
Abner_J._Mikva,Bill_Clinton
García_Sánchez_II_of_Pamplona,Urraca_Fernández
Peter_Brock,Graeme_Bailey
Abdul_Hamid_II,Tirimüjgan_Kadın
Margaux_Hemingway,Ernest_Hemingway
José_Laurel_Jr.,Carlos_P._Garcia
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat","Charles_II,_Duke_of_Mantua_and_Montferrat"
Phil_Manzanera,David_Gilmour
"Elizabeth_of_Carinthia,_Queen_of_Germany","Elisabeth_of_Bavaria,_Queen_of_Germany"
Ladislas_the_Bald,Stephen_I_of_Hungary
Stephen_R._Barley,Erving_Goffman
Papa_Lazarou,Reece_Shearsmith
Maria-Pia_Kothbauer,"Hans-Adam_II,_Prince_of_Liechtenstein"
"Elizabeth_Capell,_Countess_of_Essex","Algernon_Percy,_10th_Earl_of_Northumberland"
Pat_Morton,Elizabeth_II
Richard_Dawkins,Randolph_M._Nesse
Liu_Yongqing,Wang_Yeping
Matthew_Marvin_Jr.,John_Platt_(settler)
Karl_Pearson,Albert_Einstein
Fatimah,Muhammad
Richard_Dawkins,Peter_Medawar
Doyle_Bramhall_II,Roger_Waters
William_Scranton,Raymond_P._Shafer
Douglas_Henderson_(SNP_politician),Margo_MacDonald
Patrick_Jane,Simon_Baker
Bahadur_Shah_of_Nepal,Prithvi_Narayan_Shah
William_A._Egan,Jay_Hammond
Jonathan_Bell_(politician),Peter_Robinson_(Northern_Ireland_politician)
"Peter,_Duke_of_Schleswig-Holstein","Christoph,_Prince_of_Schleswig-Holstein"
"William_Paulet,_1st_Marquess_of_Winchester","Richard_Rich,_1st_Baron_Rich"
Hakim_Said,Benazir_Bhutto
Theodor_Morell,Adolf_Hitler
Mary_Paulet,"Edward_Cromwell,_3rd_Baron_Cromwell"
Margaret_of_Durazzo,Joanna_II_of_Naples
Kunigunde_of_Brandenburg-Kulmbach,Susanna_of_Bavaria
Magnus_VI_of_Norway,Eric_II_of_Norway
Lin_Biao,Ye_Jianying
Lil_Uzi_Vert,Wiz_Khalifa
Jiaqing_Emperor,Jiajing_Emperor
Quentin_Davies,Gordon_Brown
Nicolás_Maduro,Aristóbulo_Istúriz
Kyansittha,Shwe_Einthi
Patti_D'Arbanville,Don_Johnson
Bainbridge_Colby,Woodrow_Wilson
Dipu_Moni,Iajuddin_Ahmed
Truman_Handy_Newberry,Theodore_Roosevelt
Peter_II_of_Portugal,"João,_Prince_of_Brazil"
Henk_Vonhoff,Beatrix_of_the_Netherlands
Harmon_Elwood_Kirby,George_H._W._Bush
"Félix_María_Calleja_del_Rey,_1st_Count_of_Calderón",Ferdinand_VII_of_Spain
Renato_Carlos_Sersale_di_Cerisano,Mauricio_Macri
Thomas_Koppel,Anders_Koppel
Jiaqing_Emperor,Daoguang_Emperor
Ben_Kingsley,Ferdinand_Kingsley
William_Howard_Taft,William_McKinley
Infinity_(producer),R._Kelly
Hans_van_Mierlo,Jan_Terlouw
Richard_Bradford_(actor),Millie_Perkins
José_Basco_y_Vargas,Charles_III_of_Spain
Maria_de_La_Cerda_y_de_Lara,Robert_of_Alençon
Jim_Moran,Don_Beyer
Princess_Maria_Anna_of_Anhalt-Dessau,Prince_Friedrich_Leopold_of_Prussia
"Ernest_Frederick_I,_Duke_of_Saxe-Hildburghausen",Countess_Sophie_Henriette_of_Waldeck
Arch_A._Moore_Jr.,Shelley_Moore_Capito
Frank_Annunzio,Cardiss_Collins
"Odoardo_Farnese,_Duke_of_Parma","Ranuccio_II_Farnese,_Duke_of_Parma"
Prince_Victor_of_Hohenlohe-Langenburg,Lady_Helena_Gleichen
Teresa_Carpio,Adam_Cheng
Rachida_Dati,Nicolas_Sarkozy
William_Hanley,James_Hanley_(novelist)
Madeleine_Christie,Amanda_Walker
Joseph_Platt,John_Read_(Connecticut_politician)
Lim_Yew_Hock,Elizabeth_II
Leland_Barrows,John_F._Kennedy
Philip_II_of_Spain,"Charles_V,_Holy_Roman_Emperor"
Sophia_of_Prussia,Elisabeth_of_Romania
Aubrey_Luck,Enid_Lyons
Slim_Keith,Kitty_Hawks
Reema_bint_Bandar_Al_Saud,Bandar_bin_Sultan
Melody_Barnes,Barack_Obama
Churchill_C._Cambreleng,George_M._Dallas
John_Kerr_(governor-general),Robert_Askin
Craig_Farrell_(politician),Nick_McKim
"Matthew,_Count_of_Boulogne",Sibylla_of_Anjou
Malcolm_Fraser,Gough_Whitlam
"Francis_Ingram-Seymour-Conway,_2nd_Marquess_of_Hertford",George_IV_of_the_United_Kingdom
Solange_Knowles,Tina_Knowles
Naomi_Tokashiki,Tamayo_Marukawa
Robert_S._Rivkin,Enid_Hammerman
Bayezid_II,Mehmed_the_Conqueror
Harold_Pinter,Ernest_Hemingway
Gustaf_V_of_Sweden,Gustaf_VI_Adolf_of_Sweden
Sophia_of_Lithuania,Vasily_II_of_Moscow
William_Gibbs_McAdoo,Woodrow_Wilson
1996–97_West_Bromwich_Albion_F.C._season__Paul_Peschisolido__1,Paul_Peschisolido
Empress_Zhang_(Wang_Yanzheng's_wife),Empress_Li_(Wang_Yanxi)
John_Guerin,George_Harrison
Eadburh,Offa_of_Mercia
Paul_Bert,Claude_Bernard
Sophie_of_Solms-Laubach,Sophie_of_Brunswick-Lüneburg
Rama_III,Mongkut
"Vratislaus_I,_Duke_of_Bohemia","Wenceslaus_I,_Duke_of_Bohemia"
"Frederick_Pethick-Lawrence,_1st_Baron_Pethick-Lawrence","William_Hare,_5th_Earl_of_Listowel"
"Otto_IV,_Holy_Roman_Emperor","Frederick_II,_Holy_Roman_Emperor"
Izabela_Elżbieta_Morsztyn,Teodor_Kazimierz_Czartoryski
Edward_Roberts_(Canadian_politician),Elizabeth_II
Abram_Williams,Leland_Stanford
William_H._Seward,William_M._Oliver
Klement_Gottwald,Bohumil_Jílek
Dasharatha_Maurya,Ashoka
James_Lockwood_(Connecticut_politician),Daniel_Hoyt
Konrad_I_of_Masovia,Casimir_I_of_Kuyavia
"Henry_Howard,_22nd_Earl_of_Arundel","Alethea_Howard,_Countess_of_Arundel"
Karl-Theodor_zu_Guttenberg,Rainer_Brüderle
John_H._Wilson_(Hawaii),Lester_Petrie
Emperor_Taizu_of_Song,Zhao_Defang
Morgan_Mason,Leonore_Annenberg
Stefanie_Sun,Sandy_Lam
C._Everett_Koop,George_H._W._Bush
Mary_Ellen_Barbera,Martin_O'Malley
"Robert_Stewart,_Viscount_Castlereagh",Isaac_Corry
Philip_II_of_Spain,Philip_III_of_Spain
Nicholas_Hoyt,Daniel_Kellogg_(settler)
Giuseppe_Maria_Buonaparte,Jérôme_Bonaparte
Duchess_Frederica_of_Württemberg,"Augustus,_Grand_Duke_of_Oldenburg"
Piero_di_Cosimo_de'_Medici,Lorenzo_de'_Medici
Clarice_Orsini,Piero_the_Unfortunate
David_Shaughnessy,William_J._Bell
Chris_Stainton,Roger_Waters
Lorenzo_the_Elder,Pierfrancesco_the_Elder
Prince_Rashid_bin_Hassan,Prince_Hassan_bin_Talal
"Frederick,_Margrave_of_Brandenburg-Bayreuth","George_Frederick_Charles,_Margrave_of_Brandenburg-Bayreuth"
K._J._Stevens,Sylvia_Plath
K._Rajaram,Indira_Gandhi
Gro_Harlem_Brundtland,Thorbjørn_Jagland
Glen_Morgan,Cindy_Morgan
Scott_Storch,Jessica_Simpson
Tony_Blackburn,Phil_Tufnell
"Margaret_of_Austria,_Queen_of_Spain",Philip_IV_of_Spain
Kathleen_Connell,Gray_Davis
Austin_Powers_(character),Frau_Farbissina
"Ernst_I,_Prince_of_Hohenlohe-Langenburg",Countess_Amalie_Henriette_of_Solms-Baruth
Vojislav_Brajović,Dragan_Kojadinović
Prince_Eduard_of_Saxe-Altenburg,Princess_Antoinette_of_Saxe-Altenburg
Princess_Louise_Marie_Thérèse_of_Artois,"Prince_Henry,_Count_of_Bardi"
Roch_Bolduc,Brian_Mulroney
Namal_Rajapaksa,Mahinda_Rajapaksa
Michael_I_of_Romania,Carol_II_of_Romania
Henry_I_of_Cyprus,Hugh_I_of_Cyprus
Stafford_Cripps,Anthony_Eden
Bob_Carr,Deborah_O'Neill
Julio_María_Sanguinetti,Juan_Pedro_Amestoy
"Harriet_Sutherland-Leveson-Gower,_Duchess_of_Sutherland",Lord_Ronald_Gower
Alassane_Ouattara,Félix_Houphouët-Boigny
Henri_Queuille,François_Mitterrand
Rostam_Ghasemi,Mahmoud_Ahmadinejad
"Charles,_Prince_Napoléon","Jean-Christophe,_Prince_Napoléon"
Gary_Herbert,Joe_Biden
Saw_Oo_II_of_Toungoo,Binnya_Ran_I
Jeff_Gordon,Colin_Edwards
Robert_Galley,Georges_Pompidou
Anniken_Huitfeldt,Jens_Stoltenberg
John_Ringling,Otto_Ringling
Carol_II_of_Romania,Michael_I_of_Romania
George_M._Rhodes,Herman_Toll
Mariano_González_(politician),Francisco_Solano_López
Lucius_Caesar,Marcus_Vipsanius_Agrippa
Otto_Knows,Britney_Spears
Prince_Hamzah_bin_Hussein,Queen_Noor_of_Jordan
Brian_Henson,Lisa_Henson
Narathu_of_Pinya,Atula_Sanda_Dewi_of_Pinya
Prince_Laurent_of_Belgium,Albert_II_of_Belgium
Bobby_Keys,Ringo_Starr
Nikolai_Saltykov_(1736–1816),Paul_I_of_Russia
Juicy_J,Wiz_Khalifa
George_N._Leighton,Gerald_Ford
Hardin_Richard_Runnels,Sam_Houston
Sunil_Dutt,Sanjay_Dutt
Lyndon_B._Johnson,Hubert_Humphrey
Beaver_Cleaver,Ward_Cleaver
Alexander_Campbell_(Canadian_senator),"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne"
Emperor_Horikawa,Emperor_Toba
Prince_Ali_bin_Hussein,Hussein_of_Jordan
"Constance_of_France,_Princess_of_Antioch",Bohemond_II_of_Antioch
Kīnaʻu,Kamehameha_I
Józef_Klemens_Czartoryski,Józefina_Maria_Czartoryska
Vichitra_Chiraprabha,Chulalongkorn
Lian_Heng,Lien_Chan
Soeroso,Sukarno
Ferdinand_Porsche,Louise_Piëch
Adelaide-Blanche_of_Anjou,Emma_of_Italy
"William_Amherst,_3rd_Earl_Amherst","William_Amherst,_2nd_Earl_Amherst"
Franz_Anton_von_Kolowrat-Liebsteinsky,"Francis_II,_Holy_Roman_Emperor"
Alfonso_VIII_of_Castile,Eleanor_of_Castile_(died_1244)
Nguyễn_Minh_Triết,Nguyễn_Thị_Doan
"James_I,_Count_of_La_Marche","Louis_I,_Duke_of_Bourbon"
Catherine_Clark,Maureen_McTeer
Jane_Richards_Roth,Collins_J._Seitz
John_Adams,George_Washington
Anna_Marie_of_Brunswick-Lüneburg,"Eric_I,_Duke_of_Brunswick-Lüneburg"
Kekauʻōnohi,Anna_Kaiulani
"Thelma_Furness,_Viscountess_Furness",Prince_Aly_Khan
James_Lockwood_(Connecticut_politician),Samuel_Cluckston
Niles_Crane,Martin_Crane
Stanley_Baldwin,Edward_VIII
"Robert_Crewe-Milnes,_1st_Marquess_of_Crewe","George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
Lord_Edward_Gleichen,Princess_Victor_of_Hohenlohe-Langenburg
Edward_Bolitho,Lady_Mary_Holborow
Nawrahta_Minye,Saw_Hnaung_of_Sagaing
Jeff_Gordon,Rusty_Wallace
Maria_Teresa_Felicitas_d'Este,"Louis_Alexandre,_Prince_of_Lamballe"
"Prince_Adolphus,_Duke_of_Cambridge","Prince_George,_Duke_of_Cambridge"
Emperor_Lizong,Emperor_Duzong
"Charles_Howard,_1st_Earl_of_Nottingham","William_Howard,_1st_Baron_Howard_of_Effingham"
"Benedict_Calvert,_4th_Baron_Baltimore","Charles_Calvert,_5th_Baron_Baltimore"
Jackson_Browne,Bruce_Springsteen
Charles_N._Arnold,John_H._Wilson_(Hawaii)
Turki_bin_Faisal_Al_Saud,Faisal_of_Saudi_Arabia
David_D._Newsom,Lyndon_B._Johnson
Alice_Neville,George_Fitzhugh_(priest)
Early_life_and_career_of_Thomas_Jefferson,Mary_Jefferson_Eppes
Jahangir,Shahryar_(Mughal_prince)
Mariano_Moreno,Martín_de_Álzaga
"Mark_Malloch_Brown,_Baron_Malloch-Brown",Gordon_Brown
Hugh_III_of_Cyprus,Henry_of_Antioch
Greg_Foster_(The_Young_and_the_Restless),William_J._Bell
Mike_Deasy,Frank_Sinatra
Russell_Johnston,Alan_Beith
Lyndon_B._Johnson,Francis_J._Myers
Margaret_de_Vere,"John_Beaumont,_4th_Baron_Beaumont"
Nick_Saglimbeni,James_Cameron
Almahmoud,Cornelius_Vanderbilt_Whitney
Girija_Prasad_Koirala,Sher_Bahadur_Deuba
Walter_Hely-Hutchinson,Edward_VII
"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair","George_Gordon,_2nd_Marquess_of_Aberdeen_and_Temair"
Kenny_Rogers,Brad_Paisley
Shwe_Einthi,Apeyadana
Kamehameha_II,Kamehameha_I
"Adolf,_Count_Palatine_of_the_Rhine",Mechtild_of_Nassau
"Ferdinand,_Duke_of_Breisgau",Archduke_Ferdinand_Karl_Joseph_of_Austria-Este
"John_George,_Elector_of_Brandenburg","Joachim_Ernst,_Margrave_of_Brandenburg-Ansbach"
"Louis_Philippe_I,_Duke_of_Orléans","Louis_d'Orléans,_Duke_of_Orléans"
Azhar_Usman,Bill_Cosby
Ray_Brown_(musician),Tony_Bennett
Margarita_Cedeño_de_Fernández,Cándida_Montilla_de_Medina
David_Eddings,"Edward_Plunkett,_18th_Baron_of_Dunsany"
Dibyalangkarn,Chulalongkorn
"Derick_Heathcoat-Amory,_1st_Viscount_Amory",Anthony_Eden
Kyawswa_of_Pagan,Saw_Hnit
Mediha_Sultan,Abdülmecid_I
Amber_Rudd,Greg_Clark
John_Cassidy_(chancellor),Pat_O'Shane
Puyi,"Zaifeng,_Prince_Chun"
Radosław_Sikorski,Donald_Tusk
Kgalema_Motlanthe,Jacob_Zuma
"Elisabeth_of_Bavaria,_Queen_of_Germany","Elizabeth_of_Carinthia,_Queen_of_Germany"
Taylor_Rhodes,Celine_Dion
"Constance_of_Aragon,_Lady_of_Villena",Violant_of_Hungary
Tom_Harkin,William_J._Scherle
Heydar_Aliyev,Konstantin_Chernenko
"Victor_Amadeus_I,_Duke_of_Savoy","Charles_Emmanuel_II,_Duke_of_Savoy"
Julia_Roberts,Eric_Roberts
Theo_Epstein,Leslie_Epstein
Duchess_Mathilde_Ludovika_in_Bavaria,Princess_Ludovika_of_Bavaria
Pramila_Dandavate,Sharad_Dighe
Ladislaus_the_Posthumous,Albert_II_of_Germany
"Philipp_Ludwig_II,_Count_of_Hanau-Münzenberg","Philipp_Ludwig_I,_Count_of_Hanau-Münzenberg"
David_Gibbons_(politician),Elizabeth_II
2011–12_Chelsea_F.C._season__Ashley_Cole_HG__1,Ashley_Cole
Cynthia_Efird,George_W._Bush
Del_Kathryn_Barton,Louise_Bourgeois
Yun_Posun,Park_Chung-hee
Jaime_de_Marichalar,Victoria_de_Marichalar_y_Borbón
Sophia_of_Prussia,"Frederick_III,_German_Emperor"
"Edward_Littleton,_1st_Baron_Hatherton","William_Lamb,_2nd_Viscount_Melbourne"
Marie_of_Hesse-Kassel,Princess_Louise_of_Denmark_(1750–1831)
Tagg_Romney,Ann_Romney
"Joachim_Ernst,_Margrave_of_Brandenburg-Ansbach","John_George,_Elector_of_Brandenburg"
"Joan_of_France,_Duchess_of_Brittany","Francis_I,_Duke_of_Brittany"
Priyanka_Gandhi,Sonia_Gandhi
Przemysł_II,Wenceslaus_II_of_Bohemia
Princess_Helena_of_Waldeck_and_Pyrmont,Princess_Helena_of_Nassau
Bruce_Willis,Rumer_Willis
Robert_B._Cohen,Claudia_Cohen
Carroll_Moran,Michael_D._Higgins
Getúlio_Vargas,Café_Filho
Byron_White,John_F._Kennedy
Francis_Lenn_Taylor,Elizabeth_Taylor
List_of_Dune_secondary_characters,Jonathan_Brüün
William_Hutchinson_(Rhode_Island),John_Sanford_(governor)
William_Hume_Blake,Edward_Blake
John_Palmer_Usher,Andrew_Johnson
"George_Herbert,_13th_Earl_of_Pembroke","Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne"
Carl_Albert,Gerald_Ford
Ashiq_Hussain,Richard_Axel
Fawn_Hall,Rob_Lowe
Arvid_Horn,Nils_Gyldenstolpe_(1642–1709)
Mehdi_Karroubi,Ali_Akbar_Nategh-Nouri
John_F._Schwegmann,John_G._Schwegmann
Luci_Baines_Johnson,Lady_Bird_Johnson
Shafi_Goldwasser,Manuel_Blum
Beatrice_of_Castile_(1293–1359),"Maria_of_Portugal,_Queen_of_Castile"
Alfonso_XIII_of_Spain,Juan_Carlos_I_of_Spain
Christy_Clark,Judith_Guichon
Javed_Akhtar,Farhan_Akhtar
"Margaret_Wake,_3rd_Baroness_Wake_of_Liddell","Edmund,_2nd_Earl_of_Kent"
Andrew_Jackson_Donelson,Edward_A._Hannegan
Heikki_Kovalainen,Kimi_Räikkönen
David_Paterson,Andrew_Cuomo
Pierre_de_Monte,Philip_II_of_Spain
Roger_Ing,Jackson_Pollock
Franjo_Tuđman,Josip_Manolić
John_III_of_Sweden,Sigismund_III_Vasa
"Tancred,_King_of_Sicily",William_II_of_Sicily
"Valerie_Amos,_Baroness_Amos",Tony_Blair
Clementine_Churchill,George_VI
Thihapate_of_Tagaung,Swa_Saw_Ke
Doug_Williams_(Days_of_Our_Lives),Bill_Hayes_(actor)
Thado_Dhamma_Yaza_I_of_Prome,Thado_Dhamma_Yaza_II_of_Prome
Tony_Richardson,Natasha_Richardson
Snehalata_Reddy,Ramana_Reddy
George_III_of_the_United_Kingdom,"Prince_Frederick,_Duke_of_York_and_Albany"
Carlos_Andrés_Pérez,Claudio_Fermín
John_Huston,Danny_Huston
Jean_Crowder,Jack_Layton
Kathleen_Troia_McFarland,Richard_Nixon
Lloyd_Omdahl,William_L._Guy
Sergei_Sidorsky,Alexander_Lukashenko
"Sir_William_Williams,_1st_Baronet,_of_Gray's_Inn",Charles_II_of_England
Maria_of_Brunswick-Lüneburg,"Hedwig_of_Brandenburg,_Duchess_of_Brunswick-Wolfenbüttel"
Zafar_Chaudhry,Zulfikar_Ali_Bhutto
"George_Talbot,_6th_Earl_of_Shrewsbury","Gilbert_Talbot,_7th_Earl_of_Shrewsbury"
Charles_the_Bold,Philip_the_Good
Evelyn_Keyes,Mike_Todd
John_Edward_Sears,"Vere_Ponsonby,_9th_Earl_of_Bessborough"
"Louis_Thomas,_Count_of_Soissons","Eugene_Maurice,_Count_of_Soissons"
Róża_Potocka_(1780–1862),Stanisław_Szczęsny_Potocki
Andrei_Gromyko,Alexei_Kosygin
Archduke_Leopold_Salvator_of_Austria,Princess_Maria_Immaculata_of_Bourbon-Two_Sicilies_(1844–1899)
Butler_B._Hare,Hampton_P._Fulmer
List_of_The_Producers_characters,Brad_Oscar
Arthur_P._Hayne,"James_Chesnut,_Jr."
Alice_Eve,Trevor_Eve
Princess_Christina_of_the_Netherlands,Juliana_of_the_Netherlands
Wilfrid_Laurier,Edward_VII
Hedwig_of_Holstein,"Gerhard_I,_Count_of_Holstein-Itzehoe"
Gratian,Theodosius_I
Michael_Chow_(restaurateur),Zhou_Xinfang
Princess_Alexandra_of_Saxe-Coburg_and_Gotha,"Alfred,_Duke_of_Saxe-Coburg_and_Gotha"
Boba_Fett,Alan_Rosenberg
Tom_Sturridge,Charles_Sturridge
Ronald_Reagan,George_H._W._Bush
Hilda_González_de_Duhalde,Cristina_Fernández_de_Kirchner
Samuel_Smith_(Connecticut_politician),Christopher_Comstock
Prince_Basundhara_of_Nepal,Tribhuvan_of_Nepal
Jack_O'Neill,Dean_Devlin
"John_IV,_Duke_of_Brittany",John_of_Montfort
John_Russell_(Ohio_politician),Rutherford_B._Hayes
Liu_Yongqing,Peng_Liyuan
Chester_Loomis,William_H._Seward
"Philip_Snowden,_1st_Viscount_Snowden","Sir_William_Coddington,_1st_Baronet"
Stuart_Holland,Neil_Kinnock
Lucy_Turnbull,Robert_Hughes_(critic)
John_Redmond,Charles_Stewart_Parnell
Blythe_Danner,Jake_Paltrow
Jennifer_Aniston,Nancy_Dow
Mehmed_the_Conqueror,Murad_II
Duke_Anthony_Ulrich_of_Brunswick,Ivan_VI_of_Russia
Reza_Davood_Nejad,Asal_Badiee
"Henry_Grey,_3rd_Earl_Grey",Queen_Victoria
Dhamma_Dewi_of_Toungoo,Shin_Myo_Myat
"Bernard_Freyberg,_1st_Baron_Freyberg",George_VI
Kenneth_Clarke,Gordon_Brown
Robert_F._Kennedy,Kerry_Kennedy
Afonso_III_of_Portugal,Sancho_I_of_Portugal
Edward_McTiernan,James_Scullin
Jomo_Kenyatta,Daniel_arap_Moi
Grover_Cleveland,Augustus_Hill_Garland
Sirikit,Vajiralongkorn
Ottokar_II_of_Bohemia,Wenceslaus_I_of_Bohemia
Husayn_ibn_Ali,Ali
Akkineni_Nagarjuna,Akkineni_Nageswara_Rao
Mike_Deasy,Barbra_Streisand
"Hugh_Percy,_3rd_Duke_of_Northumberland",George_IV_of_the_United_Kingdom
Antonio_Diaz,Ramon_Magsaysay
Mark_Powell_(photographer),Diane_Arbus
Grand_Duke_Paul_Alexandrovich_of_Russia,Natalia_Pavlovna_Paley
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat","Charles_II,_Duke_of_Mantua_and_Montferrat"
Allen_Ludden,Robert_Earle
John_Kerry,Jack_Lew
Lex_Luthor,Jerry_Siegel
George_Leveson-Gower,William_Ewart_Gladstone
Sergey_Muromtsev,Nicholas_II_of_Russia
Steven_T._Kuykendall,Jane_Harman
Regina_Mills,Queen_of_Hearts_(Alice's_Adventures_in_Wonderland)
Gene_Tunney,Jack_Dempsey
Chrissie_Williams,Tina_Hobley
John_Emmett_Carland,William_Howard_Taft
Bob_Younger,Henry_Washington_Younger
Granville_Ryrie,James_Scullin
John_Pym,"William_Russell,_1st_Duke_of_Bedford"
Mustafa_IV,Abdul_Hamid_I
Milton_H._Bren,Donald_Bren
Michele_J._Sison,George_W._Bush
Christian_William_of_Brandenburg,Catherine_of_Brandenburg-Küstrin
Simone_Hines,Whitney_Houston
Michelle_of_Valois,Bonne_of_Artois
Shatrughna,Subahu
Prince_Maximilian_of_Baden,"Berthold,_Margrave_of_Baden"
