Henry_Hadaway,Marvin_Gaye
Abi-Eshuh,Samsu-iluna
Margarita_Isabel,Socorro_Bonilla
Cassius_Marcellus_Clay_(politician),Simon_Cameron
Sun_Yat-sen,Yuan_Shikai
John_Cartwright_(British_politician),Shirley_Williams
Charan_Das_Mahant,Karuna_Shukla
Sohail_Khan,Salman_Khan
John_Quincy_Adams,Richard_Rush
"Robert_Sidney,_2nd_Earl_of_Leicester","Robert_Sidney,_1st_Earl_of_Leicester"
Ron_Thaler,Dweezil_Zappa
Harmon_Caldwell_Drew,J._Frank_McInnis
John_Winslow_Bissell,Ronald_Reagan
"Ronald_McNeill,_1st_Baron_Cushendun","Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood"
Germán_Zea_Hernández,Alfonso_López_Michelsen
Christopher_Coppola,Roman_Coppola
Christopher_Plummer,Elaine_Taylor_(actress)
"Frederick_Stanley,_16th_Earl_of_Derby",William_Ewart_Gladstone
Tony_Richardson,Vanessa_Redgrave
Henry_Sturgis_Morgan_Jr.,Henry_Sturgis_Morgan
Marshall_McDonald,Benjamin_Harrison
Suleiman_the_Magnificent,Selim_I
"Francis_Fane,_1st_Earl_of_Westmorland","Christopher_Hatton,_1st_Baron_Hatton"
César_Ramírez_(actor),Alicia_Vergel
William_Colby,George_H._W._Bush
Bhupinder_Singh_Hooda,Om_Prakash_Chautala
Mike_Sullivan_(governor),Jean_Kennedy_Smith
Tom_Kettle,William_Redmond_(1886–1932)
Li_Peng,Jiang_Zemin
Edward_Cullen,Bella_Swan
Robert_Peel,"Thomas_Spring_Rice,_1st_Baron_Monteagle_of_Brandon"
Islam_Karimov,Oʻtkir_Sultonov
Halvdan_Koht,"Edvard_Bull,_Sr."
Helena_Bergström,Colin_Nutley
Ferdinand_Marcos,Imelda_Marcos
Richard_Barclay_Surrick,Bill_Clinton
Carte_Goodwin,Jay_Rockefeller
John_Betts_(Connecticut_politician),Joseph_Platt
Ashikaga_Yoshimitsu,Ashikaga_Yoshiakira
Terrel_Bell,Richard_Nixon
Richard_Chichester_du_Pont,Alice_du_Pont_Mills
"Edward_Stanley,_17th_Earl_of_Derby",Harold_Tennant
Vic_Mackey,Shawn_Ryan
Rupilia,Marcus_Annius_Verus
George_H._W._Bush,Lynn_Morley_Martin
Tom_Parker_Bowles,Annabel_Elliot
Laura_Boldrini,Sergio_Mattarella
P._Subbarayan,Anthony_de_Mello_(cricket_administrator)
"Violet_Attlee,_Countess_Attlee",Clement_Attlee
Rewati_Raman_Singh,Kanak_Lata_Singh
Bathsheba_Nell_Crocker,Esther_Brimmer
Effat_Marashi,Khojaste_Bagherzadeh
"Maurice_Hankey,_1st_Baron_Hankey",Neville_Chamberlain
Edith_Ramirez,Barack_Obama
Victoria_Lord,Erika_Slezak
Michael_Stivic,Archie_Bunker
Bob_Ainsworth,Ed_Miliband
Panteleimon_Ponomarenko,Leonid_Brezhnev
Barbara_Bush,Ronald_Reagan
Steve_Booker_(producer),Lisa_Marie_Presley
Arthur_Seyss-Inquart,Adolf_Hitler
Jim_Henson,Statler_and_Waldorf
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston",Arthur_Balfour
Dick_Clark,John_Davidson_(entertainer)
Vineeth_Sreenivasan,Dhyan_Sreenivasan
Rab_Butler,Winston_Churchill
Samuel_Freeman_Miller,Abraham_Lincoln
Richard_Erdman_(artist),Michelangelo
Herbert_Hoover,Joshua_W._Alexander
Carlos_Prío_Socarrás,Félix_Lancís_Sánchez
Carlo_Rizzi_(The_Godfather),Connie_Corleone
"Frederick_Stanley,_16th_Earl_of_Derby",John_A._Macdonald
Arch_A._Moore_Jr.,Cecil_H._Underwood
Lady_Pansy_Lamb,Henry_Lamb
Lincoln_Chafee,Sheldon_Whitehouse
William_D._Kelley,John_E._Reyburn
Anne_Cox_Chambers,Charles_H._Price_II
Ronald_E._Neumann,George_W._Bush
Shehbaz_Sharif,Asif_Ali_Zardari
Jaime_Lannister,Cersei_Lannister
"John_P._Poe,_Sr.",William_Pinkney_Whyte
Charles_Warren_Stone,Chauncey_Forward_Black
Nawaz_Sharif,Moeenuddin_Ahmad_Qureshi
Donald_C._Winter,Barack_Obama
Bill_Feldman,Jon_Sullivan
Snow_White_(Disney),Ginnifer_Goodwin
Charles_Baring,Henry_Villiers
Samuel_Fitch,Thomas_Benedict_(II)
Raj_Kapoor,Narendra_Nath
Julio_Iglesias_Sr.,Julio_Iglesias_Jr.
Sylvia_Llewelyn_Davies,Angela_du_Maurier
Kalvakuntla_Chandrashekar_Rao,Manmohan_Singh
Kim_Il-sung,Choe_Yong-gon_(army_commander)
Ionia_Rollin_Whipper,Leigh_Whipper
Józef_Piłsudski,Maria_Piłsudska
"Charles_Paulet,_2nd_Duke_of_Bolton","Charles_Paulet,_1st_Duke_of_Bolton"
Jack_Bauer,Kiefer_Sutherland
Edward_Tiffin,Charles_Willing_Byrd
William_Rolleston,Mary_Rolleston
Alfonso_López_Pumarejo,Eduardo_Santos
Myron_Herbert_Thompson,Jimmy_Carter
Margaret_Trudeau,Maryon_Pearson
George_Mason_II,George_Mason
Ashtar_Ausaf_Ali,Nawaz_Sharif
Pete_Rouse,Barack_Obama
Roger_Hunt_(speaker),Thomas_Chaucer
Marcia_Morales_Howard,George_W._Bush
Cassius_Marcellus_Clay_(politician),Andrew_Johnson
Pacencia_Laurel,José_P._Laurel
Benjamin_Franklin,Thomas_Jefferson
Kung_Tsui-chang,Ma_Ying-jeou
"Henrietta_Godolphin,_2nd_Duchess_of_Marlborough","John_Churchill,_1st_Duke_of_Marlborough"
Huang_Min-hui,Ma_Ying-jeou
Ashok_Bhattacharya,Gopalkrishna_Gandhi
Andy_Lau,Leon_Lai
Simba,Joseph_Williams_(musician)
Todd_Palin,Lynne_Cheney
Preneet_Kaur,Manmohan_Singh
Michael_B._Thornton,Barack_Obama
David_Miller_(Canadian_politician),Rob_Ford
Siân_Phillips,Robin_Sachs
Franjo_Tuđman,Franjo_Gregurić
Grandma_Tracy,Gordon_Tracy
Jalal_Talabani,Ayad_Allawi
Jonathan_Belcher,William_Tailer
Shimon_Peres,Yitzhak_Rabin
Eleanor_%22Sis%22_Daley,Patrick_R._Daley
M._K._A._D._S._Gunawardana,Mahinda_Rajapaksa
Catherine_Dickens,Charles_Dickens
"Heneage_Finch,_4th_Earl_of_Aylesford","William_Cavendish-Bentinck,_3rd_Duke_of_Portland"
Langdon_Cheves,James_Madison
Nancy_Pelosi,Dick_Gephardt
Vivien_Leigh,John_Merivale
Hans_Mark,Jimmy_Carter
Matthew_Marvin_Jr.,Samuel_Hayes_(settler)
Wen_Jiabao,Xi_Jinping
Hernán_Cortés,Alonso_de_Zuazo
Nancy-Ann_DeParle,Barack_Obama
Željko_Reiner,Andrija_Hebrang_(son)
Viktor_Yanukovych,Yuriy_Yekhanurov
John_Cummins_Edwards,Peter_Garland_Glover
Bilawal_Bhutto_Zardari,Asif_Ali_Zardari
Islamuddin_Shaikh,Nawaz_Sharif
Emma_Minnie_Boyd,Guy_Boyd_(sculptor)
Tauquir_Ahmed,Bipasha_Hayat
"Charles_Paulet,_2nd_Duke_of_Bolton",Charles_II_of_England
Liesel_Pritzker_Simmons,Robert_Pritzker
"Gwendolen_Guinness,_Countess_of_Iveagh","Rupert_Guinness,_2nd_Earl_of_Iveagh"
José_Sarney,Garibaldi_Alves_Filho
Maurice_Duplessis,Paul_Sauvé
Raúl_Castro,José_Ramón_Machado_Ventura
Han_Solo,Perry_King
Ivana_Trump,Donald_Trump
Countess_Eloise_of_Orange-Nassau_van_Amsberg,Princess_Laurentien_of_the_Netherlands
Jack_Hemingway,Hadley_Richardson
Leonard_Isitt_(minister),Tommy_Taylor_(politician)
Chico_Marx,Harpo_Marx
Heinrich_Carl_von_Schimmelmann,Caroline_von_Schimmelmann
Barbara_Boggs_Sigmund,Cokie_Roberts
"Thomas_Howard,_1st_Earl_of_Berkshire",Thomas_Fanshawe
Eddie_Fisher_(singer),Connie_Stevens
Michael_Minkler,Lee_Minkler
Hunter_Tootoo,Dominic_LeBlanc
Paul_McGann,Joe_McGann
Garret_FitzGerald,Mabel_McConnell_Fitzgerald
Richard_Tee,Aretha_Franklin
Sung_Kim,George_W._Bush
Richie_Cunningham,Ron_Howard
Pierre_Louis-Dreyfus,Charles_Louis-Dreyfus
Paul_Dhinakaran,D._G._S._Dhinakaran
Gordon_Giffin,Bill_Clinton
G_M_Quader,Sheikh_Hasina
Pat_Phoenix,Cherie_Blair
Lenny_Waronker,Simon_Waronker
Harry_Connick_Sr.,Eddie_Jordan_(attorney)
Leslie_H._Southwick,George_W._Bush
"Henry_Maxwell,_7th_Baron_Farnham","Henry_Maxwell,_6th_Baron_Farnham"
"Louisa_Hamilton,_Duchess_of_Abercorn","John_Russell,_6th_Duke_of_Bedford"
Edith_Roosevelt,Cornelia_Cole_Fairbanks
Mike_Gallacher,Steve_Whan
Idries_Shah,Arthur_J._Deikman
Ian_Watmore,Michael_Barber_(educationist)
William_S._Burroughs,Ken_Kesey
William_C._Price,Abraham_Lincoln
Woodrow_Wilson,Thomas_R._Marshall
"Charles_Wellesley,_9th_Duke_of_Wellington",Tom_Spencer_(politician)
David_J._Lane_(ambassador),Barack_Obama
Heinrich_Himmler,Erhard_Heiden
Abdul_Razak_Hussein,Yahya_Petra_of_Kelantan
Franklin_D._Roosevelt,Harry_S._Truman
Gladys_Knight,Aretha_Franklin
Brian_Griffin,Meg_Griffin
"Patrick_Jenkin,_Baron_Jenkin_of_Roding","Stanley_Orme,_Baron_Orme"
Kasia_Livingston,Britney_Spears
Fernando_de_la_Rúa,Inés_Pertiné_Urien
Peter_Hermann_(actor),Mariska_Hargitay
Jericho_Petilla,Benigno_Aquino_III
Albert_Edward_Matthews,"Harold_Alexander,_1st_Earl_Alexander_of_Tunis"
John_Moten,Bob_Hawke
Bran_Stark,Robb_Stark
Bibliography_of_Ulysses_S._Grant,Andrew_Johnson
Mitch_O'Farrell,Eric_Garcetti
Bernardo_Mattarella,Giovanni_Leone
Eliza_Ann_Otis,Otis_Chandler
Pam_Dawber,Mark_Harmon
Ali_ibn_Husayn_Zayn_al-Abidin,Sukayna_bint_Husayn
Henry_Tazewell,Samuel_Livermore
Adelbert_Ames,Jefferson_Davis
Louis_Susman,Barack_Obama
"James_Hamilton,_Duke_of_Châtellerault","James_Hamilton,_1st_Earl_of_Arran"
Maurice_J._Murphy_Jr.,Ted_Kennedy
Kjeld_Kirk_Kristiansen,Godtfred_Kirk_Christiansen
Brad_Carson,Barack_Obama
Harold_Ford_Jr.,Barack_Obama
Abdul_Hamid_(politician),Sheikh_Hasina
Frank_Crean,Gough_Whitlam
William_M._Lanning,William_Howard_Taft
"Edward_Smith-Stanley,_14th_Earl_of_Derby","John_Russell,_1st_Earl_Russell"
Lee_Kuan_Yew,Lim_Yew_Hock
David_Andersen_(goldsmith),Ivar_David-Andersen
Josiah_Bartlett,John_Taylor_Gilman
Richard_Mell,Rod_Blagojevich
Forceythe_Willson,Edgar_Allan_Poe
Ulysses_S._Grant,Zachariah_Chandler
Kim_Carnes,David_Cassidy
Ali_ibn_Husayn_Zayn_al-Abidin,Sukayna_bint_Husayn
Ravi_Raghavendra,Rajinikanth
"Grey_Ruthven,_2nd_Earl_of_Gowrie",Margaret_Thatcher
Zhang_Zuolin,Duan_Qirui
Prince_Maximilian_of_Baden,Princess_Marie_Louise_of_Hanover
Rosalind_Hursthouse,Philippa_Foot
Ellis_Arthur_Franklin,Helen_Bentwich
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough",Winston_Churchill
Gilbert_Ryle,Arthur_Schopenhauer
Fazlollah_Zahedi,Mohammad_Reza_Pahlavi
Jack_Carter_(politician),Jimmy_Carter
Daniel_O'Connell,Robert_Hutton
"George_Lascelles,_7th_Earl_of_Harewood","Henry_Lascelles,_6th_Earl_of_Harewood"
Saundra_Brown_Armstrong,George_H._W._Bush
Anna_Morton,Benjamin_Harrison
Francis_Rivett,Richard_Cromwell
Serge_Youriévitch,Edward_George_Warris_Hulton
Les_AuCoin,Ed_Lindquist
Lindsay_Thompson,Rupert_Hamer
Bobby_Baccalieri,Janice_Soprano
Mary_Todd_Lincoln,Abraham_Lincoln
Henry_Bell_Gilkeson,Samuel_Lightfoot_Flournoy
Massimo_Marone,Bradley_Bell
James_Boswell,"Alexander_Boswell,_Lord_Auchinleck"
Tokugawa_Iemitsu,Tokugawa_Hidetada
Nathaniel_Smith,Nathan_Smith_(senator)
Edward_L._Romero,Bill_Clinton
Timeline_of_the_first_prime_ministership_of_Winston_Churchill,Neville_Chamberlain
James_F._Holderman,Ronald_Reagan
Somnath_Chatterjee,Meira_Kumar
Sheila_Dikshit,P._Sathasivam
Muhammad_Zafar_Ullah_Khan_Dhandla,Nawaz_Sharif
"Thomas_Villiers,_1st_Earl_of_Clarendon","Edward_Smith-Stanley,_12th_Earl_of_Derby"
Myrta_Pulliam,Ben_Quayle
Katharine_Sergeant_Angell_White,Ernest_Angell
Godfrey_Diamond,Frank_Sinatra
Samuel_Hanford,John_Betts_(Connecticut_politician)
Rahm_Emanuel,Barack_Obama
Robb_Stark,Sansa_Stark
Satyajit_Ray,Bijoya_Ray
Mary_Rockefeller,Nelson_Rockefeller
"Michael_Havers,_Baron_Havers",Margaret_Thatcher
Edward_J._Damich,Bill_Clinton
Derek_Marlowe,Ernest_Hemingway
John_Copp,Samuel_Keeler
"Francis_E._Meloy,_Jr.",Richard_Nixon
Ned_Stark,Sebastian_Croft
"George_Lascelles,_7th_Earl_of_Harewood","Henry_Lascelles,_6th_Earl_of_Harewood"
Ivone_Kirkpatrick,Winston_Churchill
Ulysses_S._Grant,Alphonso_Taft
Marcella_Araica,Britney_Spears
Elenita_Binay,Jejomar_Binay
"Robin_Leigh-Pemberton,_Baron_Kingsdown","Edward_George,_Baron_George"
Nathan_Goff_Jr.,John_J._Parker
Xi_Zhongxun,Li_Weihan
Carol_Arthur,Dom_DeLuise
Eva_Bergman,Lena_Bergman
Rishi_Kapoor,Ritu_Nanda
Steve_Jobs,Tim_Cook
Benjamin_Hickox,Joseph_Platt
Reg_Prentice,Margaret_Thatcher
Garret_FitzGerald,Michael_O'Kennedy
William_Thorne_Buckland,Alfred_Buckland
Gamini_Lokuge,Chandrika_Kumaratunga
John_King_Jr.,Barack_Obama
Jean_Chrétien,Erik_Nielsen
Taylor_Sherman,Eliphalet_Lockwood
Dasharatha,Kaikeyi
Eugenio_Derbez,Victoria_Ruffo
"George_Calvert,_1st_Baron_Baltimore",Jerome_Horsey
Sallah,Indiana_Jones
David_G._Trager,Bill_Clinton
John_Aspinwall_Roosevelt,Eleanor_Roosevelt
George_Smathers,Claude_Pepper
"Alistair_Vane-Tempest-Stewart,_9th_Marquess_of_Londonderry","Robin_Vane-Tempest-Stewart,_8th_Marquess_of_Londonderry"
Robert_Louis_Stevenson,Edgar_Allan_Poe
Otto_von_Bismarck,Prince_Adolf_zu_Hohenlohe-Ingelfingen
List_of_Monk_characters,Jarrad_Paul
Nikita_Khrushchev,Nina_Petrovna_Khrushcheva
Martin_Cauchon,Paul_Martin
Bonar_Law,William_Alexander_(Glasgow_MP)
Heather_Langenkamp,David_LeRoy_Anderson
Daud_Khan_Achakzai,Nawaz_Sharif
Harry_Reid,Dean_Heller
John_Adams,George_Washington
Mallika_Sukumaran,Jagathy_Sreekumar
David_Wilson_(barrister),William_Hardy_Wilson
Usher_L._Burdick,John_Burke_(politician)
Paul_Warner_(judge),George_W._Bush
Indira_Gandhi,Charan_Singh
Faiszer_Musthapha,Ranil_Wickremesinghe
William_A._Clark,Lee_Mantle
Kenneth_S._Apfel,Bill_Clinton
Michael_Korda,Gabriel_García_Márquez
Lynn_Redgrave,Joely_Richardson
"James_Stanhope,_7th_Earl_Stanhope",Winston_Churchill
P._Ravi_Shankar,Aadi_(Telugu_actor)
Stephen_C._Phillips,Leverett_Saltonstall_I
Seth_Cohen,Hailey_Nichol
Albert_Francis_Judd,Stephen_Henry_Phillips
Peter_Thorneycroft,Winston_Churchill
Suleiman_Frangieh,Charles_Helou
Dora_Bakoyannis,Dimitris_Avramopoulos
Paul_Gordon_(musician),Lisa_Marie_Presley
Joseph_A._Greenaway_Jr.,Barack_Obama
Peter_A._Peyser,Bruce_F._Caputo
Alec_Douglas-Home,Harold_Macmillan
Philip_Green,Tina_Green
Alfred_Roberts,Mark_Thatcher
Farouk_al-Sharaa,Bashar_al-Assad
Ronald_I._Spiers,Richard_Nixon
Lila_Mayoral_Wirshing,Rafael_Hernández_Colón
Michael_W._Fitzgerald,Barack_Obama
Shirley_Kuo,Ni_Wen-ya
Harry_F._Barnes,Bill_Clinton
Zakir_Hasanov,Ilham_Aliyev
Susilo_Bambang_Yudhoyono,Megawati_Sukarnoputri
"James_Caulfeild,_3rd_Earl_of_Charlemont","Archibald_Acheson,_2nd_Earl_of_Gosford"
Charles_Byron_Renfrew,Richard_Nixon
Mochtar_Kusumaatmadja,Mujono
Angela_Hitler,Alois_Hitler
Jerry_Brown,Ronald_Reagan
Chiang_Kai-shek,Soong_Mei-ling
Thomas_Morgan_(of_Machen),Richard_Cromwell
Billy_Davis_(Mississippi_politician),Ronald_Reagan
Andrei_Kirilenko_(politician),Leonid_Brezhnev
Alan_Steelman,Earle_Cabell
Styles_Bridges,Leverett_Saltonstall
Cornelius_Vanderbilt_II,William_Henry_Vanderbilt
Lynne_Cheney,Ronald_Reagan
James_Lockwood_(Connecticut_politician),Joseph_Platt
Claudia_Joy_Holden,Kim_Delaney
Henry_Cabot_Lodge,Augustus_Octavius_Bacon
Frank_Olley,Stephen_Lusher
Nigel_Lawson,"Nicholas_Ridley,_Baron_Ridley_of_Liddesdale"
Masagos_Zulkifli,Lee_Hsien_Loong
Adhil_Bakeer_Markar,Imthiaz_Bakeer_Markar
Xi_Zhongxun,Lu_Dingyi
Kirk_Humphreys,Ron_Norick
Dharmendra,Hema_Malini
Joan_Collins,Anthony_Newley
Andrew_Jackson,John_Forsyth_(Georgia)
Hafez_al-Assad,Abdul_Rahman_Khleifawi
Cindy_McCain,Jim_Hensley
Élie_Lescot,Franck_Lavaud
Thomas_S._Weston,Joseph_Petrie
Tony_Blair,David_Reed_(politician)
John_Read_(Connecticut_politician),Joseph_Platt
Merric_Boyd,Frederick_McCubbin
Priscilla_Presley,Riley_Keough
Sulla,Lucius_Porcius_Cato
Harry_Payne_Whitney,Gertrude_Vanderbilt_Whitney
Mark_Filip,George_W._Bush
Peter_Buell_Porter,John_M._Bowers
"Frederick_Stanley,_16th_Earl_of_Derby","Gathorne_Gathorne-Hardy,_1st_Earl_of_Cranbrook"
"Fernando_Álvarez_de_Toledo,_3rd_Duke_of_Alba","Fadrique_Álvarez_de_Toledo,_4th_Duke_of_Alba"
Edith_Roosevelt,Ida_Saxton_McKinley
Charles_Maurras,Charles_de_Gaulle
George_Brinton_McClellan_Harvey,John_W._Davis
Edgar_Bronfman_Sr.,Phyllis_Lambert
Claire_McCaskill,Matt_Blunt
Anand_Paranjpe,Sanjeev_Naik
Guru_Gobind_Singh,Guru_Tegh_Bahadur
Ivo_Daalder,Barack_Obama
Niki_Evans,Celine_Dion
"Stapleton_Cotton,_1st_Viscount_Combermere",Edward_Paget
John_Babington_Macaulay_Baxter,Thomas_Bell_(politician)
Becky_Bereswill,Phillip_Mills
Martin_Welker,Charles_Taylor_Sherman
Otto_von_Bismarck,"William_I,_German_Emperor"
James_Hutchinson_(musician),Bonnie_Raitt
Anton_LaVey,Blanche_Barton
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough","George_Spencer-Churchill,_8th_Duke_of_Marlborough"
Frederick_H._Gillett,Nicholas_Longworth
Jonathan_W._Daniels,Harry_S._Truman
Ghulam_Ishaq_Khan,Nawaz_Sharif
John_Wanamaker,Donald_M._Dickinson
Vera_Brittain,George_Catlin_(political_scientist)
Sidney_L._Jones,Gerald_Ford
Andrew_Peacock,Joe_Berinson
John_Hollander,Anne_Hollander
Abd_Manaf_ibn_Qusai,Muhammad
Eva_Henning,Hasse_Ekman
Daniel_Azro_Ashley_Buck,William_Cahoon
Barbara_Sinatra,Frank_Sinatra
Abigail_Fillmore,Jane_Pierce
Tyga,Kylie_Jenner
Alberto_Fujimori,Valentín_Paniagua
William_McChesney_Martin,Richard_Nixon
G._Harrold_Carswell,Richard_Nixon
"John_Montagu_Douglas_Scott,_7th_Duke_of_Buccleuch","William_Montagu_Douglas_Scott,_6th_Duke_of_Buccleuch"
John_Platt_(settler),Samuel_Hayes_(settler)
Rafic_Hariri,Selim_Hoss
William_Godwin,William_Thompson_(philosopher)
Adrian_Pennino,Talia_Shire
William_A._Atwood,George_E._Newell
Bettino_Craxi,Amintore_Fanfani
John_R._Bolton,George_H._W._Bush
William_G._Bradford,Gerald_Ford
Robert_F._Wagner_Jr.,Frank_E._McKinney
Marcus_Morton,Laban_Wheaton
Kyrano,Sylvia_Anderson
Leela_(Futurama),Katey_Sagal
James_B._Cunningham,Barack_Obama
Joop_den_Uyl,Ed_van_Thijn
Peter_Feaver,Bill_Clinton
"Robert_O._Blake,_Jr.",Barack_Obama
Lito_Banayo,Rodrigo_Duterte
Kathleen_Merrell_White,Arthur_Kent_White
Emilio_M._Garza,Ronald_Reagan
Manuel_Bulnes,José_Joaquín_Prieto
Christopher_Comstock,Samuel_Smith_(Connecticut_politician)
"Thelma_Furness,_Viscountess_Furness",Prince_Aly_Khan
David_Adkins_(actor),Laura_Linney
Goldie_Hawn,Gus_Trikonis
Anthony_J._Celebrezze,Abraham_A._Ribicoff
Charles_S._Whitehouse,G._McMurtrie_Godley
Robert_Louis_Stevenson,Vladimir_Nabokov
"Hugh_Percy,_2nd_Duke_of_Northumberland","Elizabeth_Percy,_Duchess_of_Northumberland"
Kenesaw_Mountain_Landis,James_Herbert_Wilkerson
Deacon_Sharpe,Bradley_Bell
William_Montagu_Manning,Elias_Weekes
Rebecca_Blank,Barack_Obama
Silvio_Berlusconi,Giorgio_Napolitano
Margaret_Thatcher,Harold_Macmillan
Hubba_bint_Hulail,Muhammad
Robert_S._Stevens,Attorneys_in_the_United_States
Margery_Wentworth,Marjory_Heath_Wentworth
Joop_den_Uyl,Barend_Biesheuvel
List_of_Emmerdale_characters_(2016),Emily_Head
David_E._Lilienthal,Franklin_D._Roosevelt
Neil_Winters,Kristoff_St._John
"Lavinia_Spencer,_Countess_Spencer",Margaret_Bingham
Sharad_Pawar,Sudhakarrao_Naik
Roy_Ash,Richard_Nixon
C._R._Smith,Lyndon_B._Johnson
Thirteenth_Aunt,Rosamund_Kwan
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Sir_Edward_Hales,_1st_Baronet"
Johanna_von_Puttkamer,Otto_von_Bismarck
Julius_Dettmann,Anne_Frank
Earl_Long,Russell_B._Long
Pieter_van_Vollenhoven,Princess_Margriet_of_the_Netherlands
Goofy,George_Johnson_(actor)
Ali_Mamlouk,Bashar_al-Assad
Miles_Hobart,"Sir_William_Hicks,_1st_Baronet"
William_Pember_Reeves,Richard_Seddon
Amyntas_IV_of_Macedon,Philip_II_of_Macedon
S._W._R._D._Bandaranaike,Dudley_Senanayake
Marilyn_P._Johnson,Jimmy_Carter
William_Stevenson_(athlete),John_D._Hickerson
Yang_Ye__Yang_Ye__1,She_Saihua
David_Hale_(diplomat),George_W._Bush
José_Eduardo_dos_Santos,Fernando_José_de_França_Dias_Van-Dúnem
"Robert_Sidney,_2nd_Earl_of_Leicester",George_Fane_(of_Burston)
David_Alan_Stevenson,David_Stevenson_(engineer)
Lila_Mayoral_Wirshing,Rafael_Hernández_Colón
Robert_J._Cindrich,Bill_Clinton
Norina_Matchabelli,Meher_Baba
Lawrence_Berry_Washington,Benjamin_Franklin_Washington
Michael_Gaughan_(businessman),Jackie_Gaughan
List_of_Dune_secondary_characters,Lady_Jessica
"Rose_Leveson-Gower,_Countess_Granville","Cecilia_Bowes-Lyon,_Countess_of_Strathmore_and_Kinghorne"
Sacagawea,Toussaint_Charbonneau
Thomas_Gladstone,William_Evans_(1788–1856)
Abraham_Tolentino,Jesus_Crispin_Remulla
Joseph_Brittan,John_Hall_(New_Zealand_politician)
Alanson_B._Houghton,Lewis_Henry
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Arthur_Balfour
"William_Clayton,_1st_Baron_Sundon","George_Edgcumbe,_1st_Earl_of_Mount_Edgcumbe"
Bill_Hudson_(singer),Goldie_Hawn
William_Cabell_Rives,John_Tyler
Christine_Chow_Ma,Ma_Ying-jeou
David_Stevenson_(engineer),Robert_Stevenson_(civil_engineer)
Alphonso_Taft,J._Donald_Cameron
Alessandra_Mussolini,Romano_Mussolini
"David_Ogilvy,_11th_Earl_of_Airlie","David_Ogilvy,_12th_Earl_of_Airlie"
Jimmy_Hanley,Dinah_Sheridan
Zaphod_Beeblebrox,Mark_Wing-Davey
Emily_C._Hewitt,Barack_Obama
Federico_Laredo_Brú,Miguel_Mariano_Gómez
Adam_Cheng,Teresa_Carpio
Benjamin_Harrison,Mary_Dimmick_Harrison
Vivien_Duffield,Natasha_Wightman
Francis_Terry_McNamara,Ronald_Reagan
Joseph_Brittan,John_Rolleston_(New_Zealand_politician)
Cliff_Fletcher,Floyd_Smith
Howard_Moscoe,Josh_Colle
Janice_Charette,Justin_Trudeau
"Robert_Hobart,_4th_Earl_of_Buckinghamshire","Robert_Dundas,_2nd_Viscount_Melville"
Taqi_al-Din_al-Nabhani,Umar
Pandolfo_IV_Malatesta,Cesare_Borgia
Ron_Brown_(U.S._politician),Bill_Clinton
"Arthur_Wellesley,_1st_Duke_of_Wellington","Henry_John_Temple,_3rd_Viscount_Palmerston"
Jill_Parrish,Barack_Obama
Paul_Atreides,Princess_Irulan
Oliver_J._Flanagan,Liam_Cosgrave
Denise_Cote,Bill_Clinton
John_Danforth,George_W._Bush
"Charles_Grey,_2nd_Earl_Grey",Lord_William_Russell
Joey_Smallwood,Charles_Ballam
John_Marvin_(Connecticut_politician),Samuel_Hanford
William_Paul_Jarrett,Henry_Alexander_Baldwin
Tony_Blinken,Barack_Obama
George_Bryan_Porter,Stevens_T._Mason
Mat_Ranillo_III,Gloria_Sevilla
Thabo_Mbeki,Phumzile_Mlambo-Ngcuka
Pat_Quinn_(ice_hockey),Ken_Dryden
Vladimir_Nabokov,John_Banville
Carmela_Corleone,Francesca_De_Sapio
James_Farley,Franklin_D._Roosevelt
Tom_Horne,Terry_Goddard
Beryl_Wayne_Sprinkel,Ronald_Reagan
Archibald_Alexander,William_S._Reid
John_Vernou_Bouvier_III,Edith_Ewing_Bouvier_Beale
Vincent_Corleone,Fredo_Corleone
Carin_Hjulström,Niklas_Hjulström
Princess_Majeedah_Bolkiah,Hassanal_Bolkiah
Phyllida_Law,Eric_Thompson
William_Joseph_Haynes_Jr.,Bill_Clinton
David_I_of_Scotland,"Simon_I_de_Senlis,_Earl_of_Huntingdon-Northampton"
Elizabeth_Wolley,"Thomas_Egerton,_1st_Viscount_Brackley"
Jörn_Rausing,Kirsten_Rausing
Sir_William_Maule,Christina_de_Valognes
Vilasrao_Deshmukh,Jairam_Ramesh
"Geoffrey_Fitz_Peter,_1st_Earl_of_Essex",Hubert_Walter
Jean-Yves_Duclos,Justin_Trudeau
Konstantin_Balmont,Edgar_Allan_Poe
Gilbert_Hovey_Grosvenor,Mabel_Gardiner_Hubbard
Ruth_Baker_Pratt,William_W._Cohen
Paul_Kagame,Pierre_Habumuremyi
Marcus_Mumford,Carey_Mulligan
Prabhu_(actor),Ramkumar_Ganesan
Jalal_Talabani,Fuad_Masum
George_Keith_Taylor,John_Adams
Thomas_S._Kleppe,Gerald_Ford
John_Smith_(Vermont),Ebenezer_N._Briggs
John_Howard_Dalton,Bill_Clinton
