The_Paradise_Suite_(Armchair_Theatre),Sam_Wanamaker
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1983),Wil_Shriner
The_Battle_Against_Berlin,Raimondo_Van_Riel
Disorder_in_the_Court,Jules_White
Crayon_Shin-chan:_The_Storm_Called:_Yakiniku_Road_of_Honor,Satomi_Kōrogi
No_Way_Out_(1987_film),Howard_Duff
First_Love_(1978_film),Ornella_Muti
Cry_of_Battle,Eddie_Romero
Rollin'_with_Saget,Bob_Saget
The_Shrink_Is_In,David_James_Elliott
Fear(s)_of_the_Dark,Arthur_H
The_Strawberry_Roan,Armand_Schaefer
Daivanamathil,Aryadan_Shoukath
Maine_Pyaar_Kyun_Kiya%3F,Sohail_Khan
Girl_with_Hyacinths,Göran_Strindberg
The_Moving_Finger_(short_story),Stephen_King
The_All_New_Popeye_Hour,Joseph_Barbera
Too_Much_Speed,Lucien_Littlefield
Clans_of_Intrigue,Gu_Long
For_Goodness_Sake,Bonnie_Hunt
Member_Berries,Trey_Parker
Lovespring_International,Jack_Plotnick
The_All_New_Popeye_Hour,William_Hanna
Puny_Express,Don_Patterson_(animator)
Rats_Like_Cheese,Robert_Butler_(director)
All_This_and_Rabbit_Stew,Robert_McKimson
Mickey_(1918_film),Mack_Sennett
Homicide:_Life_on_the_Street_(season_4),Jean_de_Segonzac
The_Night_Hawk_(1938_film),Robert_Livingston_(actor)
The_Pink_Panther_in:_A_Pink_Christmas,Friz_Freleng
Daphne_and_the_Pirate,D._W._Griffith
Vidukathai_(film),K._Balachander
Stagecoach_to_Monterey,Norman_S._Hall
Gameboy_Kids,Ng_Man-tat
The_Whoopee_Party,David_Hand_(animator)
Hardcastle_and_McCormick,Brian_Keith
Dastak,Hrishikesh_Mukherjee
Scooby-Doo_and_the_Cyber_Chase,Joseph_Barbera
The_Big_Circus,Irwin_Allen
Bhowani_Junction_(film),Abraham_Sofaer
Out_on_a_Limb_(film),Matthew_Broderick
Robert_and_Bertram_(1915_film),Ernst_Lubitsch
Burning_Gold_(1936_film),William_Boyd_(actor)
A_Day_in_the_Life_of_Ranger_Smith,Joseph_Barbera
Boom_Blox_Bash_Party,Steven_Spielberg
The_Chronicle_(TV_series),David_Straiton
Further_Instructions,Carlton_Cuse
Oliver_Twist_(1997_film),Stephen_Sommers
Deadly_Visions,Nicollette_Sheridan
Chandamama_Kathalu,Naresh_(actor)
The_Virginian_(season_2),Herschel_Daugherty
My_Life_as_a_Teenage_Robot,Chad_Doreck
Unico__film__1,Masao_Maruyama_(film_producer)
Muppets_from_Space,David_Arquette
Zombie_Lake,Howard_Vernon
"You're_a_Good_Sport,_Charlie_Brown",Bill_Melendez
Blame_Canada,Trey_Parker
The_Island_of_Women,Luis_Alcoriza
Against_the_Law_(1950_film),Pietro_Germi
Roseanna_McCoy,Farley_Granger
I_Surrender_Dear_(1948_film),Sam_Katzman
Le_avventure_di_Giacomo_Casanova,Mario_Bava
Little_Mother_(1929_film),Hal_Roach
Fräulein_(1958_film),Walter_Reisch
The_Imitation_Game,Óscar_Faura
Um_Menino_Muito_Maluquinho,Anna_Muylaert
The_World's_Greatest_Super_Friends,William_Hanna
Ted_(Buffy_the_Vampire_Slayer),David_Greenwalt
Sumangali_(1940_film),Chittor_V._Nagaiah
Is_My_Face_Red%3F,Joseph_Kane
Ziegfeld_Follies_(film),Esther_Williams
Hearts_and_Sparks,Roy_Del_Ruth
Gilda,Rudolph_Maté
Raguluthunna_Bharatham,Dasari_Narayana_Rao
Adhyayam_Onnu_Muthal,Balan_K._Nair
Una_aventura_llamada_Menudo,Johnny_Lozada
The_Mouse_Comes_to_Dinner,Ray_Patterson_(animator)
Star_Trek:_First_Contact,Peter_Lauritson
Three_Brothers_(1981_film),Michele_Placido
T.R._Baskin,Peter_Hyams
Solo_(1996_film),Mario_Van_Peebles
Luke_Cage_(TV_series),Paul_McGuigan_(filmmaker)
Get_Santa,Tony_Scott
Anjali_(1977_film),A._Sheriff
Top_Cat_and_the_Beverly_Hills_Cats,William_Hanna
Molokai:_The_Story_of_Father_Damien,Sam_Neill
Blood_of_the_Losers,Carlo_Siliotto
Wishmaster_(film),Wes_Craven
FBI_Girl,Cesar_Romero
Peddlers_(film),Anurag_Kashyap
Law_&_Order:_Special_Victims_Unit_(season_6),Jean_de_Segonzac
Party_Fever,Robert_A._McGowan
One_Bullet_Is_Enough,Augusto_Algueró
The_Crew_(TV_series),Joey_Murphy
The_Buccaneer_(1958_film),Cecil_B._DeMille
Piranha_3DD,Joel_Soisson
C.H.O.M.P.S.,Warner_E._Leighton
The_Price_Mark,Thomas_H._Ince
The_Hoosier_Schoolmaster_(1935_film),Harry_Neumann
Rajaputhran,Ranjith_(director)
The_Cybernauts,Ronald_Leigh-Hunt
Roughest_Africa,Hal_Roach
Hit_Him_Again,Hal_Roach
The_Head_of_the_Family,Ruggero_Maccari
Country_Wedding,Anthony_Dod_Mantle
Holmes_&_Yo-Yo,Jack_Arnold_(director)
Gas_and_Air_(film),Hal_Roach
My_Boring_Ass_Life,Chris_Buck
The_First_Time_Is_the_Last_Time,Andrew_Lau
Le_Tiroir_secret,Danièle_Thompson
Frasier_(season_5),Pamela_Fryman
Snorks,Joseph_Barbera
Papanasam_(film),Anant_Mahadevan
The_Amateurs,Tim_Blake_Nelson
Utopia_(U.S._TV_series),Jon_Kroll
John_Carpenter's_Cigarette_Burns,Norman_Reedus
Home_(Glee),Brad_Falchuk
Thunder_in_the_Desert,S._Roy_Luby
Desperate_Housewives_(season_2),David_Grossman_(director)
Ellen_(season_3),Rob_Schiller
The_Holy_Queen,Maruchi_Fresno
Joe_Kidd,Clint_Eastwood
Friday_(film_series),DJ_Pooh
Promise_the_Moon,Kevin_Sullivan_(producer)
The_Man_with_the_Claw,Rudolph_Cartier
Westinghouse_Studio_One,Ben_Hecht
Saps_at_Sea,Hal_Roach
Godzilla_(1954_film),Momoko_Kōchi
Hare_and_Loathing_in_Las_Vegas,Larry_Doyle_(writer)
Love_My_Dog,Hal_Roach
ER_(season_2),Christopher_Chulack
The_Inspector_Wears_Skirts,Jackie_Chan
The_Thin_Dead_Line,Camille_Mana
Magnificent_Presence,Vittoria_Puccini
Wide_Open_Spaces_(1924_film),Hal_Roach
Funny_Games_(2007_film),Naomi_Watts
Lightning_Strikes_Twice_(1934_film),Ben_Lyon
Dance_Me_Outside,Don_McKellar
M*A*S*H_(season_2),Hy_Averback
Neil_Young_discography_and_filmography,Neil_Young
The_Kid_from_Borneo,Hal_Roach
Richard_III_(1912_film),J._Stuart_Blackton
Hold_Anything,Friz_Freleng
Happy_End_(1999_film),Jo_Yeong-wook
Hello_My_Dear_Wrong_Number,Jagathy_Sreekumar
Coral_Gardens,Leni_Riefenstahl
Rock_Odyssey,Scatman_Crothers
Raakh,Sangeeth_Sivan
Final_Fantasy_IV:_The_Complete_Collection,Takashi_Tokita
Feathers_in_the_Wind_(1950_film),Leonardo_Cortese
The_Magnificent_Seven_(TV_series),Christopher_Cain
Ice_Cream_(2016_film),Fuad_al_Muqtadir
The_Marrying_Kind,Hugo_Friedhofer
Real_Steel,Mauro_Fiore
Devlin_(TV_series),Joseph_Barbera
Mrs._Miniver_(film),James_Hilton_(novelist)
Southern_Fried_Rabbit,Arthur_Davis_(animator)
Swing_Ding_Amigo,Friz_Freleng
La_cobarde,Prudencia_Grifell
Sharing_the_Secret,Tim_Matheson
L'Age_d'Or,Marie-Laure_de_Noailles
Falling_Awake_(film),Jenna_Dewan
Saw_III,Ron_Underwood
Dollman_vs._Demonic_Toys,David_S._Goyer
Ken_(film),Hisaya_Morishige
The_Vanquished,Winston_Miller
Cannonball_Run_II,Frank_Sinatra
L'abito_nero_da_sposa,Riccardo_Freda
Dil_Pe_Mat_Le_Yaar!!,Vishal_Bhardwaj
Here_Comes_the_Neighborhood,Trey_Parker
Command_and_Control_(film),Eric_Schlosser
Land_of_Hope_and_Dreams,Bruce_Springsteen
Thrill_of_a_Romance,Richard_Connell
Little_Caesar_(film),Darryl_F._Zanuck
Galaxy_of_Terror,Roger_Corman
My_Wife_Is_a_Gangster_2,Shin_Eun-kyung
Nammude_Naadu,Madhu_(actor)
High_Society_(1924_film),Hal_Roach
"Ladro_lui,_ladra_lei",Alberto_Sordi
Our_Dancing_Daughters,Hunt_Stromberg
Wedding_in_Blood,Michel_Piccoli
The_Pacific_(miniseries),Gary_Goetzman
Satellaview_games_from_The_Legend_of_Zelda_series,Shigeru_Miyamoto
The_Rhinitis_Revelation,Eric_Kaplan
Harlem_Globetrotters_(TV_series),William_Hanna
Unruhe,Vince_Gilligan
Count_Max_(1957_film),Vittorio_De_Sica
The_Curious_Puppy,Robert_McKimson
San_Babila-8_P.M.,Ugo_Pirro
Balu_Mahi,Sadaf_Kanwal
Scanner_Cop,Richard_Grove
Wicked_as_They_Come,Maxwell_Setton
For_One_to_Love,Spencer_Williams
First_Snow_(2006_film),Bob_Yari
Patriot_Games_(film),Anne_Archer
Three_Little_Pigskins,Jules_White
Invisible_Agent,Frank_Lloyd
Goober_and_the_Ghost_Chasers,Joseph_Barbera
Saturday_Morning_(1922_film),Hal_Roach
Quarterlife,Edward_Zwick
California_Joe_(film),Harry_Keller
The_Human_Jungle_(TV_series),Charles_Crichton
Last_of_the_Pony_Riders,Armand_Schaefer
King_Lear_(1971_USSR_film),Galina_Volchek
The_Wise_Quacking_Duck,Robert_McKimson
Silver_Car_Crash_(Double_Disaster),Andy_Warhol
The_Ferryman_(2016_film),Wong_Kar-wai
My_Wife's_Enemy,Giuseppe_Moccia
The_Many_Loves_of_Dobie_Gillis_(season_1),H._Bruce_Humberstone
The_Haunted_House_(1982_film),Detto_Mariano
Junior_G-Men_of_the_Air,Henry_MacRae
Truth_and_Advertising,Trey_Parker
Bring_the_Pain,RZA
Srinatha_Kavi_Sarvabhowmudu,N._T._Rama_Rao
Brilliant_Marriage,Inez_Courtney
Bonnie_Scotland,Hal_Roach
Threat_Matrix,Deran_Sarafian
Honey_3:_Dare_to_Dance,Dawin
The_Stone_Boy_(film),Robert_Duvall
The_Untouchables_(film),Ennio_Morricone
The_Jazz_Singer_(Ford_Startime),Jerry_Lewis
Oru_Sindoora_Pottinte_Ormakku,Vipindas
Cavalcade_of_America,William_A._Seiter
Musique(s)_électronique(s)_:_les_bruitistes_et_leur_descendance,Teho_Teardo
The_Forsaken_(film),Brendan_Fehr
Spider-Woman_(TV_series),Friz_Freleng
The_Guru_(2002_film),Michael_McKean
Gawaahi,Ashutosh_Gowariker
The_Phantom_of_the_Opera_(miniseries),Gary_Hoffman
Expired,Jason_Patric
Julie_Johnson,Spalding_Gray
Keerthi_Chakra_(film),Cochin_Haneefa
Because_You_Left,Nestor_Carbonell
Midnight_Patrol:_Adventures_in_the_Dream_Zone,William_Hanna
Face_to_Face_(1976_film),Gunnar_Björnstrand
Makkala_Sainya,Visu
Mission:_Impossible_III,Dan_Mindel
The_Flight_of_Dragons,James_Earl_Jones
A_Tiger's_Tale,C._Thomas_Howell
Oliver_the_Eighth,Hal_Roach
Killer_Instinct_(TV_series),Chris_Grismer
Trespass_(1992_film),Ice-T
Shadow_Raiders,Art_Holcomb
Curiosity_Shop,Chuck_Jones
Nikita_(season_3),Joshua_Butler
Chanchattam_(1991_film),T._P._Madhavan
Kanna_Talli,Akkineni_Nageswara_Rao
The_Darwin_Adventure,Joseph_Strick
Poongsan,Kim_Ki-duk
Cry_(Michael_Jackson_song),R._Kelly
Stargate_SG-1_(season_2),Robert_C._Cooper
The_Long_Home,Tim_Blake_Nelson
Hungarian_Rhapsody_(1954_film),Michel_Simon
The_Trial_(1962_film),Anthony_Perkins
Scars_(Agents_of_S.H.I.E.L.D.),Christine_Adams_(actress)
The_Hi-Line,Ryan_Alosio
The_Incident_(Lost),Brad_William_Henke
The_Walter_Winchell_File,Desi_Arnaz
Under_Fire_(Dad's_Army),David_Croft_(TV_producer)
Salem_(season_1),David_Von_Ancken
Ayanum,Madhu_(actor)
The_Unholy_Three_(1930_film),Elliott_Nugent
Jis_Desh_Mein_Ganga_Behti_Hai,Raj_Kapoor
Zero_Hour_(Star_Trek:_Enterprise),Rick_Worthy
Tweet_and_Sour,Arthur_Davis_(animator)
Come_Back_Mrs._Noah,David_Croft_(TV_producer)
Gangtokey_Gondogol,Satyajit_Ray
Aces_Go_Places_3,Karl_Maka
Storm_Warning_(1951_film),Richard_Brooks
Amelia_Earhart:_The_Final_Flight,Diane_Keaton
Affair_in_Havana,John_Cassavetes
Thiruttu_Payale,Bharathwaj
Dallas_(film),John_Twist
Glove_Taps,Hal_Roach
The_Iron_Claw_(1941_serial),Joyce_Bryant
Avatar:_The_Last_Airbender_(season_2),Michael_Dante_DiMartino
Cracked_Ice,Robert_McKimson
People_on_Sunday,Curt_Siodmak
Fusilier_Wipf,Richard_Schweizer
Bring_Your_Smile_Along,Richard_Quine
The_Stolen_Years,Joseph_Chang
Up_the_Sandbox,Robert_Lawrence_(film_editor)
Andy_Warhol's_Bad,Andy_Warhol
Get_on_the_Bus,Charles_S._Dutton
With_Honors_(film),Patrick_Dempsey
Fair_and_Muddy,Hal_Roach
Western_Wall:_The_Tucson_Sessions,Bruce_Springsteen
Bedtime_Worries,Hal_Roach
The_Old_Man_of_the_Mountain_(film),Max_Fleischer
Man_of_the_Moment_(1935_film),Leslie_Rowson
Final_Fantasy:_The_Spirits_Within,Hironobu_Sakaguchi
Young_Americans_(TV_series),Perry_Lang
So_This_Is_College,Delmer_Daves
Abhimaanam,Sreekumaran_Thampi
De_Dana_Dan,Sunidhi_Chauhan
Virtua_Cop_2,Yu_Suzuki
CB_Bears,William_Hanna
Inspector_Hornleigh_on_Holiday,Frank_Launder
Driven_to_Kill,Steven_Seagal
The_Painted_Veil_(2006_film),Naomi_Watts
Three_Hams_on_Rye,Clyde_Bruckman
It's_a_Wild_Life,Hal_Roach
Fight_It_Out,Ford_Beebe
Rainbow_(1996_film),Freddie_Francis
"Wake,_Rattle,_and_Roll",Patric_Zimmerman
They_Went_That-A-Way_&_That-A-Way,Reni_Santoni
Osmosis_Jones,Zak_Penn
The_Sky's_On_Fire,Starr_Parodi
Hit_the_Deck_(1930_film),Hubert_Osborne
Panam_Padaithavan,Nagesh
I_Pagliacci_(1923_film),Walter_Summers
Two_Jacks,Danny_Huston
Princess_Caraboo_(film),Marc_Abraham
Tom_and_Jerry:_Robin_Hood_and_His_Merry_Mouse,Joseph_Barbera
All_Aboard_(film),Hal_Roach
The_Mob_Doctor,Thomas_Carter_(director)
Bobbed_Hair_(1925_film),Lewis_Milestone
The_I_in_Team,David_Fury
Tom_and_Jerry:_Santa's_Little_Helpers,Joseph_Barbera
Outland_(film),Stuart_Baird
Baby_Mine_(1928_film),Irving_Thalberg
The_Resurrection_of_Broncho_Billy,Nick_Castle
Bobbed_Hair_(1925_film),Byron_Haskin
Othello_(1995_film),Kenneth_Branagh
Madhouse_(2004_film),Mark_Holton
A_Cinderella_Story,Regina_King
You're_Darn_Tootin',Hal_Roach
Vazhvu_En_Pakkam,J._Mahendran
"Korg:_70,000_B.C.",William_Hanna
Gora_Aur_Kala,Rajkumar_Kohli
The_Adventures_of_Dean_Martin_and_Jerry_Lewis,Jerry_Lewis
Double_Danger_(1920_film),Ford_Beebe
A_Boy_Named_Charlie_Brown_(1963_film),Bill_Melendez
Happily_Ever_After_(Lost),Damon_Lindelof
Scooby-Doo_and_Scrappy-Doo_(1979_TV_series),William_Hanna
Santa's_Workshop_(film),Jack_King_(animator)
Tillie's_Punctured_Romance_(1914_film),Charley_Chase
Balapareekshanam,K._Balachander
China_Heavyweight,Daniel_Cross_(filmmaker)
Her_Greatest_Love,Phil_Rosen
Survivor_(film),Irwin_Winkler
Y_Tu_Mamá_También,Frank_Zappa
Naomi_and_Ely's_No_Kiss_List,Victoria_Justice
The_Great_Divide_(1929_film),Lee_Garmes
How_to_Meet_the_Lucky_Stars,Eric_Tsang
Sky_Commanders,Joseph_Barbera
The_Kingdom_of_Dreams_and_Madness,Hayao_Miyazaki
Buddy's_Adventures,Robert_McKimson
The_Exploits_of_Elaine,Arthur_B._Reeve
The_New_Shmoo,William_Hanna
The_Ginger_Bread_Boy,Walter_Lantz
The_Bushido_Blade,Jules_Bass
The_Flintstone_Kids'_%22Just_Say_No%22_Special,William_Hanna
The_Hunter_(1980_film),Peter_Hyams
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1971),Clint_Eastwood
Return_to_House_on_Haunted_Hill,Cerina_Vincent
The_Solid_Tin_Coyote,Friz_Freleng
Marry_Me!_(1949_film),Lewis_Gilbert
Raama_Raavanan,Nedumudi_Venu
Graziella_(1926_film),Suzanne_Dehelly
One_Touch_of_Venus_(film),Frank_Tashlin
Haemoo,Bong_Joon-ho
The_Tender_Trap_(film),Frank_Sinatra
Sundhara_Travels,P._Vasu
Ghostbusters_II,Bernie_Taupin
A_Voice_from_the_Deep,Roscoe_Arbuckle
"Girls,_Please!",Herbert_Wilcox
Cold_Feet_(U.S._TV_series),Nick_Marck
The_Midnight_Patrol,Hal_Roach
Invictus_(film),Michael_Stevens_(composer)
Law_&_Order:_Criminal_Intent_(season_1),David_Platt_(director)
Grey_Gardens_(2009_film),Patricia_Rozema
Swarnamukhi_(film),Manivannan
L'amour_n'est_rien...,Laurent_Boutonnat
Triple_Bogey_on_a_Par_Five_Hole,Dolly_Hall
El_Dorado_(1966_film),Charlene_Holt
Beautiful_Darling,Paul_Morrissey
The_Bay_of_Love_and_Sorrows,Wiebke_von_Carolsfeld
Vox_Sola,Joseph_Will
Men_of_Tomorrow,Kurt_Schröder
A_Passion_for_Churches,John_Betjeman
Kill_Bill_Vol._2_Original_Soundtrack,RZA
Warm_Water_Under_a_Red_Bridge,Mitsuko_Baisho
Sankarlal,Kamal_Haasan
Devra_Bhail_Deewana,Antara_Biswas
Seeing_Red_(Buffy_the_Vampire_Slayer),Steven_S._DeKnight
Mr._Vampire_II,Sammo_Hung
King_of_the_Royal_Mounted_(serial),Franklin_Adreon
Circus_Fever,Hal_Roach
Sisters_of_Death_(film),Grady_Martin
Tales_of_the_77th_Bengal_Lancers,Douglas_Heyes
Fear_No_Evil_(1945_film),Carlo_Montuori
The_Mummy:_The_Animated_Series,George_Gabriel
The_Rousters,Bruce_Kessler
David_and_Lisa,Mark_Lawrence_(musician)
Paramedics_(film),Michael_W._Watkins
Bombay_Talkies_(film),Mohit_Chauhan
Seein'_Things,Hal_Roach
Naked_City_(TV_series),Walter_Grauman
The_Grinch_Grinches_the_Cat_in_the_Hat,Friz_Freleng
Opapatika,Ray_MacDonald
Flirting_Scholar,Natalis_Chan
Second_Tour,Karel_Steklý
Gas_House_Kids_Go_West,Robert_A._McGowan
The_Hire,Harry_Gregson-Williams
Yo_Yogi!,Joseph_Barbera
Opal_Dream,Phil_Traill
James_White_(film),Sean_Durkin
Osmosis_Jones,Chris_Rock
Cheyenne_Warrior,Mike_Elliott_(film_producer)
Nosso_Amor_Rebelde,Pedro_Damián
A.M.P.E.D.,Vince_Gilligan
Blast_from_the_Past_(film),Renny_Harlin
Parking_Space_(film),Tex_Avery
Warriors_Two,Bryan_Leung
And_Who_Will_Make_the_Chapatis%3F,Bishakha_Datta
Trade_(film),Paulina_Gaitán
Invasion_(TV_series),Bryan_Spicer
Interstellar_(film),Lynda_Obst
Long_Fliv_the_King,Hal_Roach
White_Eagle_(1922_serial),Hal_Roach
Roar_(TV_series),Lou_Antonio
Koyaanisqatsi,Ron_Fricke
The_Arch,Lisa_Lu
Maniac_Cop,Larry_Cohen
Morning_Deliveries_(Milkman_No._1),Stephen_King
Burn_Your_Maps,Courtney_Solomon
Quest_for_Fire_(film),Yves_Langlois
Carol_&_Company,Peter_Krause
A_Pup_Named_Scooby-Doo,Kellie_Martin
Dashamukha,V._Ravichandran
Whiteout_(2009_film),Joel_Silver
Jim_Henson's_Creature_Shop_Challenge,Brian_Henson
Pip_(South_Park),Trey_Parker
Another_Wild_Idea,Hal_Roach
The_Royal_Bed,William_LeBaron
Shattered_(2010_TV_series),Stephen_Surjik
Second_Hand_Husband__Music_Album__1,Gippy_Grewal
If_I_Love_U_2_Nite,Prince_(musician)
Shadow_Raiders,Matt_Hill
Mr._District_Attorney_in_the_Carter_Case,John_Alton
Inventing_the_Abbotts,Joanna_Going
Makkal,Adoor_Bhasi
Grievous_Bodily_Harm,Bruno_Lawrence
Witches_of_East_End_(season_2),Guy_Bee
Stargate_Universe_(season_2),Peter_DeLuise
Deathstalker_II,Roger_Corman
"Look_Out,_Officer!",Sammo_Hung
Little_Papa,Hal_Roach
Jerry-Go-Round,Ken_Harris
NET_Playhouse,Ronald_Ribman
Beatriz_(film),Carmen_Sevilla
"John_Goldfarb,_Please_Come_Home!",Peter_Ustinov
Sinkin'_in_the_Bathtub,Friz_Freleng
The_Bargain_(1914_film),William_S._Hart
Let's_Go_(film),Harold_Lloyd
Nymphomaniac_(film),Charlotte_Gainsbourg
Men_of_War_(film),John_Sayles
The_Christmas_Toy,Kathryn_Mullen
The_Fighting_Marshal,Benjamin_H._Kline
Pilot_(Defiance),Peter_MacNeill
Call_It_Luck,George_Marshall_(director)
The_Surprise_Party_(Smash),Jamey_Sheridan
Without_Compassion,Fyodor_Dostoyevsky
Boxing_Gloves_(film),Robert_F._McGowan
Doctor_Dolittle_(TV_series),Friz_Freleng
Buford_and_the_Galloping_Ghost,William_Hanna
Child_of_Glass,Tom_Leetch
Cade's_County,Alf_Kjellin
The_New_Adventures_of_Huckleberry_Finn,Byron_Haskin
Great_Dangaioh,Toshiyuki_Watanabe
Karl_May_(film),Helmut_Käutner
The_Prince_and_Betty_(film),William_Desmond_(actor)
Beyond_Beyond,Flemming_Quist_Møller
"Elise,_or_Real_Life",Claude_Lanzmann
Ugly_Betty_(season_3),John_Putch
Stephanie_Daley,Timothy_Hutton
Neela_Malargal,Shakti_Samanta
Desperate_Housewives_(season_4),David_Grossman_(director)
Bachelor_Party_(2012_film),Johnnie_To
Le_chant_des_sirènes,Orelsan
The_Missing,Tommy_Lee_Jones
Pilot_(The_Office),Stephen_Merchant
Stuart_Little_(film_series),Lucy_Fisher
The_Super_Globetrotters,Joseph_Barbera
Interference_(film),"George_Nicholls,_Jr."
The_Horizontal_Lieutenant,Jim_Hutton
High_Society_(1995_TV_series),Frank_Fitzpatrick
Bewitched_Bunny,Maurice_Noble
Will_the_Real_Jerry_Lewis_Please_Sit_Down,Norm_Prescott
Shivering_Shakespeare,Hal_Roach
The_New_Adventures_of_Jonny_Quest,Joseph_Barbera
Scooby-Doo_and_the_Alien_Invaders,William_Hanna
Raajjiyam,Manivannan
The_Shaggy_D.A.,Dean_Jones_(actor)
Behind_the_Green_Lights,Joseph_H._Lewis
The_Infiltrator_(2016_film),Diane_Kruger
Via_Mala_(1945_film),Thea_von_Harbou
Los_Amantes_del_Señor_de_la_Noche,Emilio_Fernández
Remington_Steele,Robert_Butler_(director)
"Albert_II_of_Monaco,_the_Unknown_Prince",Princess_Stéphanie_of_Monaco
Women_Must_Dress,Dorothy_Davenport
Family_Dog_(TV_series),Danny_Elfman
Mansion_of_the_Doomed,Charles_Band
Unnatural_History_(TV_series),John_Fawcett_(director)
Saw_III,Ron_Underwood
Michael_&_Michael_Have_Issues,Michael_Showalter
Straight_Outta_Compton:_Music_from_the_Motion_Picture,MC_Ren
Corazón_en_condominio,Arap_Bethke
Who's_Boss%3F,Arthur_Hotaling
For_Love_of_the_Game_(film),Kevin_Costner
Law_&_Order:_Special_Victims_Unit_(season_10),Ice-T
South_Park,Trey_Parker
The_Buster_Keaton_Story,Victor_Young
Freestyle:_The_Art_of_Rhyme,Henry_Alex_Rubin
"Cat,_Dog_&_Co.",Robert_F._McGowan
Sommokadidi_Sokokadidi,Balu_Mahendra
Stage_Fright_(1923_film),Hal_Roach
Defiant_(Star_Trek:_Deep_Space_Nine),Jonathan_Frakes
P.K._and_the_Kid,Joe_Roth
Le_Chaos,Menna_Shalabi
The_Breaks_(1999_film),Clifton_Powell
Death_(South_Park),Trey_Parker
The_Young_Indiana_Jones_Chronicles,George_Lucas
Empty_Eyes_(2001_film),Marco_Risi
Vengeance_of_the_Deep_(1923_film),Homer_Scott
Automan,Kim_Manners
God_Gave_Me_Twenty_Cents,Adrienne_D'Ambricourt
The_Barkleys,Friz_Freleng
While_Parents_Sleep,Anthony_Kimmins
Dracula's_Dog,José_Ferrer
The_Ghost_and_the_Darkness,Gale_Anne_Hurd
Kristin_(TV_series),James_Widdoes
"Clean,_Shaven",Hahn_Rowe
The_Loves_of_Pharaoh,Harry_Liedtke
Bugs_Bunny:_Superstar,Friz_Freleng
Josie_and_the_Pussycats_(TV_series),William_Hanna
Christmas_Scandal,Michael_Schur
Bedtime_Bedlam,Walter_Lantz
Go_(2007_film),Sneha_Khanwalkar
The_Aviator_(2004_film),Thelma_Schoonmaker
Seeing_the_World,Hal_Roach
Blockade_(1938_film),John_Howard_Lawson
Goa_(2015_film),Venkat_Prabhu
Silent_Men,Otto_Meyer_(film_editor)
Raju_Peda,S._V._Ranga_Rao
Jazz_Boat,Nicolas_Roeg
The_Lords_of_Flatbush,Henry_Winkler
Swamp_Woman,George_M._Merrick
July_Days_(film),Hal_Roach
Millennium_(season_1),Winrich_Kolbe
The_Waiters'_Picnic,Roscoe_Arbuckle
Nallathambi,Bhanumathi_Ramakrishna
The_Wolves_(film),Elio_Petri
Polka-Dot_Puss,Ray_Patterson_(animator)
A_Very_English_Murder,Leonid_Obolensky
Foreign_Correspondent_(film),Rudolph_Maté
The_Things_of_Life,Paul_Guimard
If_I_Ever_Leave_This_World_Alive,Fionnula_Flanagan
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2012),Dax_Shepard
"Goodbye,_Michael",Greg_Daniels
The_Great_John_L.,James_Edward_Grant
Dayere_Zangi,Hamed_Behdad
The_Burning_Hills,Skip_Homeier
Show_Stoppers_(American_Horror_Story),Jessica_Sharzer
The_Damned_(South_Park),Trey_Parker
Lifepod,Alfred_Hitchcock
April_Showers_(1923_film),Kenneth_Harlan
Alley_to_Bali,Walter_Lantz
Sweet_Dreams_(Glee),Michael_Lerner_(actor)
Verna_(30_Rock),Don_Scardino
Coffee_and_Cigarettes,Roberto_Benigni
On_the_Front_Page,Hal_Roach
Hoshi_no_Furumachi_(film),Aoi_Nakamura
Genocide_(1981_film),Orson_Welles
The_Brothers_Schellenberg,Curt_Courant
Tough_Cookies,Paul_Krasny
The_Further_Adventures_of_SuperTed,Joseph_Barbera
The_Designated_Mourner,Mike_Nichols
Fire_Birds,Jon_Poll
The_Invader_(1935_film),Buster_Keaton
Dreams_(1990_film),Martin_Scorsese
His_Musical_Career,Charlie_Chaplin
An_Evening_with_Kevin_Smith_2:_Evening_Harder,Kevin_Smith
"Hop,_the_Bellhop",Oliver_Hardy
Sangamam,Vindhya_(actress)
Saturday_Morning_(1922_film),Hal_Roach
K2_(film),Chaz_Jankel
The_Barton_Mystery_(1932_film),Herbert_Wilcox
Answers_to_Nothing_(film),Barbara_Hershey
Maa_Aur_Mamta,Mumtaz_(actress)
Age_Isn't_Everything,Robert_Prosky
Chillu,Venu_Nagavally
The_Dirty_Game,Jo_Eisinger
The_Dresden_Files_(TV_series),Nick_Copus
%22Crocodile%22_Dundee,John_Cornell
Night_of_the_Garter,Herbert_Wilcox
The_Kiss_(Grimm),David_Greenwalt
