The_Best_of_Times_(2002_film),Chang_Tso-chi
Worlds_Apart_(2015_film),Christoforos_Papakaliatis
Believers_(Babylon_5),Richard_Compton
The_Edge_of_Power,Henri_Safran
The_Butter_Shave,Andy_Ackerman
Her_Own_People,Scott_Sidney
Power_Rangers_Time_Force,Koichi_Sakamoto
The_End_of_the_War,Dragan_Kresoja
Tarawa_Beachhead,Paul_Wendkos
The_Mysterians,Ishirō_Honda
Living_Wigan,James_Kenyon_(cinematographer)
The_Rubber_Gun,Allan_Moyle
The_Understudy_(Inside_No._9),David_Kerr_(director)
Black_Holes_(film),Pappi_Corsicato
Lucy_Sullivan_Is_Getting_Married__Lucy_Sullivan_Is_Getting_Married__1,Brian_Grant_(director)
Our_Gang_Follies_of_1936,Gus_Meins
The_Chronicles_of_Riddick_(franchise),Peter_Chung
Red_Ball_Express_(film),Budd_Boetticher
The_King_of_Fighters_(film),Gordon_Chan
Uninvited_(1999_film),Carlo_Gabriel_Nero
The_Throwback_(film),Arthur_Shirley
Suzaku_(film),Naomi_Kawase
The_Yellow_Rose_of_Texas_(film),Joseph_Kane
Home_Town_Story,Arthur_Pierson_(director)
I_Spy_(film),Betty_Thomas
Border_Flight,Otho_Lovering
Firewalker_(film),J._Lee_Thompson
Yaşamak_Ne_Güzel_Şey,Halit_Refiğ
"Kuei-Mei,_a_Woman",Chang_Yi
Nagamadathu_Thampuratti,J._Sasikumar
Lightnin'_(film),John_Ford
Mazhathullikkilukkam,Akku_Akbar
The_Pack_of_Women,Ted_Robinson_(TV_director)
Prowlers_of_the_Everglades,James_Algar
Grayeagle,Charles_B._Pierce
A_Question_of_Trust,Maurice_Elvey
Police_Story_(film_series),Stanley_Tong
You_Can't_Do_That_on_Television,Geoffrey_Darby
Two_Men_in_Town_(1973_film),José_Giovanni
Se_le_movió_el_piso:_A_portrait_of_Managua,Anne_Aghion
His_Daughter_is_Called_Peter_(1955_film),Gustav_Fröhlich
Camp_Candy,Robert_Alvarez
Almost:_Round_Three,Matt_Hill_(CEO)
Sid_Meier's_Alpha_Centauri,Sid_Meier
Sarah_Palin:_You_Betcha!,Nick_Broomfield
Fear_Is_the_Key_(film),Michael_Tuchner
The_Girl_Rush,Robert_Pirosh
Teater_Paradižnik,Branko_Đurić
Dirty_Weekend_(1993_film),Michael_Winner
Jeeva_(1995_film),Syed_Noor
The_Greatest_Story_Ever_Told,George_Stevens
Behind_the_Mask_(1932_film),John_Francis_Dillon_(director)
The_Veiled_Woman,Emmett_J._Flynn
Thotta_Chinungi,K._S._Adhiyaman
Sikharangal,Sheela
The_Honourable_Man,David_Croft_(TV_producer)
Carnegie_Hall_(film),Edgar_G._Ulmer
The_Baby_(film),Ted_Post
The_Heartbreak_Dog,Brian_Iles
Suraag_(1982_film),Jag_Mundhra
Bedre_enn_sitt_rykte,Edith_Carlmar
Jenny_(1958_film),Willy_van_Hemert
Candy_Mountain,Robert_Frank
Nangnangnangnang,James_Widdoes
Kerala_Varma_Pazhassi_Raja_(film),Hariharan_(director)
Reefer_Madness_(2005_film),Andy_Fickman
Sagar_Alias_Jacky_Reloaded,Amal_Neerad
Sentimental_Destinies,Olivier_Assayas
Propaganda_(1999_film),Sinan_Çetin
Fires_of_Rebellion,Ida_May_Park
Deewana_Mastana,David_Dhawan
Tharattu,Balachandra_Menon
Il_Fornaretto_di_Venezia,Duccio_Tessari
Swing_Hostess,Sam_Newfield
Act_of_Will,Don_Sharp
The_Desert_Fox:_The_Story_of_Rommel,Henry_Hathaway
Mitsuko_Delivers,Yuya_Ishii_(director)
Friday_Night_Bites,John_Dahl
Ah!_My_Goddess:_The_Movie,Hiroaki_Gōda
Sands_of_Iwo_Jima,Allan_Dwan
Poltergeist_(1982_film),Tobe_Hooper
The_Sky's_the_Limit_(1938_film),Jack_Buchanan
Strawberry_and_Chocolate,Juan_Carlos_Tabío
Premaku_Swagatam,S._V._Krishna_Reddy
Desmond_Tutu's_Children_of_the_Light,Dawn_Engle
Bloodletting_(The_Walking_Dead),Ernest_Dickerson
Cape_Nostalgia,Izuru_Narushima
The_Words_of_My_Father,Francesca_Comencini
An_Unfinished_Life,Lasse_Hallström
Kadal_(2013_film),Mani_Ratnam
Donga_Kollu,Vijaya_Bapineedu
Lightning_Bug_(film),Robert_Green_Hall
Calvaire_(film),Fabrice_Du_Welz
A_Woman_Has_Fallen,Alfredo_Guarini
Zameer:_The_Awakening_of_a_Soul,Rajat_Rawail
Two_Tonys,Tim_Van_Patten
The_Cornet_(film),Walter_Reisch
Father's_Little_Dividend,Vincente_Minnelli
Country_Teachers,He_Qun
Imitation_(film),Federico_Hidalgo
Dead_On:_The_Life_and_Cinema_of_George_A._Romero,Rusty_Nails_(filmmaker)
Kicking_and_Screaming_(1995_film),Noah_Baumbach
Behind_the_Scenes_(1908_film),D._W._Griffith
Missing_Link_(Space:_1999),Ray_Austin_(director)
Beware_of_Pickpockets,Wu_Ma
Bully_for_Bugs,Chuck_Jones
Snowball_Express,Norman_Tokar
ChuChu_Rocket!,Yuji_Naka
Titus_(film),Julie_Taymor
Horror_vacui_(film),Rosa_von_Praunheim
Enemy_Agents_Meet_Ellery_Queen,James_P._Hogan_(director)
Mr._Novak,Paul_Wendkos
Rails_Into_Laramie,Jesse_Hibbs
La_León,Santiago_Otheguy
Café_Society_(film),Woody_Allen
Dance_of_the_Wind,Rajan_Khosa
El_Greco_(1966_film),Luciano_Salce
Hot_Tomorrows,Martin_Brest
Crush_Gear_Turbo,Shūji_Iuchi
Sanada_10_Braves,Yukihiko_Tsutsumi
"Saheb,_Biwi_Aur_Gangster_Returns",Tigmanshu_Dhulia
Hulchul_(2004_film),Priyadarshan
Stormbound,Luigi_Capuano
My_Friend_Harry,Max_Obal
The_Second_Circle,Alexander_Sokurov
We_Are_the_Lambeth_Boys_(1959),Karel_Reisz
The_Good_Son_(NCIS),Terrence_O'Hara
The_Four_of_Us_Are_Dying,John_Brahm
Tom_&_Jerry_Kids,Carl_Urbano
Hurdy-Gurdy_Hare,Robert_McKimson
Overman_King_Gainer,Yoshiyuki_Tomino
The_Afternoon_of_a_Torturer,Lucian_Pintilie
Lone_Wolf_and_Cub:_Sword_of_Vengeance,Kenji_Misumi
Anita_B.,Roberto_Faenza
Sukeban_Deka_The_Movie,Hideo_Tanaka_(director)
Thicker_than_Water_(1935_film),James_W._Horne
Spring_Handicap,Herbert_Brenon
The_Racket_(1951_film),Tay_Garnett
White_Tiger_(2012_film),Karen_Shakhnazarov
Period_of_Adjustment_(film),George_Roy_Hill
De_Toverspiegel,Willy_van_Hemert
Why_Change_Your_Wife%3F,Cecil_B._DeMille
Holiday_Hotel,Michel_Lang
Silencing_Mary,Craig_R._Baxley
By_the_Lake,Sergei_Gerasimov_(film_director)
All_the_Little_Animals,Jeremy_Thomas
Hercules_of_the_Desert,Tanio_Boccia
Jab_Pyaar_Kisise_Hota_Hai,Deepak_Sareen
The_Thirteenth_Chair,Tod_Browning
A_Hero_for_a_Night,William_James_Craft
Hearts_of_Fire,Richard_Marquand
Thunder_Warrior_III,Fabrizio_De_Angelis
International_Squadron_(film),Lewis_Seiler
Mad_Dogs_(U.S._TV_series),Uta_Briesewitz
Hamlet_(1990_film),Franco_Zeffirelli
The_Smashing_Bird_I_Used_to_Know,Robert_Hartford-Davis
Sin's_Pay_Day,George_B._Seitz
Jigarthanda,Karthik_Subbaraj
Matula,Tan_Tjoei_Hock
Cinco_besos,Luis_Saslavsky
"Jerry,_Jerry,_Quite_Contrary",Chuck_Jones
"Oh,_Kay!_(film)",Mervyn_LeRoy
*Corpus_Callosum,Michael_Snow
Il_fanciullo_del_West,Giorgio_Ferroni
The_Thing_from_Another_World,Christian_Nyby
All_a_Bir-r-r-d,Friz_Freleng
King_Lear_(1983_TV_programme),Michael_Elliott_(director)
We_Never_Die,Róbert_Koltai
David_Copperfield_(2000_film),Peter_Medak
Circus_World_(film),Henry_Hathaway
Mr._Billings_Spends_His_Dime,Wesley_Ruggles
The_Big_Bang_(1989_film),James_Toback
Wolfenstein_3D,Tom_Hall
The_Flight_(film),Aleksandr_Alov
As_Tears_Go_By_(film),Wong_Kar-wai
Is_My_Face_Red%3F,William_A._Seiter
"Rio,_I_Love_You",Andrucha_Waddington
Fire!_(1901_film),James_Williamson_(film_pioneer)
Schapelle_(TV_film),Khoa_Do
Sikkim_(film),Satyajit_Ray
Prisoners_of_the_Sun_(film),Roger_Christian_(filmmaker)
Your_Uncle_Dudley,Eugene_Forde
Country_Air_(film),Eugenio_de_Liguoro
Happy_Endings%3F,Tara_Hurley
Sandwich_(2006_film),Anees_Bazmee
The_Screaming_Shadow,Duke_Worne
Os_Maias_(Alguns)_Episódios_da_Vida_Romântica,João_Botelho
Frat_House,Todd_Phillips
Bromo_and_Juliet,Leo_McCarey
The_Blob,Irvin_Yeaworth
Dr._Sex,Ted_V._Mikels
Captain_Fracassa's_Journey,Ettore_Scola
The_Amazing_Mr._Bickford,Bruce_Bickford_(animator)
Champagne_in_paradiso,Aldo_Grimaldi
Juanita_(film),Pierre_Caron_(director)
Data's_Day,Robert_Wiemer
"Shake,_Rattle_and_Roll_Fourteen:_The_Invasion",Chito_S._Roño
Sabu_(film),Takashi_Miike
"Shake,_Rattle_&_Roll_V",Don_Escudero
The_Wide_Blue_Road,Gillo_Pontecorvo
La_taverna_della_libertà,Maurice_Cam
Secrets_of_the_Gods,William_Sachs
All_Is_at_Stake,Max_Nosseck
Khauff,Sanjay_Gupta_(director)
Darmiyaan:_In_Between,Kalpana_Lajmi
The_Expulsion_(film),F._W._Murnau
The_Brady_Bunch_Movie,Betty_Thomas
Lady_Maiko,Masayuki_Suo
Station_West,Sidney_Lanfield
Fool's_Gold_(1947_film),George_Archainbaud
Brought_by_the_Sea,Nesli_Çölgeçen
Mad_Dogs_(U.S._TV_series),Craig_Zisk
A_Society_Exile,George_Fitzmaurice
Paddy_the_Next_Best_Thing_(1933_film),Harry_Lachman
Flodders_in_America,Dick_Maas
International_Lady,Tim_Whelan
Kazablan_(film),Menahem_Golan
Cómo_duele_callar,Miguel_Córcega
Mine_(film),Atıf_Yılmaz
Steel_Chariots,Tommy_Lee_Wallace
Look:_The_Series,Adam_Rifkin
Walkover_(film),Jerzy_Skolimowski
Talpa_(film),Alfredo_B._Crevenna
The_Film_that_Wasn't,Ram_Loevy
Pacific_Rim_(film),Guillermo_del_Toro
The_Orlov,Luise_Fleck
Batteries_Not_Included,Matthew_Robbins_(screenwriter)
It_Takes_Two_(Desperate_Housewives),David_Grossman_(director)
Pasha_(film),Georges_Lautner
The_Beast_of_the_City,Charles_Brabin
Live_at_the_Beacon_Theater,Louis_C.K.
To_the_Death_(film),Burton_L._King
Thene_Manasulu,Adurthi_Subba_Rao
"The_Phantom_from_10,000_Leagues",Dan_Milner
Dough_(Bottom),Bob_Spiers
Deerslayer_(1943_film),Lew_Landers
Colonel_Redl,István_Szabó
Paul_Bunyan_(film),Les_Clark
12_Tiny_Christmas_Tales,Bill_Plympton
Please_Kill_Mr._Know_It_All,Sandra_Feldman
Four_Girls_in_White,S._Sylvan_Simon
Faccia_di_spia,Giuseppe_Ferrara
Live_in_Chicago_(Stevie_Nicks_video),Joe_Thomas_(producer)
A_Qualcuna_Piace_Calvo,Mario_Amendola
Visions_of_Ecstasy,Nigel_Wingrove
Livin'_the_Dream,Jeffrey_Blitz
100_(Glee),Paris_Barclay
Too_Much_Wife,Thomas_N._Heffron
One_Hundred_and_One_Nights,Agnès_Varda
Alcoa_Premiere,Robert_Florey
SING*ularity,Brad_Mays
Spoils_of_War,David_Blaustein
The_Idiots,Lars_von_Trier
O_Quatrilho,Fábio_Barreto
Hang_Your_Dog_in_the_Wind,Brian_Flemming
The_Messenger_(1937_film),Raymond_Rouleau
A_Celebrated_Case,George_Melford
Sakuntalai,Ellis_R._Dungan
Sabdhan_Pancha_Aashche,Arin_Paul
Crack_Your_Heels,Alfred_J._Goulding
Progress_Report,Sajan_(director)
Aangan,Nasir_Hussain
Wartime_Romance,Pyotr_Todorovsky
Banty_Raids,Robert_McKimson
S,Adam_Wingard
Sugreeva_(film),A._P._Arjun
Legend_of_the_Twilight__tv_series__1,Koji_Sawai
Rethink_Afghanistan,Robert_Greenwald
Blondie_Meets_the_Boss,Frank_R._Strayer
The_Cat_from_Outer_Space,Norman_Tokar
Man's_Lust_for_Gold,D._W._Griffith
The_Guard_from_Underground,Kiyoshi_Kurosawa
Nude_Actress_Murder_Case:_Five_Criminals,Teruo_Ishii
Jai_Ho_(film),Sohail_Khan
"Sorry,_Wrong_Number",Anatole_Litvak
American_Girls_(film),Maurits_Binger
Knightriders,George_A._Romero
White_Voices,Pasquale_Festa_Campanile
Butters'_Bottom_Bitch,Trey_Parker
All_We_Had,Katie_Holmes
Here_Is_Germany,Frank_Capra
The_Woman_They_Talk_About,Victor_Janson
Out_to_Kill,Rob_Williams_(filmmaker)
Memoirs_of_a_Sinner,Wojciech_Jerzy_Has
Wildeye,Antti_Jokinen
El_Rey_de_los_exhortos,Hugo_Sofovich
"The_First,_the_Last",Bouli_Lanners
Leonardo's_Diary,Jan_Švankmajer
Paper_Dolls,Leo_Penn
Problem_Child_2,Brian_Levant
"Picasso:_Magic,_Sex_&_Death",Waldemar_Januszczak
Act_of_Reprisal,Robert_Tronson
Counsel's_Opinion,Allan_Dwan
Disco_Fever_(film),Lamar_Card
Ilumina_(TV_series),Topel_Lee
Check_Your_Guns,Ray_Taylor_(director)
Under_the_Red_Robe_(1915_film),Wilfred_Noy
Kid_Boots_(film),Frank_Tuttle
Loham,Ranjith_(director)
On_the_Front_Page,James_Parrott
The_Kid_(1921_film),Charlie_Chaplin
The_Story_of_Sin,Walerian_Borowczyk
The_Little_Unknown,Guglielmo_Zorzi
Godzilla–Kong_(film_series),Jordan_Vogt-Roberts
Guy_and_Madeline_on_a_Park_Bench,Damien_Chazelle
The_First_Turn-On!,Lloyd_Kaufman
Quiet_Bliss,Edoardo_Winspeare
Hole_in_the_Wall_(U.S._game_show),Ron_de_Moraes
Normal_Is_the_Watchword,John_T._Kretchmer
Santhi_(1965_film),A._Bhimsingh
Rusi_Kanda_Poonai,S._P._Muthuraman
Take_Three_Girls,Tristan_DeVere_Cole
The_Lure_of_the_Atlantic,Norman_Lee
Ride_a_Crooked_Trail,Jesse_Hibbs
Speedtrap_(film),Earl_Bellamy
Kannaki_(film),Jayaraj
Angadi_(film),I._V._Sasi
Ultimate_Deception,Richard_A._Colla
Dollars_Trilogy,Sergio_Leone
Tribute_(1980_film),Bob_Clark
Cartman_Sucks,Trey_Parker
A_Song_for_Martin,Bille_August
All_Hell_Breaks_Loose_(Charmed),Shannen_Doherty
Cold_Feet_(1989_film),Robert_Dornhelm
Somewhere_Slow,Jeremy_O'Keefe
Dark_Places_(1973_film),Don_Sharp
The_Rehearsal_(2016_film),Alison_Maclean
1921_(film),I._V._Sasi
Pilot_(About_a_Boy),Jon_Favreau
The_Fatalist,João_Botelho
The_Neon_Demon,Nicolas_Winding_Refn
It's_You_I_Want,Ralph_Ince
The_Laughing_Husband,Rudolf_Walther-Fein
Requiem_(2006_film),Hans-Christian_Schmid
Crusader_(TV_series),Earl_Bellamy
The_Scared_Crows,Dave_Fleischer
Murphy_Brown_Lied_to_Us,John_Riggi
Maine_Dil_Tujhko_Diya,Sohail_Khan
Annie_Hall,Woody_Allen
A_Minute_with_Stan_Hooper,Jeff_Melman
The_Utah_Trail,Albert_Herman
Gimme_Shelter_(2013_film),Ronald_Krauss_(filmmaker)
Know_Your_Men,Charles_Giblyn
The_Fifth_Missile,Larry_Peerce
Monsieur_Octave,Maurice_Boutel
Kamen_Rider_J,Keita_Amemiya
Paris_Belongs_to_Us,Jacques_Rivette
Woman_of_the_North_Country,Joseph_Kane
The_Kaiser_Aluminum_Hour,Fielder_Cook
Maya_(1999_film),Rama_Narayanan
Fill_the_Void,Rama_Burshtein
Shaukeen,Basu_Chatterjee
La_cruz_(film),Alejandro_Agresti
The_Exquisite_Sinner,Phil_Rosen
Karl_May_(film),Hans-Jürgen_Syberberg
Paisan,Roberto_Rossellini
The_Aryan_Couple,John_Daly_(producer)
Dizzy_Pilots,Jules_White
Seventh_Heaven_(1937_film),Henry_King_(director)
The_Knickerbocker_Buckaroo,Arthur_Rosson
Crime_Busters,Enzo_Barboni
Turbulence_(1997_film),Robert_Butler_(director)
Day_To_Remember,Pedr_James
The_Foghorn_Leghorn,Robert_McKimson
Freddie_Mercury:_The_Great_Pretender,Rhys_Thomas_(comedian)
Incident_at_Map_Grid_36-80,Mikhail_Tumanishvili
Is_Your_Daughter_Safe%3F,S._S._Millard
My_Afternoons_with_Margueritte,Jean_Becker_(director)
The_Heir_of_the_Ages,Edward_LeSaint
Seawards_the_Great_Ships,Hilary_Harris
I_Saw_the_Sun,Mahsun_Kırmızıgül
The_100_Lives_of_Black_Jack_Savage,Bruce_Kessler
Enchantment_(1948_film),Irving_Reis
"Hook,_Line_and_Sinker_(1930_film)",Edward_F._Cline
The_Magliari,Francesco_Rosi
Sunshine_Dad,Edward_Dillon_(actor)
Today's_Special_(film),David_Kaplan_(filmmaker)
The_Poppy_Girl's_Husband,Lambert_Hillyer
Permissive_(film),Lindsay_Shonteff
It_Happened_to_One_Man,Paul_L._Stein
The_Last_Safari,Henry_Hathaway
Wenn_Ludwig_ins_Manöver_zieht,Werner_Jacobs
Best_Men,Tamra_Davis
Las_Aventuras_de_Pikín,Alberto_Abdala
Struggling_Hearts,Alexander_Korda
6_Years,Hannah_Fidell
Windrider,Vince_Monton
Sweet_Dreams_(1996_film),Jack_Bender
King_of_the_Grizzlies,Ron_Kelly_(filmmaker)
The_Vanishing_Private,Jack_King_(animator)
Life_on_a_String_(film),Chen_Kaige
Thunder_(film),William_Nigh
Kiccha_Huccha,Chi._Guru_Dutt
White_Mama,Jackie_Cooper
Magnum_Force,Ted_Post
Slime_City_Massacre,Greg_Lamberson
Honor_Among_Men,Denison_Clift
Desolation_Angels_(1995_film),Tim_McCann_(director)
Summer_Night,Lina_Wertmüller
Big_Hero_6_(film),Chris_Williams_(director)
Hero_Worship_(Star_Trek:_The_Next_Generation),Patrick_Stewart
Speedway_(1929_film),Harry_Beaumont
Five_Cities,Onur_Ünlü
Universal_Soldiers,Griff_Furst
Spooky_House,William_Sachs
The_Golden_Web,Walter_Lang
I_Wanna_Be_Suspended,Ken_Kwapis
Lanigan's_Rabbi,John_Astin
It's_My_Life_(film),Anees_Bazmee
The_Brothers_Karamazov_(1969_film),Kirill_Lavrov
This_Night_Is_Still_Ours,Paolo_Genovese
Mula_sa_Puso__Mula_sa_Puso__1,Wenn_V._Deramas
Detropia,Heidi_Ewing
Against_All_Odds_(1924_film),Edmund_Mortimer_(actor)
The_Perils_of_Pauline_(1967_film),Joshua_Shelley
He_Was_Called_Holy_Ghost,Roberto_Mauri
Robert_and_Bertram_(1928_film),Rudolf_Walther-Fein
Feeling_from_Mountain_and_Water,Te_Wei
Vengeance_Valley,Richard_Thorpe
The_Last_of_the_Secret_Agents%3F,Norman_Abbott
Robin_Hood_(1922_film),Allan_Dwan
Queens_Supreme,John_Patterson_(director)
Dulhan_(1975_film),C._V._Rajendran
Dirty_War_(film),Daniel_Percival_(director)
Scenes_from_the_Goldmine,Marc_Rocco
Blind_Witness_(film),Richard_A._Colla
Aamne_Samne_(1982_film),Ashim_Samanta
The_House_of_Smiles,Marco_Ferreri
Njaan,Ranjith_(director)
Bones_of_the_Buddha,Steven_Clarke
Ancient_Temples_of_Egypt_(1912_film),Sidney_Olcott
The_Misfortunes_of_an_Explorer,Georges_Méliès
Quiet_Please!,William_Hanna
Arizona_Bushwhackers,Lesley_Selander
Crime_File,K._Madhu
The_Pulque_Tavern,Víctor_Manuel_Castro
Under_the_Dragon's_Tail,John_L'Ecuyer
"Continental,_a_Film_Without_Guns",Stéphane_Lafleur
The_Life_and_Adventures_of_Santa_Claus_(film),Jules_Bass
Tops_with_Pops,William_Hanna
"Kiss_Me,_Kill_Me_(2015_film)",Casper_Andreas
The_Strangers_(2008_film),Bryan_Bertino
The_Verona_Trial,Carlo_Lizzani
The_Sawdust_Paradise,Luther_Reed
The_Seven_Cervi_Brothers,Gianni_Puccini
No_More_Mr._Nice_Guy_(film),Detlev_Buck
The_Red_Menace_(film),R._G._Springsteen
Out_All_Night_(TV_series),Matthew_Diamond
The_A_Word,Peter_Cattaneo
Prem_Ratan_Dhan_Payo,Sooraj_Barjatya
The_Monster_(1903_film),Georges_Méliès
Pink_Cadillac_(film),Buddy_Van_Horn
Erin_Brockovich_(film),Steven_Soderbergh
The_Round-Up_(1966_film),Miklós_Jancsó
Crash_(1996_film),David_Cronenberg
The_Man_from_Montana,George_Marshall_(director)
Christmas_with_the_Poor,Manuel_Romero
Dragon_Fight,Billy_Tang
Blind_Youth,Edward_Sloman
Malice_(1926_film),Manfred_Noa
Adopted_(film),Pauly_Shore
Buttoners,Petr_Zelenka
Old_Los_Angeles,Joseph_Kane
Manmadha_Leelai,K._Balachander
Hamare_Tumhare,Umesh_Mehra
Rosy_Dreams,Dušan_Hanák
Requiem_(NCIS),Tony_Wharmby
Law_of_the_Golden_West,Philip_Ford_(film_director)
Ali_Baba_Bujang_Lapok,P._Ramlee
Cannery_Rodent,Maurice_Noble
Huckleberry_Hound_Meets_Wee_Willie,Joseph_Barbera
The_Toast_Derivation,Mark_Cendrowski
"Little_Ghosts,_There,_Here,_and_Where",Osamu_Kobayashi_(animation_director)
Police_Story_3_(2011_film),Sadhu_Kokila
Yakuza_Weapon,Yūdai_Yamaguchi
Conspirator_(1949_film),Victor_Saville
Three_Meals_a_Day,Na_Young-seok
Rembrandt's_J'Accuse,Peter_Greenaway
Hearts_of_Oak_(film),John_Ford
Presque_rien,Sébastien_Lifshitz
Burst_Angel,Koichi_Ohata
Azhagarsamiyin_Kuthirai,Suseenthiran
Devil_Doll_(film),Lindsay_Shonteff
Labyrinth_of_Dreams_(film),Gakuryū_Ishii
Nursie!_Nursie!,Alexander_Butler
Temple_Houston_(TV_series),Irving_J._Moore
The_Box_and_the_Bunny,Sheree_Folkson
Chotoder_Chobi,Kaushik_Ganguly
In_Old_Chicago,Henry_King_(director)
Rendition_(film),Gavin_Hood
Ferris_Bueller's_Day_Off,John_Hughes_(filmmaker)
Yoshi's_Story,Hideki_Konno
Vengeance_(1970_film),Chang_Cheh
Lakshmanrekha,Sunil_Sikand
Up_'n'_Under_(film),John_Godber
Snake_Island_(film),Wayne_Crawford
Étoile_(film),Peter_Del_Monte
Kirameki_Project,Katsuhiko_Nishijima
Lounge_Chair_(film),Jean-François_Amiguet
Andaz_(1949_film),Mehboob_Khan
Doctor_Glas_(film),Mai_Zetterling
Continuum_(American_Horror_Story),Craig_Zisk
Pursuit_(TV_series),Buzz_Kulik
Your_Vice_Is_a_Locked_Room_and_Only_I_Have_the_Key,Sergio_Martino
The_Lottery_Bride,Paul_L._Stein
Archana_Teacher,P._N._Menon_(director)
Red_Dice,William_K._Howard
A_Breed_Apart,Philippe_Mora
O21_(film),Jami_(director)
Ups_and_Downs_(1915_film),Bobby_Burns
The_One_Where_Rachel_Smokes,Todd_Holland
The_Silent_Army,Jean_van_de_Velde_(director)
The_Pleasure_Pit,André_Cayatte
Walking_with_Dinosaurs,Tim_Haines
The_Asset,Milan_Cheylov
Zila_Ghaziabad,Anand_Kumar_(director)
The_White_Hen,Frank_Richardson_(director)
My_Outlaw_Brother,Elliott_Nugent
Polo_Joe,William_C._McGann
The_Case_Against_Brooklyn,Paul_Wendkos
The_Final_Hour_(film),D._Ross_Lederman
Late_Fragment,Mateo_Guez
Desperate_Journey,Raoul_Walsh
"Cherry,_Harry_&_Raquel!",Russ_Meyer
Huchcha,Om_Prakash_Rao
Puzzle_of_a_Downfall_Child,Jerry_Schatzberg
491_(film),Vilgot_Sjöman
Homecoming_(Falling_Skies),Greg_Beeman
Spanglish_(film),James_L._Brooks
Plot_(film),Yves_Boisset
R,Peter_Bonerz
The_Outfit_(1973_film),John_Flynn_(director)
A_View_in_the_Dark,Lawrence_Trilling
The_Chinese_Parrot_(film),Paul_Leni
Akogare_no_Hawaii_Kōro,Torajiro_Saito
Rashomon,Akira_Kurosawa
Meendum_Oru_Kaathal_Kathai,Pratap_K._Pothen
It's_a_King,Jack_Raymond
Kids_of_the_Majestic,Dylan_Verrechia
Hotel_Room_(film),Adolfo_Fernández_Bustamante
Kaalapani,Priyadarshan
Mon_cœur_t'appelle,Carmine_Gallone
Give_Us_This_Night,Alexander_Hall
Xiao_Xiao,Zhu_Zhiqiang
A_Tale_of_Two_Worlds,Frank_Lloyd
Weil_ich_dich_liebe...,Hans_Kratzert
Plastic_City_(film),Yu_Lik-wai
A_Valentine_for_You,Keith_Ingham
Hercules_Unchained,Pietro_Francisci
Five_Paupers_in_an_Automobile,Mario_Mattoli
Joan_of_Plattsburg,William_J._Humphrey
Phyllis_(TV_series),Joan_Darling
Chingari_(2012_film),Harsha_(director)
No_More_Love_(film),Anatole_Litvak
The_Mask_Falls,William_Dieterle
Just_Beyond_This_Forest,Jan_Łomnicki
Anata_e,Yasuo_Furuhata
Marco_Polo_Junior_Versus_the_Red_Dragon,Eric_Porter_(filmmaker)
Criss_Angel_Mindfreak,Criss_Angel
Overland_Trail_(TV_series),Lesley_Selander
'Allo_'Allo!,Richard_Boden
POSH_(TV_series),Joselito_Altarejos
Lolly-Madonna_XXX,Richard_C._Sarafian
The_Secret_Garden_(TV_series),Dorothea_Brooking
Nasib_Si_Labu_Labi,P._Ramlee
Ganashatru,Satyajit_Ray
Master_Zoard,Michael_Curtiz
Cloudburst_(1951_film),Francis_Searle
Pendekar_Bujang_Lapok,P._Ramlee
Splendor_(1935_film),Elliott_Nugent
Chopping_Mall,Jim_Wynorski
Starship_Troopers_3:_Marauder,Edward_Neumeier
Iphigenia_(film),Michael_Cacoyannis
Hair_Trigger_Stuff,B._Reeves_Eason
Australian_Bushland_Symphony,Ken_G._Hall
Chasing_Liberty,Andy_Cadiff
Chinnada_Gombe,B._R._Panthulu
The_Enchanted_Square,Seymour_Kneitel
The_Vagabond_King_(1930_film),Ludwig_Berger_(director)
Kamara's_Tree,Desmond_Elliot
The_No._1_Ladies'_Detective_Agency_(TV_series),Tim_Fywell
The_Big_Land,Gordon_Douglas_(director)
The_Frozen_North,Buster_Keaton
Benny's_Bathtub,Jannik_Hastrup
Eat_(film),Andy_Warhol
Chasing_Rainbows_(film),Charles_Reisner
Saw_3D,Kevin_Greutert
Hellsinki,Aleksi_Mäkelä_(director)
Munna_Bhai_M.B.B.S.,Rajkumar_Hirani
Miss_Mend,Fedor_Ozep
Standing_Tall_(film),Emmanuelle_Bercot
Nothing_Sacred_(film),William_A._Wellman
Mithileya_Seetheyaru,K._S._L._Swamy
Seven_(1979_film),Andy_Sidaris
The_Beta_Test_Initiation,Mark_Cendrowski
Macao_(film),Nicholas_Ray
Captain_January_(1936_film),David_Butler_(director)
Three_Strangers,Jean_Negulesco
Welcome_to_Republic_City,Ki_Hyun_Ryu
He_Winked_and_Won,Oliver_Hardy
Battle_of_Broadway,George_Marshall_(director)
The_Fix_(House),Greg_Yaitanes
Know_Your_Mushrooms,Ron_Mann
The_Special_One_(The_Outer_Limits),Gerd_Oswald
The_Race_for_Space_(film),David_L._Wolper
Too_Many_Blondes,Thornton_Freeland
Agnee_2,Iftakar_Chowdhury
The_Parasite_(1925_film),Louis_J._Gasnier
Girl_in_Progress,Patricia_Riggen
