Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
Benedict_Swingate_Calvert,Elizabeth_Calvert
Angela_Kinsey,Warren_Lieberstein
Anne_Shirley_(actress),Charles_Lederer
Dora_Bryan,Bill_Lawton
"John_I,_Duke_of_Brittany","Blanche_of_Navarre,_Duchess_of_Brittany"
Princess_Helena_of_the_United_Kingdom,Prince_Christian_of_Schleswig-Holstein
Jenna_Mattison,Richard_Gunn_(actor)
David_VII_of_Georgia,Jigda-Khatun
Eric_X_of_Sweden,Richeza_of_Denmark
Jean_Havez,Cecil_Cunningham
Chester_C._Bolton,Frances_P._Bolton
Fahmida_Mirza,Zulfiqar_Mirza
Benazir_Bhutto,Asif_Ali_Zardari
John_Ritter,Amy_Yasbeck
Milla_Jovovich,Luc_Besson
Aruna_Asaf_Ali,Asaf_Ali
"Conrad_I,_Duke_of_Carinthia",Matilda_of_Swabia
"Elisabeth_of_Brandenburg,_Duchess_of_Württemberg","Eberhard_II,_Duke_of_Württemberg"
Princess_Feodora_of_Hohenlohe-Langenburg,"Georg_II,_Duke_of_Saxe-Meiningen"
Prince_Bernhard_of_Saxe-Weimar-Eisenach_(1792–1862),Princess_Ida_of_Saxe-Meiningen
May-Britt_Moser,Edvard_Moser
Lisbeth_Movin,Lau_Lauritzen_Jr.
Charles_Townshend,"Caroline_Townshend,_1st_Baroness_Greenwich"
Akhil_Mishra,Suzanne_Bernert
Gyanendra_of_Nepal,Queen_Komal_of_Nepal
Vichitravirya,Ambalika
Natalie_Imbruglia,Daniel_Johns
Peter_Masterson,Carlin_Glynn
Prince_Louis_Ferdinand_of_Prussia_(1944–1977),Countess_Donata_of_Castell-Rüdenhausen
Islam_Karimov,Tatyana_Karimova
Paula_Marshall,Danny_Nucci
A._J._Langer,"Charles_Courtenay,_19th_Earl_of_Devon"
Charlie_Chaplin,Mildred_Harris
Durga_Ghimire,Jagadish_Ghimire
Jeanne_Sauvé,Maurice_Sauvé
Marcelle_Chantal,Jefferson_Davis_Cohn
Henrietta_Baker_Chanfrau,Frank_Chanfrau
Phoebe_Ann_Patten,David_W._Patten
Henry_Greffulhe,"Élisabeth,_Countess_Greffulhe"
Elise_Asher,Nanno_de_Groot
Fay_Templeton,William_H._West_(entertainer)
David_Garnett,Angelica_Garnett
Rupert_Murdoch,Jerry_Hall
Sally_Menke,Dean_Parisot
"James_Hamilton,_1st_Duke_of_Abercorn","Louisa_Hamilton,_Duchess_of_Abercorn"
Peggy_Lee,Brad_Dexter
Roy_Rogers,Dale_Evans
Mayanti_Langer,Stuart_Binny
Eric_V_of_Denmark,Agnes_of_Brandenburg
Kyaswa,Yaza_Dewi_of_Pagan
Arthur_Sheekman,Gloria_Stuart
Dee_Wells,A._J._Ayer
Eleanor_Oglethorpe,Theophilus_Oglethorpe
"Maud_of_Lancaster,_Countess_of_Ulster","William_Donn_de_Burgh,_3rd_Earl_of_Ulster"
Jeremy_Slate,Tammy_Grimes
Igor_Vladimirov,Alisa_Freindlich
Piyamavadi,Mongkut
Leonora_Carrington,Renato_Leduc
Hunter_Davies,Margaret_Forster
"Margaret_Jay,_Baroness_Jay_of_Paddington",Peter_Jay
Archie_Andrews,Betty_Cooper
Jodie_Foster,Alexandra_Hedison
Mike_Glyer,Diana_Pavlac_Glyer
Edmund_Chen,Xiang_Yun
Jane_Censoria_Cajes–Yap,John_Geesnell_Yap
Conrad_Palmisano,Irene_Cara
Hedwig_of_Brandenburg,"Otto_II,_Margrave_of_Meissen"
"Gunnhild,_Mother_of_Kings",Eric_Bloodaxe
Anne_Geneviève_de_Bourbon,"Henri_II_d'Orléans,_Duke_of_Longueville"
"John_Montagu,_4th_Earl_of_Sandwich","Dorothy_Montagu,_Countess_of_Sandwich"
Baba_Azmi,Tanvi_Azmi
Chris_Reccardi,Lynne_Naylor
Thursday_October_Christian_II,Mary_%22Polly%22_Young
Lisa_Gastineau,Mark_Gastineau
Stanley_LeFevre_Krebs,Marjorie_Main
Ziaul_Faruq_Apurba,Sadia_Jahan_Prova
Richard_Hilton,Kathy_Hilton
Holly_Hoffman,Charles_Hoffman_(politician)
Bill_Williams_(actor),Barbara_Hale
Rita_Dalla_Chiesa,Fabrizio_Frizzi
Julie_Opp,William_Faversham
"Dorothy_Percy,_Countess_of_Northumberland","Henry_Percy,_9th_Earl_of_Northumberland"
Kyle_Soller,Phoebe_Fox
"Constance_of_France,_Countess_of_Toulouse","Eustace_IV,_Count_of_Boulogne"
Kay_Johnson,John_Cromwell_(director)
"John_Ernest,_Duke_of_Saxe-Eisenach",Elisabeth_of_Mansfeld-Hinterort
Jimmy_Fallon,Nancy_Juvonen
Jenji_Kohan,Christopher_Noxon
Guo_Shengtong,Emperor_Guangwu_of_Han
Mary_Boleyn,William_Carey_(courtier)
Ken_Russell,Hetty_Baynes
Abdülmecid_I,Perestu_Kadın
"Georg_Donatus,_Hereditary_Grand_Duke_of_Hesse",Princess_Cecilie_of_Greece_and_Denmark
Viviane_Wade,Abdoulaye_Wade
Konstancja_Potocka,Jan_Potocki
Joyce_Van_Patten,Martin_Balsam
Bruce_Davison,Lisa_Pelikan
Jack_Perrin,Josephine_Hill
Bradford_Meade,Claire_Meade
Acamapichtli,Huitzilxotzin
Deanna_Favre,Brett_Favre
Martha_Gellhorn,Ernest_Hemingway
Peter_Birrel,Stephanie_Cole
Lynne_Mapp_Drexler,John_Hultberg
Lydia_Taft,Josiah_Taft
Leonard_Muhammad,Donna_Farrakhan_Muhammad
Duchess_Auguste_of_Württemberg,"Karl_Anselm,_4th_Prince_of_Thurn_and_Taxis"
Tom_Clarke_(Irish_republican),Kathleen_Clarke
William_L._Guy,Jean_Guy
Ebba_Witt-Brattström,Horace_Engdahl
George_Balanchine,Vera_Zorina
Bridget_Jones_Nelson,Michael_J._Nelson
Llywelyn_the_Great,"Joan,_Lady_of_Wales"
Sarah_Bellamy,James_Bloodsworth
Leigh_Lawson,Twiggy
Maggie_Hassan,Thomas_Hassan
Fanny_Schreck,Max_Schreck
Shin_Suk-ja,Oh_Kil-nam
Emperor_Nijō,Fujiwara_no_Ikushi
Edith_Atwater,Kent_Smith
Shenae_Grimes,Josh_Beech
Min_Aung_Myat,Narapatisithu
Irving_Abella,Rosalie_Abella
Cauã_Reymond,Grazi_Massafera
Archduchess_Isabella_of_Austria,Prince_Georg_of_Bavaria
Toghon_Temür,Empress_Gi
Andrew_J._Crevolin,Dolores_Gray
Mary_Cholmondeley_(heiress),Hugh_Cholmondeley_(soldier)
Jerome_Lettvin,Maggie_Lettvin
Guinn_%22Big_Boy%22_Williams,Barbara_Weeks_(film_actress)
Princess_Anne_of_Denmark,Prince_George_Valdemar_of_Denmark
Mehmed_VI,Inşirah_Hanım
Widyawati,Sophan_Sophiaan
Andrew_Carnegie,Louise_Whitfield_Carnegie
Sarah_Lyall,Robert_McCrum
Jim_Snyder_(journalist),Jessica_Moore_(journalist)
Nelly_Furtado,Demo_Castellon
Gracie_Fields,Archie_Pitt
George_Brent,Constance_Worth
Maurice_Zolotow,Charlotte_Zolotow
Michael_Lewis,Tabitha_Soren
Maria_Beatrice_of_Savoy,"Francis_IV,_Duke_of_Modena"
Rhea_Pillai,Leander_Paes
Frank_Buck_(animal_collector),Amy_Leslie
Laraine_Day,Leo_Durocher
Sarah_Colonna,Jon_Ryan
Nichola_Pease,Crispin_Odey
Gertrude_of_Bavaria,Canute_VI_of_Denmark
"Elizabeth_Cavendish,_Duchess_of_Devonshire","William_Cavendish,_5th_Duke_of_Devonshire"
List_of_My_Fair_Princess_characters,"Yongqi,_Prince_Rong"
Kim_Kardashian,Kris_Humphries
Cameron_Esposito,Rhea_Butcher
Mirek_Topolánek,Pavla_Topolánková
Mireya_Moscoso,Arnulfo_Arias
Uzana_I_of_Pinya,Atula_Maha_Dhamma_Dewi_of_Pinya
Henry_D._Hatfield,South_Carolina_%22Carrie%22_Bronson_Hatfield
Jared_Kushner,Ivanka_Trump
Kambri_Crews,Christian_Finnegan
Ken_Dychtwald,Maddy_Dychtwald
Lady_May_Abel_Smith,Henry_Abel_Smith
Júnior_(Filipino_singer),Rocío_Dúrcal
Katarzyna_Ostrogska_(1602–1642),Tomasz_Zamoyski
Yuka_Saitō_(voice_actress),Takeshi_Kusao
"Ernst_II,_Prince_of_Hohenlohe-Langenburg",Princess_Alexandra_of_Saxe-Coburg_and_Gotha
Mark_Arnott,Jane_Carr
Danny_Cohen_(television_executive),Noreena_Hertz
"Gustav_Albrecht,_5th_Prince_of_Sayn-Wittgenstein-Berleburg",Margareta_Fouché
Osman_II,Meylişah_Hatun
"Philibert,_Margrave_of_Baden-Baden",Mechthild_of_Bavaria
Space_Ghost,Björk
Laura_Ziskin,Alvin_Sargent
Jon_Hensley,Kelley_Menighan_Hensley
John_Deming,Richard_Treat
Clementia_of_Zähringen,Henry_the_Lion
"Patricia_Ford,_Lady_Fisher",Nigel_Fisher
"Constantine,_Hereditary_Prince_of_Löwenstein-Wertheim-Rosenberg",Princess_Agnes_of_Hohenlohe-Langenburg
Heather_Burns,Ajay_Naidu
Jalal_Al-e-Ahmad,Simin_Daneshvar
Faye_Emerson,Elliott_Roosevelt
Melania_Trump,Donald_Trump
Thea_von_Harbou,Fritz_Lang
Prithvi_Narayan_Shah,Narendra_Rajya_Laxmi_Devi
T._A._Madhuram,N._S._Krishnan
Laurence_Harvey,Joan_Perry
Roland_J._Green,Frieda_A._Murray
Madhu_Mantena,Masaba_Gupta
Levi_Eshkol,Miriam_Eshkol
Diane_Pearson,Richard_Leech
Greg_Wise,Emma_Thompson
Robert_II_of_Scotland,Euphemia_de_Ross
"Princess_Christina,_Mrs._Magnuson",Tord_Magnuson
Felix_Yusupov,Princess_Irina_Alexandrovna_of_Russia
Gabrielle_Union,Dwyane_Wade
Harry_Clarke,Margaret_Clarke_(artist)
Connie_Stevens,Eddie_Fisher_(singer)
Vanessa_Lóes,Thiago_Lacerda
Lady_Xoc,Itzamnaaj_B'alam_II
Frances_Dee,Joel_McCrea
Richard_Stahl,Kathryn_Ish
Karl_H._Pribram,Katherine_Neville_(author)
Zygmunt_Chmielewski,Stanisława_Perzanowska
"Bogislaw_X,_Duke_of_Pomerania","Anna_Jagiellon,_Duchess_of_Pomerania"
Elliott_Abrams,Rachel_Abrams
Hal_Rayle,Maggie_Roswell
Sweyn_Forkbeard,Sigrid_the_Haughty
Louise_Christine_of_Stolberg-Stolberg-Ortenberg,"Christian,_Duke_of_Saxe-Weissenfels"
Alejandro_García_Padilla,Wilma_Pastrana
Geoffrey_Hill,Alice_Goodman
Jim_Carrey,Lauren_Holly
Henry_of_Castile_the_Senator,Juana_Núñez_de_Lara
Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg,"Miguel,_Duke_of_Braganza"
Geoff_Ramsey,Griffon_Ramsey
Marion_Bryden,Kenneth_Bryden
Warren_Berlinger,Betty_Lou_Keim
David_Bale,Gloria_Steinem
Sophie_Flack,Josh_Charles
Elżbieta_Czartoryska_(1736–1816),Stanisław_Lubomirski_(1722–1782)
Mary_Ellen_Otremba,Ken_Otremba
Alan_Crofoot,Dodi_Protero
Angela_Merkel,Joachim_Sauer
Christopher_Lee_(Malaysian_actor),Fann_Wong
Adelaide_of_Maurienne,Matthieu_I_of_Montmorency
Presidency_of_Dmitry_Medvedev,Svetlana_Medvedeva
Marion_Dorn,Edward_McKnight_Kauffer
Frank_Overton,Phyllis_Hill
Lester_Cuneo,Francelia_Billington
Timoci_Bavadra,Kuini_Speed
Rosalind_Bennett,Linus_Roache
Mark_Parnell,Penny_Wright
Princess_Mary_of_Great_Britain,"Frederick_II,_Landgrave_of_Hesse-Kassel"
Joy_Nichols,Wally_Peterson
Olivia_Hetreed,Andy_Paterson
Trupti_Sawant,Bala_Sawant
Elżbieta_Czyżewska,Jerzy_Skolimowski
Leon_Shamroy,"Mary_Anderson_(actress,_born_1918)"
Sally_Yeh,George_Lam
Oksana_Lutsyshyn,Andrey_Kasparov
Princess_Fahrelnissa_Zeid,Prince_Zeid_bin_Hussein
David_Hyde_Pierce,Brian_Hargrove
Ingmar_Bergman,Ingrid_von_Rosen
Cindy_McCain,John_McCain
"Jane_Ewart-Biggs,_Baroness_Ewart-Biggs",Christopher_Ewart-Biggs
Sophia_Hedwig_of_Brunswick-Lüneburg,"Ernest_Casimir_I,_Count_of_Nassau-Dietz"
Lizelia_Augusta_Jenkins_Moorer,Jacob_Moorer
Princess_Beatrice_of_Saxe-Coburg_and_Gotha,"Infante_Alfonso,_Duke_of_Galliera"
Consort_He,Daoguang_Emperor
Gülbahar_Hatun,Bayezid_II
Rakshita,Prem_(film_director)
Simone_Signoret,Yves_Allégret
Janahb_Pakal,Yohl_Ik'nal
Jayne_Atkinson,Michel_Gill
Princess_Henriette_of_Schönaich-Carolath,Prince_Karl_Franz_of_Prussia
Lạc_Long_Quân,Âu_Cơ
Tony_Young_(actor),Madlyn_Rhue
"Ælfgifu,_wife_of_Eadwig",Eadwig
"Friedrich_Franz,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Karin_Elisabeth_von_Schaper
Bernard_Osher,Barbro_Sachs-Osher
Will_Durant,Ariel_Durant
"William_Douglas,_1st_Earl_of_Douglas","Margaret,_Countess_of_Mar"
Anna_von_Schweidnitz,"Charles_IV,_Holy_Roman_Emperor"
Yuri_Bakhshyan,Anahit_Bakhshyan
Shirley_Knight,Gene_Persson
Alison_Fraser,Rusty_Magee
Joyce_Aryee,Charles_Wereko-Brobby
Hussein_Onn,Suhaila_Noah
Bayani_Fernando,Marides_Fernando
Moshoeshoe_II_of_Lesotho,Queen_Mamohato_of_Lesotho
Sonia_Roco,Raul_Roco
Eugene_Porter,Rosita_Espinosa
Lars_Christensen,Ingrid_Christensen
Müşfika_Kadın,Abdul_Hamid_II
Kaumualii,Kaʻahumanu
Alapainui,Kamakaimoku
Duke_Alexander_Petrovich_of_Oldenburg,Princess_Eugenia_Maximilianovna_of_Leuchtenberg
Sarah_Jane_Morris_(actress),Ned_Brower
Mamie_Gummer,Benjamin_Walker_(actor)
Margaery_Tyrell,Tommen_Baratheon
Titiek_Suharto,Prabowo_Subianto_Djojohadikusumo
Anita_Lobel,Arnold_Lobel
Melanie_Griffith,Antonio_Banderas
Cnut_the_Great,Emma_of_Normandy
"George_Frederick,_Margrave_of_Brandenburg-Ansbach",Sophie_of_Brunswick-Lüneburg
Aliza_Gur,Sheldon_Schrager
Annie_Antón,Peter_Swire
Bianca_Jagger,Mick_Jagger
Stella_Farentino,James_Farentino
Princess_Eugénie_of_Greece_and_Denmark,"Raimundo,_2nd_Duke_of_Castel_Duino"
Princess_Marie_of_Baden_(1782–1808),"Frederick_William,_Duke_of_Brunswick-Wolfenbüttel"
Robert_J._Flaherty,Frances_H._Flaherty
Barbara_Hutton,Igor_Troubetzkoy
"Odo_Russell,_1st_Baron_Ampthill","Emily_Russell,_Baroness_Ampthill"
Manuel_of_Castile,"Constance_of_Aragon,_Lady_of_Villena"
William_Daniels,Bonnie_Bartlett
Lisa_Wu,Keith_Sweat
"Sir_Henry_Norman,_1st_Baronet",Ménie_Muriel_Dowie
Emperor_Jing_of_Han,Empress_Bo
Bayezid_I,Hafsa_Hatun
"Frederick_I,_Landgrave_of_Hesse-Homburg",Margaret_Elisabeth_of_Leiningen-Westerburg
Mélissa_Theuriau,Jamel_Debbouze
Milan_I_of_Serbia,Natalie_of_Serbia
Proinsias_Mac_Aonghusa,Catherine_McGuinness
Joyce_Davidson,David_Susskind
Princess_Luise_Dorothea_of_Saxe-Meiningen,"Frederick_III,_Duke_of_Saxe-Gotha-Altenburg"
Amanda_Posey,Nick_Hornby
"Margaret_of_Sweden,_Queen_of_Norway",Sverre_of_Norway
Jiajing_Emperor,Empress_Fang
Audrey_Irmas,Sydney_M._Irmas
Amal_Clooney,George_Clooney
J.D._(Scrubs),Elliot_Reid
Jon_Rubinstein,Karen_Richardson
Stephen_III_of_Moldavia,Doamna_Maria_Voichița
Nicky_Henson,Marguerite_Porter
Julia_Nickson-Soul,David_Soul
Şehzade_Bayezid,Fatma_Hatun_(wife_of_Şehzade_Bayezid)
Patricia_Duff,Mike_Medavoy
Calvin_O'Keefe,Meg_Murry
"William_Marshal,_1st_Earl_of_Pembroke","Isabel_de_Clare,_4th_Countess_of_Pembroke"
Cheryl_(entertainer),Ashley_Cole
Collette_Wolfe,Jody_Hill
Dino_De_Laurentiis,Martha_De_Laurentiis
"Hugh_FitzRoy,_11th_Duke_of_Grafton","Fortune_FitzRoy,_Duchess_of_Grafton"
William_Powell,Diana_Lewis
"Juan,_Count_of_Montizón",Archduchess_Maria_Beatrix_of_Austria-Este
David_O._Stewart,Nancy_Floreen
Raja_Chaudhary,Shweta_Tiwari
Liza_Goddard,Colin_Baker
Dagen_McDowell,Jonas_Max_Ferris
Lorenzo_Lamas,Shauna_Sand
Halle_Berry,Olivier_Martinez
Tim_Williams_(Tangle),Christine_Williams_(Tangle)
Pwa_Saw,Uzana_of_Pagan
Alvarenga_Peixoto,Bárbara_Heliodora
Julie_von_Voss,Frederick_William_II_of_Prussia
Barbara_Morgan_(photographer),Willard_D_Morgan
Botsa_Jhansi_Lakshmi,Botsa_Satyanarayana
Chris_Adams_(wrestler),Toni_Adams
Kathy_Najimy,Dan_Finnerty
Alexander_Kirkland,Gypsy_Rose_Lee
Nonna_Mordyukova,Vyacheslav_Tikhonov
Kim_Tae-yong,Tang_Wei
Viola_Dana,Jimmy_Thomson_(golfer)
Zeba,Sudhir_(actor)
Eva_Magni,Renzo_Ricci
Googie_Withers,John_McCallum_(actor)
François-Bernard_Lépicié,Renée-Élisabeth_Marlié
Evan_Ryan,Tony_Blinken
Mark_Greene,Elizabeth_Corday
Maria_of_Borovsk,Vasily_II_of_Moscow
Katie_Wright,Hank_Azaria
Kanwaljit_Singh_(actor),Anuradha_Patel
Viveca_Paulin,Will_Ferrell
Hans_Fränkel,Chang_Ch'ung-ho
Geri_Halliwell,Christian_Horner
Gene_Lockhart,Kathleen_Lockhart
Tengku_Budriah_of_Perlis,Putra_of_Perlis
Sokollu_Mehmed_Pasha,Ismihan_Sultan
Ekaterina_Semenikhin,Vladimir_Semenikhin
Vince_Demuzio,Deanna_Demuzio
Carey_Lowell,Griffin_Dunne
Elizabeth_Streb,Laura_Flanders
Eva_Bartok,Curd_Jürgens
Theobald_I_of_Navarre,Gertrude_of_Dagsburg
Cécile_Fatiman,Jean-Louis_Pierrot
Jeffrey_Lurie,Christina_Weiss_Lurie
Adrienne_Morrison,Richard_Bennett_(actor)
"Alois-Konstantin,_9th_Prince_of_Löwenstein-Wertheim-Rosenberg","Anastasia,_Princess_of_Löwenstein-Wertheim-Rosenberg"
Joyce_Heron,Ralph_Michael
Jani_Allan,Gordon_Schachat
Wang_Quan'an,Zhang_Yuqi
Amélie_of_Leuchtenberg,Pedro_I_of_Brazil
Sibylle_of_Saxony,"Francis_I,_Duke_of_Saxe-Lauenburg"
Joey_Heatherton,Lance_Rentzel
Esther_Wojcicki,Stanley_Wojcicki
Mariam_Sankara,Thomas_Sankara
Marietta_Chrousala,Leon_Patitsas
Rina_Mimoun,Scott_Weinger
Catherine_E._Coulson,Jack_Nance
Mary_Woodville,"William_Herbert,_2nd_Earl_of_Pembroke"
Bryce_DeWitt,Cécile_DeWitt-Morette
Elaine_Pagels,R._Kent_Greenawalt
María_Isabella_of_Spain,Francis_I_of_the_Two_Sicilies
"John_Casimir,_Duke_of_Saxe-Coburg",Margaret_of_Brunswick-Lüneburg
Hong_Taiji,Harjol
Alex_Donnelley,Robert_Lamm
Denis_O'Dea,Siobhán_McKenna
Ašmu-nikal,Arnuwanda_I
Jack_Klugman,Brett_Somers
Steven_Kampmann,Judith_Kahan
Kaikeyi,Dasharatha
Donald_Winkler,Sheila_Fischman
Alexander_Jagiellon,Helena_of_Moscow
Barton_Gellman,Dafna_Linzer
Edmund_White,Michael_Carroll_(American_writer)
Patricia_Eddington,Jack_Eddington
Alberto_Lleras_Camargo,Bertha_Puga_Martínez
Allan_Forrest,Lottie_Pickford
V._T._Sambanthan,Uma_Sambanthan
Martin_Mull,Wendy_Haas
John_Avlon,Margaret_Hoover
Clay_Pell,Michelle_Kwan
Kumudini_Mohapatra,Gokulananda_Mahapatra
Diahann_Carroll,Vic_Damone
"John_Sinclair,_1st_Baron_Pentland","Marjorie_Sinclair,_Baroness_Pentland"
Marc_Hoffmann,Rex_(Police_dog)
Luisana_Lopilato,Michael_Bublé
Anthony_of_Saxony,Princess_Maria_Carolina_of_Savoy
"William_Paulet,_3rd_Marquess_of_Winchester","William_Howard,_1st_Baron_Howard_of_Effingham"
"Leopold,_Prince_of_Hohenzollern",Infanta_Antónia_of_Portugal
Robert_Louis-Dreyfus,Margarita_Louis-Dreyfus
Barbara_Pollastrini,Renato_Mannheimer
Lena_Cymbrowitz,Steven_Cymbrowitz
Lydia_Dan,Fyodor_Dan
Princess_Marie_of_Orléans_(1813–1839),Duke_Alexander_of_Württemberg_(1804–1881)
Thaksin_Shinawatra,Potjaman_Na_Pombejra
Jennifer_Jones,Robert_Walker_(actor)
Cat_Deeley,Patrick_Kielty
Anupama_Chopra,Vidhu_Vinod_Chopra
Princess_Friederike_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Alexander_Karl,_Duke_of_Anhalt-Bernburg"
Lauren_Michelle_Hill,Sean_Patrick_Flanery
Rosalind_Ayres,Martin_Jarvis_(actor)
Thea_von_Harbou,Rudolf_Klein-Rogge
Doris_Kenyon,Albert_Lasker
Stefan_the_First-Crowned,Anna_Dandolo
Mafalda_von_Hessen,Ferdinando_Brachetti_Peretti
Helen_Coonan,Andrew_Rogers_(judge)
Polly_Platt,Peter_Bogdanovich
Anton_Chekhov,Olga_Knipper
Hazel_Hawke,Bob_Hawke
Godfrey_Wilson,Monica_Wilson
Kathryn_Grayson,Johnnie_Johnston
Lena_Adelsohn_Liljeroth,Ulf_Adelsohn
Oveta_Culp_Hobby,William_P._Hobby
Barbara_Henrickson,Bill_Henrickson
Hampton_P._Fulmer,Willa_L._Fulmer
Shona_Robison,Stewart_Hosie
Maeve_Binchy,Gordon_Snell
John_Callahan_(actor),Eva_LaRue
Evlynn_Smith,Sebastian_Horsley
Cedric_Hardwicke,Helena_Pickard
Benedetta_Cappa,Filippo_Tommaso_Marinetti
Betty_Brosmer,Joe_Weider
Prince_Andrew_of_Greece_and_Denmark,Princess_Alice_of_Battenberg
"Jane_Gordon,_Duchess_of_Gordon","Alexander_Gordon,_4th_Duke_of_Gordon"
Shelbee_Myne,Pat_Myne
Shelley_Fabares,Lou_Adler
Mohit_Suri,Udita_Goswami
Vanaja_Iyengar,Mohit_Sen
Jim_Amaral,Olga_de_Amaral
Bajirao_I,Kashibai
Princess_Casimire_of_Anhalt-Dessau,"Simon_August,_Count_of_Lippe-Detmold"
Cornelius_Vanderbilt_Whitney,Marylou_Whitney
Bonne_of_Armagnac,"Charles,_Duke_of_Orléans"
Infanta_Maria_Theresa_of_Portugal,Archduke_Karl_Ludwig_of_Austria
Gito_Baloi,Erika_Hibbert
Meg_Tilly,Tim_Zinnemann
"Spencer_Cavendish,_8th_Duke_of_Devonshire","Louisa_Cavendish,_Duchess_of_Devonshire"
Ed_Broadbent,Ellen_Meiksins_Wood
Jacek_Koman,Catherine_McClements
Donald_Crisp,Jane_Murfin
Darius_McCrary,Karrine_Steffans
Khieu_Ponnary,Pol_Pot
Kristen_Rutherford,Vincent_Rutherford
Khin_Kyi,Aung_San
Andrés_Avelino_Cáceres,Antonia_Moreno_Leyva
Donald_Churchill,Pauline_Yates
Hawick_Lau,Yang_Mi
Virginia_deGravelles,Charles_deGravelles
Tammy_Grimes,Jeremy_Slate
"Frederick,_Margrave_of_Brandenburg-Bayreuth","Wilhelmine_of_Prussia,_Margravine_of_Brandenburg-Bayreuth"
D._A._Pennebaker,Chris_Hegedus
Franklin_Dyall,Mary_Merrall
Tataka,Sumali
Liberty_Ross,Rupert_Sanders
Harvey_Weinstein,Georgina_Chapman
"Anne_Hamilton,_Countess_of_Huntly","George_Gordon,_5th_Earl_of_Huntly"
John_Hodiak,Anne_Baxter
Taare_Parata,Katherine_Te_Rongokahira_Parata
Kanwar_Arsalan,Fatima_Effendi
"Kirill_Vladimirovich,_Grand_Duke_of_Russia",Princess_Victoria_Melita_of_Saxe-Coburg_and_Gotha
William_H._Seward,Frances_Adeline_Seward
Stefan_Vladislav,Beloslava_of_Bulgaria
Inna_Gulaya,Gennady_Shpalikov
Agata_Kornhauser-Duda,Andrzej_Duda
"Mary_of_Scotland,_Countess_of_Boulogne","Eustace_III,_Count_of_Boulogne"
Robert_Lowery_(actor),Jean_Parker
Vincente_Minnelli,Judy_Garland
Kaʻahumanu,Kamehameha_I
Helene_Rosson,Ashton_Dearholt
Eddie_Fisher_(singer),Debbie_Reynolds
Filipa_Moniz_Perestrelo,Christopher_Columbus
Will_Swenson_(actor),Audra_McDonald
Leon_Trotsky,Aleksandra_Sokolovskaya
"Roger_Liddle,_Baron_Liddle",Caroline_Thomson
Lisa_Guerrero,Scott_Erickson
Murad_V,Şayan_Kadın
Archduke_Karl_Ludwig_of_Austria,Infanta_Maria_Theresa_of_Portugal
Virginia_Henry_Curtiss_Heckscher,August_Heckscher
Liz_Torres,Peter_Locke_(producer)
John_Carroll_(actor),Steffi_Duna
Don_Taylor_(American_actor_and_director),Phyllis_Avery
Mohnish_Bahl,Ekta_Sohini
Linda_Fiorentino,John_Byrum
Sālote_Lupepauʻu,George_Tupou_I
Lorena_Clare_Facio,Miguel_Ángel_Rodríguez
Elsa_Martinelli,Willy_Rizzo
Ajay_Piramal,Swati_Piramal
Kamehameha_I,Kalolaa-kumukoa
Pierre_Karl_Péladeau,Julie_Snyder
Miguel_Ferrer,Leilani_Sarelle
Juhi_Chawla,Jay_Mehta
Magdalena_Graaf,Magnus_Hedman
Haakon_VI_of_Norway,Margaret_I_of_Denmark
Rama_II_of_Siam,Sri_Suriyendra
Daniel_Silva_(novelist),Jamie_Gangel
Sarla_Birla,Basant_Kumar_Birla
Edgar_Allan_Poe,Virginia_Eliza_Clemm_Poe
Aud_Egede-Nissen,Georg_Alexander
Leo_Hindery,Patti_Wheeler
Umaru_Musa_Yar'Adua,Turai_Yar'Adua
Aubrey_Abbott,Hilda_Abbott
Aleksandra_Marianna_Wiesiołowska,Krzysztof_Wiesiołowski
Albert_Einstein,Mileva_Marić
Sun_Quan,Bu_Lianshi
"Joan_III,_Countess_of_Burgundy","Odo_IV,_Duke_of_Burgundy"
Princess_Marguerite_Adélaïde_of_Orléans,Władysław_Czartoryski
Paula_Tiso,Paul_Mercier_(actor)
Geoffrey_Rush,Jane_Menelaus
Gordon_Gekko,Sean_Young
Maria_Karolina_Sobieska,Frédéric_Maurice_Casimir_de_La_Tour_d'Auvergne
Joan_D._Vinge,Vernor_Vinge
Carré_Otis,Mickey_Rourke
Penny_Marshall,Rob_Reiner
Alice_Marriott,J._Willard_Marriott
Edmund_Mortimer_(1302–1331),"Elizabeth_de_Badlesmere,_Countess_of_Northampton"
William_Backhouse_Astor_Jr.,Caroline_Webster_Schermerhorn_Astor
John_Clegg_(actor),Mavis_Pugh
Julian_Beck,Judith_Malina
Eleanor_Margaret_Green,Count_Viggo_of_Rosenborg
Mary_Green_(painter),James_Green_(artist)
Madge_Evans,Sidney_Kingsley
"Thierry,_Count_of_Flanders",Sibylla_of_Anjou
Melissa_Satta,Kevin-Prince_Boateng
"Ferdinand_de_la_Cerda,_Lord_of_Lara",Juana_Núñez_de_Lara
Daisy_Fisher,Herbert_Mason
Mariane_Pearl,Daniel_Pearl
Inge_Keller,Karl-Eduard_von_Schnitzler
J._B._S._Haldane,Helen_Spurway
