"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
Théodore_Robitaille,"John_Campbell,_9th_Duke_of_Argyll"
Olof_Palme,Gustaf_VI_Adolf_of_Sweden
Thorvald_Stoltenberg,Kjell_Magne_Bondevik
"Louis_Antoine,_Duke_of_Angoulême",Princess_Maria_Theresa_of_Savoy
Princess_Charlotte_of_Prussia_(1831–1855),Prince_Albert_of_Prussia_(1809–1872)
Jesse_James,Zerelda_James
"Georgiana_Spencer,_Countess_Spencer","George_Spencer,_2nd_Earl_Spencer"
Linn_Ullmann,Eva_Bergman
Tom_Foley,Newt_Gingrich
James_I_of_Cyprus,Peter_II_of_Cyprus
"Margherita,_Archduchess_of_Austria-Este",Princess_Anne_of_Orléans
Tessa_Jowell,Liam_Byrne
"Leopold_II,_Holy_Roman_Emperor","Francis_II,_Holy_Roman_Emperor"
"Albert_III,_Duke_of_Bavaria",Elisabetta_Visconti
Olive_Thomas,Lottie_Pickford
"Ælfflæd,_wife_of_Edward_the_Elder",Eadgyth
List_of_The_Bill_characters_(E–L),Matthew_Crompton
Edward_LeRoy_Bowerman,William_Lyon_Mackenzie_King
John_Guerin,Frank_Zappa
Aaron_Sterling,Alejandro_Sanz
Fadi_Frem,Bachir_Gemayel
Margaret_of_Opava,Jobst_of_Moravia
David_Davis_(British_politician),John_Major
Jamie_Heaslip,Brian_O'Driscoll
"Marie_Anne_de_Bourbon,_Duchess_of_Vendôme","Henri_Jules,_Prince_of_Condé"
Pharasmanes_I_of_Iberia,Mihrdat_I_of_Iberia
"Francisco_Serrano,_1st_Duke_of_la_Torre",Alfonso_XII_of_Spain
George_III_of_the_United_Kingdom,George_IV_of_the_United_Kingdom
"Edward_la_Zouche,_11th_Baron_Zouche","Henry_Herbert,_2nd_Earl_of_Pembroke"
Laureen_Harper,Sophie_Grégoire_Trudeau
Michael_Meacher,Tony_Blair
Prince_Joachim_of_Denmark,Princess_Josephine_of_Denmark
Anna_Ford,Jon_Snow_(journalist)
"Louise_Françoise_de_Bourbon,_Duchess_of_Bourbon","Françoise-Athénaïs,_marquise_de_Montespan"
Hermilando_Mandanas,Vilma_Santos
Indira_Gandhi,Charan_Singh
"Charles_Alexander,_Margrave_of_Brandenburg-Ansbach",Princess_Friederike_Luise_of_Prussia
"Francesco_Farnese,_Duke_of_Parma","Ranuccio_II_Farnese,_Duke_of_Parma"
Andrew_Messenger,John_Platt_(settler)
Porfirio_Díaz,José_María_Iglesias
Ralph_Klein,Ken_Rostad
"Evelyn_Cavendish,_Duchess_of_Devonshire",Princess_Louise_Margaret_of_Prussia
"Charles_IV,_Holy_Roman_Emperor",Elisabeth_of_Bohemia_(1358–1373)
Henry_(VII)_of_Germany,Constance_of_Aragon
Escapist_(character),Michael_Chabon
Joan_Crawford,Hal_LeSueur
Kenneth_M._Quinn,Bill_Clinton
Æthelwulf,Æthelbald_of_Wessex
"Thomas_Pelham-Holles,_1st_Duke_of_Newcastle","William_Cavendish,_4th_Duke_of_Devonshire"
Sokkate_of_Prome,Minkhaung_I
Magnus_Brahe_(1564–1633),Klaus_Fleming
Katara_(Avatar:_The_Last_Airbender),Eva_Marie_Saint
David_Davis_(Supreme_Court_justice),John_Marshall_Harlan
Timothy_Yang,Ma_Ying-jeou
Joshua_W._Alexander,Woodrow_Wilson
J._J._Cale,Eric_Clapton
Tom_Mulcair,David_McGuinty
Snow_White_(Disney),Mary_Kay_Bergman
Moza_bint_Nasser,Jasim_bin_Hamad_bin_Khalifa_Al_Thani
Kamehameha_I,Nahienaena
Mesut_Yılmaz,Mehmet_Ali_Şahin
Heraclius_II_of_Georgia,Tamar_of_Kartli
Samuel_Parker_(Hawaii),Hermann_A._Widemann
Margaret_of_Münsterberg,"Henry_I,_Duke_of_Münsterberg-Oels"
Clyde_Tolson,Franklin_D._Roosevelt
Thomas_B._Cuming,Franklin_Pierce
"Rufus_Isaacs,_1st_Marquess_of_Reading","Freeman_Freeman-Thomas,_1st_Marquess_of_Willingdon"
Bill_Gates,Mary_Maxwell_Gates
Ahmed_Khadr,Zaynab_Khadr
Adam_Steffey,James_Taylor
"Georg_Moritz,_Hereditary_Prince_of_Saxe-Altenburg",Princess_Adelaide_of_Schaumburg-Lippe
"Raymond_VI,_Count_of_Toulouse","Raymond_V,_Count_of_Toulouse"
Ivan_Ribar,Peter_II_of_Yugoslavia
Stephen_St._John,Eliphalet_Lockwood
Atula_Thiri_Maha_Yaza_Dewi,Dhamma_Dewi_of_Toungoo
Chlothar_I,Chilperic_I
"William_Lamb,_2nd_Viscount_Melbourne",Queen_Victoria
"Anne_Innes-Ker,_Duchess_of_Roxburghe","John_Spencer-Churchill,_7th_Duke_of_Marlborough"
Iain_Macleod,Alec_Douglas-Home
Sigtrygg_Silkbeard,Ivar_of_Waterford
"Ernst_II,_Duke_of_Saxe-Altenburg","Ernst_I,_Duke_of_Saxe-Altenburg"
"John_Casimir,_Count_Palatine_of_Kleeburg","John_I,_Count_Palatine_of_Zweibrücken"
Oliver_Wolcott_Jr.,George_Washington
"Maximilian_I,_Elector_of_Bavaria",Renata_of_Lorraine
Errol_Flynn,Sean_Flynn_(photojournalist)
William_W._Belknap,Ulysses_S._Grant
Charles_Tupper,Mackenzie_Bowell
Robert_Eldridge_Seiler,Warren_E._Hearnes
Lyudmila_Putina,Naina_Yeltsina
Arnhim_Eustace,Ralph_Gonsalves
Kidada_Jones,Quincy_Jones
Harry_S._Truman,J._Howard_McGrath
Marianna_Jabłonowska,Aleksander_Jan_Jabłonowski
Saffron_Henderson,Bill_Henderson_(Canadian_singer)
Malcolm_Turnbull,Elizabeth_II
"Masahito,_Prince_Hitachi",Hirohito
"Aubrey_de_Vere,_10th_Earl_of_Oxford","John_de_Vere,_7th_Earl_of_Oxford"
Hugh_Martin,Judy_Garland
Géza_II_of_Hungary,"Géza,_son_of_Géza_II_of_Hungary"
George_M._Dallas,James_Buchanan
Henry_of_Bohemia,Rudolf_I_of_Bohemia
Ernest_Shonekan,Sani_Abacha
John_Edwards,Lauch_Faircloth
Kari_Kennell,Kimberley_Conrad
2008_MLS_All-Star_Game__David_Beckham__1,David_Beckham
Emperor_Xuanzong_of_Tang,Emperor_Ruizong_of_Tang
Christopher_of_Bavaria,Eric_of_Pomerania
Abdul_Hamid_II,Murad_V
Douglas_MacArthur_II,John_F._Kennedy
Vladimir_the_Great,Malusha
Dwight_D._Eisenhower,John_F._Kennedy
Landgravine_Sophie_of_Hesse-Kassel,"Maurice,_Landgrave_of_Hesse-Kassel"
Li_Bian,Li_Jing_(Southern_Tang)
Gloria_Amon_Nikoi,Isaac_Chinebuah
Waseem_Abbas,Meesha_Shafi
İsmet_İnönü,Refik_Saydam
Princess_Marina_of_Greece_and_Denmark,Prince_Michael_of_Kent
Consort_Xiang,Yicong
Chiang_Kai-shek,Chiang_Ching-kuo
Ahmed_bin_Abdulaziz_Al_Saud,Ibn_Saud
Gaston_Flosse,Oscar_Temaru
"William_IV,_Grand_Duke_of_Luxembourg","Marie-Adélaïde,_Grand_Duchess_of_Luxembourg"
"Otto,_Duke_of_Austria",Albert_I_of_Germany
Bayezid_II,Sittişah_Hatun
Jamie_O'Neill,Oscar_Wilde
"Greg_Barker,_Baron_Barker_of_Battle",Amber_Rudd
Jane_Censoria_Cajes–Yap,Judith_Cajes
"Walter_Montagu_Douglas_Scott,_5th_Duke_of_Buccleuch","William_Montagu_Douglas_Scott,_6th_Duke_of_Buccleuch"
Rockette_Morton,Frank_Zappa
Robert_II_of_France,Henry_I_of_France
Harry_Edison,Frank_Sinatra
Martin_Pugh,Rod_Stewart
Presidency_of_Boris_Yeltsin,Vladimir_Putin
Stephen_Barber_(composer),David_Byrne
Julie_Frost,Beyoncé
"Ernest,_Elector_of_Saxony","John,_Elector_of_Saxony"
Alfred_Cumming_(governor),Brigham_Young
Barney_Rubble,Pebbles_Flintstone
Vladislaus_II_of_Hungary,Matthias_Corvinus
André_Breton,Leon_Trotsky
B._J._Habibie,Megawati_Sukarnoputri
Franklin_D._Roosevelt,Cordell_Hull
"Charles_III_William,_Margrave_of_Baden-Durlach","Frederick_VII,_Margrave_of_Baden-Durlach"
Gaspard_II_de_Coligny,Louise_de_Coligny
George_II_of_Great_Britain,George_I_of_Great_Britain
Donna_Lynne,John_Hickenlooper
Guru_Gobind_Singh,Zorawar_Singh_(Sikhism)
Diocletian,Galeria_Valeria
Joan_of_England_(1335–1348),Philippa_of_Hainault
Louise_Adélaïde_de_Bourbon_(1696–1750),Marie_Thérèse_de_Bourbon
David_Turpie,Benjamin_Harrison
"Philippe,_Duke_of_Anjou",Louis_XV_of_France
Sophie_(musician),Madonna_(entertainer)
Anna_Kinberg_Batra,Fredrik_Reinfeldt
Thomas_Jefferson,John_Adams
Janahb_Pakal,Sak_K'uk'
Barry_Diller,Rupert_Murdoch
Yitzhak_Rabin,Shimon_Peres
Rupert_Murdoch,Sarah_Murdoch
Alexios_I_Komnenos,John_II_Komnenos
Lucie_Arnaz,Desi_Arnaz
Nissanka_Wijeyeratne,Neranjan_Wijeyeratne
Ben_Cherington,Mike_Hazen
Emperor_Taishō,"Yasuhito,_Prince_Chichibu"
Krish_J._Sathaar,Sathaar
"Margaret_III,_Countess_of_Flanders","Louis_II,_Count_of_Flanders"
"Frederick_I,_Margrave_of_Brandenburg-Ansbach","Albert,_Duke_of_Prussia"
Lillian_Disney,Diane_Disney_Miller
Brad_Wilk,Juliette_Lewis
Christiane_Eberhardine_of_Brandenburg-Bayreuth,"Christian_Ernst,_Margrave_of_Brandenburg-Bayreuth"
Mieszko_I_Tanglefoot,Agnes_of_Babenberg
Margery_Wentworth,Marjory_Heath_Wentworth
"Frederick_II,_Holy_Roman_Emperor",Henry_(VII)_of_Germany
Malia_Cohen,Gavin_Newsom
Bertha_of_Swabia,Adelaide_of_Italy
John_Wayles_Eppes,Armistead_Thomson_Mason
"Sir_John_Davie,_2nd_Baronet","William_Russell,_Lord_Russell"
Tan_Yankai,Chiang_Kai-shek
"Gustav,_Duke_of_Zweibrücken","Adolph_John_I,_Count_Palatine_of_Kleeburg"
Robin_Kinahan,Norman_Porter
Maria_Anna_of_Naples_and_Sicily,Ferdinand_I_of_the_Two_Sicilies
"William_Ernest,_Grand_Duke_of_Saxe-Weimar-Eisenach","Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1844–1894)"
Antonio_Rodríguez_San_Juan,Jorge_García_Carneiro
"Alice_de_Warenne,_Countess_of_Arundel","Richard_FitzAlan,_10th_Earl_of_Arundel"
Olympia_Snowe,William_Cohen
Emperor_Juntoku,Emperor_Tsuchimikado
Anwar_Sadat,Abd_El_Aziz_Muhammad_Hegazi
Hyatt_Bass,Nancy_Lee_Bass
Catherine_of_York,Edward_IV_of_England
Elisabeth_of_Saxony,"Anne_of_Denmark,_Electress_of_Saxony"
Melissa_Duck,B._J._Ward_(actress)
Yesün_Temür_(Yuan_dynasty),Gegeen_Khan
Cary_Vaughan,Terry_A._Anderson
Democritus,Karl_Marx
Melinda_Schwegmann,Kathleen_Blanco
Sharpe_(novel_series),Sean_Bean
"Ernest_I,_Duke_of_Saxe-Gotha","Bernhard_I,_Duke_of_Saxe-Meiningen"
Archduke_Charles_Stephen_of_Austria,Archduke_Karl_Albrecht_of_Austria
Michael_Bryant_(politician),Sandra_Pupatello
Eric_S._Edelman,George_W._Bush
Sophie_of_Pomerania,"Bogislaw_X,_Duke_of_Pomerania"
Seán_Ryan_(Irish_judge),Michael_D._Higgins
"Frederick_William,_Duke_of_Brunswick-Wolfenbüttel","Charles_II,_Duke_of_Brunswick"
Dirk_Kempthorne,Jack_Riggs
"William_Howard,_1st_Baron_Howard_of_Effingham","Edward_Clinton,_1st_Earl_of_Lincoln"
Carl_Reiner,Neil_Simon
Christopher_Soames,Alec_Douglas-Home
Jesús_Posada,José_María_Aznar
Patsy_Ruth_Miller,Ruth_Miller_(artist)
Umm_Kulthum_bint_Muhammad,Muhammad
Lindsay_Pagano,Paul_McCartney
Karin_Stoltenberg,Marianne_Heiberg
Frank_Holleman,Bill_Clinton
Malcolm_Fraser,Andrew_Peacock
Theobald_I_of_Navarre,"Blanche_of_Navarre,_Duchess_of_Brittany"
Serge_Tisseron,Hergé
Chaturon_Chaisang,Bhumibol_Adulyadej
Maria_of_Calabria,Agnes_of_Durazzo
"Hermann,_Prince_of_Hohenlohe-Langenburg","Ernst_II,_Prince_of_Hohenlohe-Langenburg"
Pete_Lockett,Björk
Jan_Lucanus,Michael_Jackson
Lou_Henry_Hoover,Eleanor_Roosevelt
"George_Victor,_Prince_of_Waldeck_and_Pyrmont",Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym
Mika_Brzezinski,Emilie_Benes_Brzezinski
Ferdinand_I_of_the_Two_Sicilies,Charles_III_of_Spain
"Frederick_II,_Count_of_Celje",Anna_of_Schaunberg
Matilda_of_Flanders,Robert_Curthose
Empress_Suiko,Soga_no_Umako
Adam_Weishaupt,Percy_Bysshe_Shelley
Adelaide_of_Aquitaine,Robert_II_of_France
Sunjo_of_Joseon,Jeongjo_of_Joseon
"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair","George_Gordon,_2nd_Marquess_of_Aberdeen_and_Temair"
Demetrius_Zvonimir_of_Croatia,"Gojko,_Ban_of_Croatia"
Maria_of_Jülich-Berg,"William_IV,_Duke_of_Jülich-Berg"
Diana_Finda_Konomanyi,Ernest_Bai_Koroma
Quentin_Bryce,Peter_Beattie
Raymond_Zondo,Nelson_Mandela
Abdul_Razak_Hussein,Ismail_Nasiruddin_of_Terengganu
Galla_Placidia,Theodosius_I
André_Breton,Alfred_Jarry
Prince_Felix_of_Bourbon-Parma,Infanta_Maria_Antonia_of_Portugal
"Engelbert_II,_Count_of_Gorizia","Meinhard_I,_Count_of_Gorizia"
"Sir_John_Barrow,_1st_Baronet","Sir_George_Barrow,_2nd_Baronet"
Dave_Goelz,Jim_Henson
Matthew_M._Neely,John_W._Davis
Michael_David_Thomas,Edward_Youde
Bruce_Elmegreen,Lyman_Spitzer
"Sancha_of_Castile,_Queen_of_Aragon",Constance_of_Aragon
Duchess_Maria_Antonia_of_Bavaria,Frederick_Augustus_I_of_Saxony
Fujiwara_no_Kinshi,Fujiwara_no_Shōshi_(Fushimi)
Marion_Stein,"David_Lascelles,_8th_Earl_of_Harewood"
Dick_Merrill,Richard_B._Merrill
Park_Heung-sik_(born_1962),Park_Heung-sik_(born_1965)
Prince_Georg_of_Hanover,Princess_Sophie_of_Greece_and_Denmark
Bertel_Dahlgaard,Jens_Otto_Krag
Aviva_Chomsky,Noam_Chomsky
Liz_Lemon,Tina_Fey
Mohamad_Sadli,Suharto
"Louis_Armand_II,_Prince_of_Conti",Marie_Thérèse_de_Bourbon
Philip_III_of_Navarre,Charles_IV_of_France
Susan_Strasberg,John_Strasberg
Herbert_Brownell_Jr.,B._Carroll_Reece
Taqi_al-Din_al-Nabhani,Muhammad
"Isabel,_Princess_Imperial_of_Brazil",Pedro_II_of_Brazil
"Joan_III,_Countess_of_Burgundy","Margaret_III,_Countess_of_Flanders"
Robert_Peston,"Maurice_Peston,_Baron_Peston"
Norma_Cenva,Frank_Herbert
Martin_of_Aragon,Peter_IV_of_Aragon
Todd_Hunter,Johanna_Pigott
Prince_Johannes_Heinrich_of_Saxe-Coburg_and_Gotha,Prince_Johannes_of_Saxe-Coburg_and_Gotha
Eystein_II_of_Norway,Inge_I_of_Norway
Richard_J._Bernstein,Karl_Marx
James_Richard_Cheek,Bill_Clinton
Alan_Harper_(Two_and_a_Half_Men),Jon_Cryer
Giancarlo_Pagliarini,Silvio_Berlusconi
Jeb_Bush,Buddy_MacKay
Mallory_Hagan,Laura_Kaeppeler
Grand_Duke_Nicholas_Nikolaevich_of_Russia_(1831–1891),Grand_Duke_Nicholas_Nikolaevich_of_Russia_(1856–1929)
Harold_Herath,G._L._Peiris
Bill_Schnee,Rod_Stewart
Myrtle_Anagnostou,Antigoni_Douka
"Karl_Ludwig,_Prince_of_Hohenlohe-Langenburg",Caroline_of_Stolberg-Gedern_(1732–1796)
List_of_The_Unit_characters,Audrey_Marie_Anderson
Judith_Hill,Michael_Jackson
Dr._Evil,Scott_Evil
"Philip_I,_Duke_of_Pomerania","Barnim_X,_Duke_of_Pomerania"
Sharon_Sayles_Belton,Donald_M._Fraser
Dick_Zimmer_(New_Jersey_politician),Christine_Todd_Whitman
"Louis_VII,_Duke_of_Bavaria","Stephen_III,_Duke_of_Bavaria"
Peter_Jay,Peter_Ramsbotham
Pōmare_II,Pōmare_I
Simon_Phillips_(drummer),David_Gilmour
Laurie_Holden,Adrienne_Ellis
"Cecilia_Underwood,_1st_Duchess_of_Inverness","Arthur_Gore,_2nd_Earl_of_Arran"
Scott_M._Matheson,Calvin_L._Rampton
Hussa_bint_Ahmed_Al_Sudairi,Nayef_bin_Abdul-Aziz_Al_Saud
Charles_Bagot,Richard_Sharp_(politician)
Georges_Sorel,Benito_Mussolini
"Ernest_I,_Duke_of_Saxe-Gotha","Bernhard_I,_Duke_of_Saxe-Meiningen"
James_IV_of_Scotland,"Margaret_of_Denmark,_Queen_of_Scotland"
George_Osborne,Oliver_Letwin
Halford_Mackinder,Zbigniew_Brzezinski
Uzana_of_Pagan,Narathihapate
Charles_Phelps_Taft_II,Helen_Herron_Taft
Atia_(mother_of_Augustus),Octavia_the_Younger
Georges_Clemenceau,Armand_Fallières
"Anthony_Joseph_Drexel_Biddle,_Jr.",Franklin_D._Roosevelt
Charles_Haughey,Seán_Haughey
Carlos_Dávila,Arturo_Puga
Groucho_Marx,Ricky_Gervais
List_of_EastEnders_characters_(2006),Una_Stubbs
Henry_I_of_France,Philip_I_of_France
Crin_Antonescu,Traian_Băsescu
Gray_Davis,Jerry_Brown
Rahm_Emanuel,Bill_Clinton
Semra_Sezer,Hayrünnisa_Gül
"Philipe_de_Croÿ,_Duke_of_Aerschot",Philip_II_of_Spain
"Arthur_Nicolson,_1st_Baron_Carnock",Nicholas_II_of_Russia
Ludmilla_of_Bohemia,Ludmila_of_Bohemia
Charles_Chaplin_Jr.,Charlie_Chaplin
Francis_Preston_Blair_Jr.,Lewis_V._Bogy
Akihiko_Honda,Mike_Tyson
"Henry_IV,_Holy_Roman_Emperor","Henry_III,_Holy_Roman_Emperor"
Philip_J._Levin,Susan_L._Tepper
Virginia_Woolf,Anton_Chekhov
Faryal_Talpur,Benazir_Bhutto
"Frank_Stallone,_Sr.",Frank_Stallone
Charles_Arbuthnot,"William_Wellesley-Pole,_3rd_Earl_of_Mornington"
"Robert_Willoughby,_1st_Baron_Willoughby_de_Broke","George_Talbot,_4th_Earl_of_Shrewsbury"
Nikolaus_Harnoncourt,Elisabeth_von_Magnus
"Otto_I,_Margrave_of_Brandenburg","Otto_II,_Margrave_of_Brandenburg"
Jeanne_d'Albret,Henry_IV_of_France
Juliana_of_Hesse-Eschwege,"Frederick,_Landgrave_of_Hesse-Eschwege"
Ken_Rothman,Richard_J._Rabbitt
Gary_Herbert,Joe_Biden
Vanessa_Bell,Julian_Bell
Pierre_Pica,Noam_Chomsky
Chris_Wyse,Ozzy_Osbourne
Emperor_Nijō,Emperor_Go-Shirakawa
Ron_Howard,Jean_Speegle_Howard
José_María_Aznar,Juan_Carlos_I_of_Spain
Dagmara_Domińczyk,Scott_Foley
"Jane_Dudley,_Duchess_of_Northumberland","Robert_Dudley,_1st_Earl_of_Leicester"
Ksawery_Lubomirski,Stanisław_Lubomirski_(1704–1793)
Helen_Ghosh,Bronwyn_Hill
Hešeri_Sonin,Kangxi_Emperor
"Isabella_of_Aragon,_Countess_of_Urgell",Peter_IV_of_Aragon
Li_Bian,Li_Jing_(Southern_Tang)
"John_Montagu,_4th_Earl_of_Sandwich","George_Montagu-Dunk,_2nd_Earl_of_Halifax"
"Adalbert,_Margrave_of_Austria",Richardis_of_Sualafeldgau
"John_de_Vere,_7th_Earl_of_Oxford","Thomas_de_Vere,_8th_Earl_of_Oxford"
Martin_Van_Buren,Enos_T._Throop
Herbert_Hoover,Woodrow_Wilson
Jim_McDaid,Enda_Kenny
Robert_Glasper,Faith_Evans
Samuel_Kellogg,Joseph_Platt
Alfonso_Cusi,Gloria_Macapagal_Arroyo
Anna-Karin_Hatt,Fredrik_Reinfeldt
"Adolph_of_Cleves,_Lord_of_Ravenstein","Adolph_I,_Duke_of_Cleves"
Jay_Washington,James_Yap
Arjun_Singh,Kapil_Sibal
Lisa_Germano,Billy_Joel
Karen_Gillmor,Paul_Pfeifer
Aaron_Spelling,Randy_Spelling
Michael_Aspel,Pete_Murray_(DJ)
"John_MacGregor,_Baron_MacGregor_of_Pulham_Market",Geoffrey_Howe
Harold_Evans,Denis_Hamilton
Tabarak_Husain,Ziaur_Rahman
Frank_B._Kellogg,Herbert_Hoover
Albert_Daniels,Kanye_West
Shellback_(record_producer),Avril_Lavigne
Yu_Shyi-kun,Chang_Chun-hsiung
Fernando_María_Castiella_y_Maíz,Francisco_Franco
Georgy_Pyatakov,Stanislav_Kosior
List_of_Downton_Abbey_characters,Penelope_Wilton
Greg_Marcks,Alfred_Hitchcock
Drusus_Caesar,Agrippina_the_Elder
Joe_Biden,Beau_Biden
Klaus_Iohannis,Traian_Băsescu
Qusai_ibn_Kilab,Muhammad
Soong_Ching-ling,Zhu_De
Peter_Brock,Dick_Johnson_(racing_driver)
Clementia_of_Zähringen,"Matilda_of_England,_Duchess_of_Saxony"
"Claude,_Duke_of_Guise",Mary_of_Guise
Arthur_Hawley_Scribner,John_Blair_Scribner
Prince_Charles_of_Hesse-Kassel,"Frederick_II,_Landgrave_of_Hesse-Kassel"
Mary_Fallin,Susana_Martinez
H._Robert_Horvitz,Cornelia_Bargmann
Gerardo_Zamora,Emilio_Rached
Tim_Young_(comedian),Bill_Cosby
James_Bond_filmography,James_Bond_(literary_character)
Herbert_Hoover,Henry_L._Stimson
Paul_Gordon_(musician),Lisa_Marie_Presley
Kim_Dae-jung,Kim_Young-sam
Irina_Derevko,Nadia_Santos
Marie_Bashir,Tom_Bathurst
Francesco_II_Sforza,Philip_II_of_Spain
Philip_II_of_Spain,Philip_III_of_Spain
Hema_Malini,Jayant_Chaudhary
"George_Sutherland-Leveson-Gower,_5th_Duke_of_Sutherland","Ronald_Barnes,_3rd_Baron_Gorell"
Sonia_McMahon,Margaret_Whitlam
Abdul_Rahman_of_Negeri_Sembilan,Munawir_of_Negeri_Sembilan
Keith_Michell,Helena_Michell
Dave_Spikey,Vince_Henderson
"Leonard_Courtney,_1st_Baron_Courtney_of_Penwith",Evelyn_Ashley
Chuck_Leavell,David_Gilmour
Maria_Luisa_of_Savoy,Ferdinand_VI_of_Spain
Polyxena_of_Hesse-Rotenburg,Prince_Emanuele_Filiberto_of_Savoy_(1731–1735)
Margaret_Hodge,Meg_Hillier
Yoshihiko_Noda,Akihito
Oliver_Cromwell,Charles_I_of_England
"Charles_Paulet,_2nd_Duke_of_Bolton",James_II_of_England
Li_Zongren,Chiang_Kai-shek
Sweyn_Forkbeard,Harald_Bluetooth
Shamsher_Bahadur_I_(Krishna_Rao),Bajirao_I
Queen_Jeonghyeon,Deposed_Queen_Lady_Yun
Stephanie_of_Hohenzollern-Sigmaringen,Maria_Pia_of_Savoy
"Sophie,_Duchess_of_Hohenberg","Bohuslav,_Count_Chotek_of_Chotkow_and_Wognin"
Sally_Blane,Loretta_Young
Conrad_Nagel,Theodore_Reed
Christina_of_Holstein-Gottorp,Gustavus_Adolphus_of_Sweden
David_MacKeen,"Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
Seongjong_of_Joseon,Yeonsangun_of_Joseon
Theresa_May,Harriet_Harman
"Joanna,_Princess_of_Portugal",Isabella_of_Coimbra
Tessa_Jowell,Helen_Hayes_(politician)
Suksaha,Kangxi_Emperor
John_Binkley,Sarah_Palin
Danielle_Brisebois,Adam_Levine
List_of_The_Bill_characters_(A–D),Connie_Hyde
Eleanor_Calvert,Martha_Parke_Custis_Peter
Johannes_Gerhardus_Strijdom,Daniel_François_Malan
John_Kufuor,Kwame_Addo-Kufuor
"Adolf,_Duke_of_Holstein-Gottorp",Frederick_I_of_Denmark
Jerome_Lettvin,Walter_Pitts
Anna_Tyszkiewicz,Konstancja_Poniatowska
Arthur_Upham_Pope,Alexander_Meiklejohn
Edmund_Barton,Arthur_Renwick
William_M._Evarts,James_A._Garfield
"Louis,_Grand_Dauphin",Philip_V_of_Spain
Dennis_M._McCarthy,Barack_Obama
William_Z._Foster,William_L._Patterson
Harold_Godwinson,Gunhild_of_Wessex
Carel_Sirardus_Willem_van_Hogendorp,William_I_of_the_Netherlands
Harry_Frank_Guggenheim,Noble_Brandon_Judah
Kamehameha_I,Kamehameha_II
Shirani_Bandaranayake,Prasanna_Ranatunga
Eric_Hoskins,Michael_Chan_(Canadian_politician)
Puyi,Guangxu_Emperor
"William_Paulet,_1st_Marquess_of_Winchester","Edward_Seymour,_1st_Duke_of_Somerset"
Kamehameha_III,Kamehameha_I
Mark_Allen_Baker,David_Halberstam
Marco_Barbarigo_di_Croia,Karl_Topia
Yuyan,Puyi
Early_life_of_Augustus,Tiberius
William_Boyd_McCleary,Elizabeth_II
Andreas_Papandreou,Konstantinos_Mitsotakis
James_Reilly_(Irish_politician),Katherine_Zappone
Princess_Anne_of_Orléans,"Margherita,_Archduchess_of_Austria-Este"
Jim_McLay,Robert_Muldoon
Surya_Bahadur_Thapa,Birendra_of_Nepal
Erdian_Anji_Prihartanto,Titi_Kamal
Mehmed_VI,Abdülmecid_II
"Henry_Somerset,_1st_Duke_of_Beaufort",William_Morgan_(of_Machen_and_Tredegar)
Prince_Bernhard_of_Lippe-Biesterfeld,Armgard_von_Cramm
Millicent_Baxter,Viola_Macmillan_Brown
John_Church_Hamilton,Alexander_Hamilton
Julian_Ridsdale,Iain_Sproat
Grand_Duke_Paul_Alexandrovich_of_Russia,Alexander_II_of_Russia
Ingvar_Carlsson,Odd_Engström
Early_life_and_career_of_Thomas_Jefferson,William_Short_(American_ambassador)
Yulia_Tymoshenko,Viktor_Yanukovych
"Christian_August_II,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg",Princess_Louise_Auguste_of_Denmark
Arthur_Fadden,Robert_Menzies
"John_Montagu,_4th_Earl_of_Sandwich","Augustus_Keppel,_1st_Viscount_Keppel"
Victor_Frankenstein,Ralph_Bates
Mitt_Romney,Bill_Bain_(consultant)
Shah_Berunai,Muhammad_Hassan_(Brunei)
Carlos_Lleras_Restrepo,Misael_Pastrana_Borrero
"Beatrice_I,_Countess_of_Burgundy",Agatha_of_Lorraine
Hery_Rajaonarimampianina,Omer_Beriziky
Agnes_of_Dampierre,Archambaud_IX_of_Bourbon
Jayme_Matarazzo,Jayme_Monjardim
Jonathan_Harker,David_Manners
Yuna_(singer),David_Foster
"Margaret_of_Bourbon,_Queen_of_Navarre",Theobald_II_of_Navarre
Sandra_Ortega_Mera,Rosalía_Mera
George_Steptoe_Washington,George_Washington
Ali_Mamlouk,Bashar_al-Assad
Peter_Mandelson,Gordon_Brown
Jacob_Hackenburg_Griffiths-Randolph,Rebecca_Akufo-Addo
List_of_Andromeda_characters,Kevin_Sorbo
William_H._Harrison_(Wyoming_Congressman),Edwin_Keith_Thomson
Mario_Laserna_Pinzón,Virgilio_Barco_Vargas
George_W._Romney,G._Scott_Romney
Mauregatus_of_Asturias,Alfonso_I_of_Asturias
Edward_Witten,Xiao-Gang_Wen
Claudia_Ann_Wilken,Bill_Clinton
William_Weld,Edward_F._Harrington
Edna_Brady_Cornwell,South_Carolina_%22Carrie%22_Bronson_Hatfield
"Philippe_II,_Duke_of_Orléans","Philippe_I,_Duke_of_Orléans"
